指数,名,地址,#标签,电话号码,网站,小时/休息日,图片,入场费,停车设施,介绍
3275,集贤电汽车旅馆,江原道旌善郡武陵四路35-4,#江原道#春川#观光地#汽车旅馆,033-591-5545,,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/BE0322_I_01.JPG&w=454&h=242,25000~35000韩元,可停车免费停车,位于江原道旌善郡秃山站正前方的集贤电汽车旅馆是与民房一起运营的老年夫妇生活的地方直到2006年建筑物内曾一起运营浴池但最近经过改造取消了浴池并转用。 汉室10室卧室12间停车位总数为15辆。
3276,奥维隆汽车,江原道旌善郡盐江路3467,#江原道#春川#观光地#汽车旅馆,033-592-5293,,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/BE0320_I_01.JPG&w=454&h=242,40000元,可停车免费停车,奥维隆汽车旅馆位于旌善郡舍北邑小金刚路共分为4层每层都设有一般客房。 Oberon旅馆的客房由卫生间电视床上用品插座等一般结构整洁的房间和白墙上涂有黑色的外墙构成。
3277,红宝石旅馆,江原道旌善郡古汗路175,#江原道#春川#观光地#汽车旅馆,033-591-2729,http://xn--2s2b25ag5e0r1a.kr,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/BE0315_I_01.JPG&w=454&h=242,40000~80000韩元,不能停车,红宝石旅馆是位于江原道旌善郡古汗邑的旅馆。 红宝石旅馆位于旌善高寒站正前方交通便利提供干净的客房和优质的服务。 客房由普通房间的暖炕房-韩室特室组成。 客房费以旺季的平日为准普通间6万韩元特间7万韩元。
3278,梦之宫,江原道旌善郡舍北邑芝庄川路457,#江原道#春川#观光地#汽车旅馆,033-592-2955,,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/BE0312_I_09.JPG&w=454&h=242,300000~40000元,可停车免费停车,从旌善郡舍北邑舍北里舍北住宅公寓往公路方向走的话会发现这里有梦想宫殿周围是位于自然清净地区的舍北斗威峰山脚下凉爽的杜威峰。
3279,Gallery Motel,江原道旌善郡旌善邑鱼川街20,#江原道#春川#观光地#汽车旅馆,033-563-7555,,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/BE0311_I_08.JPG&w=454&h=242,可随时间变动,可停车免费停车,gallery motel是连接江原道旌善郡旌善邑的旅馆旅馆。 gallery motels以干净舒适的空间最大限度地照顾了访客的便利。 周边还有阿拉里村旌善市场等能感受旌善之美的景点。 客房有普通间和特殊间。
3280,酒店人,江原道旌善郡舍北一街 38-1,#江原道#春川#观光地#汽车旅馆,033-591-8111,http://www.hotelin.co.kr,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/BE0310_I_10.JPG&w=454&h=242,4000~600韩币,可停车免费停车,酒店的客房是让人联想起传统韩屋的炕头的温和温馨的室内氛围的暖炕房。 所提供的服务包括超高速上网线使用宽带上网付费服务卫星频道电影频道和手机充电免费服务每日付费洗衣服务传真/复印使用室内服务24小时饮料服务和宽敞的停车场。
3281,加里王山庄,江原道旌善郡加里旺山路570-5,#江源道#春川#旅游地#片,033-562-5080,http://cafe.naver.com/gariwang,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/BE0309_I_10.JPG&w=454&h=242,300000~50000元,可停车免费停车,加里王山庄位于旌善郡旌善邑加里王山庄共有23间客房是能够吸引众多顾客的地方。 价格从3万韩元到5万韩元左右价格比较低廉根据时间的不同价格也会有所不同所以最好联系后了解后再听。 另外周边有很多休闲活动场所适合喜欢休闲的人住宿。
3282,玉山场,江原道旌善郡余粮三街79,#江源道#春川#旅游地#片,033-562-0739,http://www.oksanjang.pe.kr,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/BD0243_I_01.JPG&w=454&h=242,4000~600韩币,可停车免费停车,经过25年在周边河流中捡拾的首席们可以听到从人的诞生到死亡演绎人生一大段故事的展示场和主人大婶口才的首席故事。 从名字开始到人的空间都充满乡土而且总是产生情感的原因就在于此。 展示场旁边有用泥土建造的传统房屋可以看到变成古董的旧生活用具。 一起经营着饭店院子里开着美丽的花朵。
3283, 노木胶片,江原道旌善郡老树岭前路56,#江源道#春川#旅游地#片,033-592-3333,http://www.casinopension.co.kr,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/BD0239_I_01.JPG&w=454&h=242,60000~1500000元,可停车免费停车,民宿与餐厅一起经营。以旌善特产为材料制作的食谱有吊饭酸菜拌饭烤鸭等。 此外露天烧烤场可免费使用并提供露天烧炭用的火板和木炭。
3284,幸福休养林,江原道旌善郡芦楸山路520,#江源道#春川#旅游地#片,033-563-2148,http://www.happysyk.com,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/BD0218_I_01.JPG&w=454&h=242,6000~600万韩元,可停车免费停车,幸福休养林包括13间单间客房和6间黄土房客房2间床房5间黄土炕房松树1层2层江边天鹅独栋建筑土房独栋建筑等。 除了家人或恋人的访问外还可以为修炼会或郊游提供充足的空间周边设施有综合运动场天文台野生花展示场及动物农场散步路溪谷水레咖啡屋和科目展示场。
3285,地板笔,江原道旌善郡뭇골路152,#江源道#春川#旅游地#片,070-4110-2806,http://www.himaru.co.kr,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/BD0214_I_10.JPG&w=454&h=242,60000~200000元,可停车免费停车,地板装饰由情侣间和团体室的暖炕房组成。 共由5间客房组成基本构成为冰箱洗碗池微波炉电饭锅餐具餐桌电视机吹风机洗漱用品毛巾等。 另外还可以租赁烧烤木炭烤架超过标准人数和增加1套被子时将产生追加费用。
3286,芦楸山길木片,江原道旌善郡芦楸山路七五一,#江源道#春川#旅游地#片,033-563-2877,,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/BD0209_I_01.JPG&w=454&h=242,70000~150000韩元,可停车免费停车,芦楸山路口餐厅民宿位于铁轨自行车的著名景点旌善吕梁面的九切里。 民宿1楼是兼有餐厅的餐厅为方便用餐者用餐做好了准备。 芦楸山路口餐厅旅馆共有6间客房每间客房以4人为准最多可容纳8人。 如果在入住时超过1人就要追加交费。
3287,Provence Pention,江原道旌善郡뭇골路204-1,#江源道#春川#旅游地#片,010-2111-6070,http://irispension2.co.kr,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/BD0195_I_02.JPG&w=454&h=242,40000~400000元,不能停车,Provence Pention位于旌善郡南面的 자木谷路白天给人一种高级的风景晚上则与照明相映成趣给人一种有气氛的性感觉。 客房包括奥克拉阿基尼西亚波皮等24个房间价格包括淡季旺季的极盛水期在内价格从最低价4万韩元到最高价40万韩元不等。
3288,宙斯彭森,江原道旌善郡舍北邑234-2,#江源道#春川#旅游地#片,033-592-8006,http://www.zeusmotel.kr,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/BD0185_I_05.JPG&w=454&h=242,70000~150000韩元,可停车免费停车,宙斯旅馆是位于江原道旌善郡的旅馆。 客房的构成是2人标准的小房间4人标准的大房间房间比较简单。 不过洗碗池冰箱电视机等需要的都有一点也不不方便。 整体干净整洁心情愉悦。 客房使用费为4万韩元5万韩元10万韩元。
3289,强风硬片,江原道旌善郡西洞路2939-3,#江源道#春川#旅游地#片,033-562-2077,http://www.gujeol.com,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/BD0147_I_01.JPG&w=454&h=242,60000~1500000元,可停车免费停车,强风镜笔芯位于江原道旌善郡西东路距离宁越郡厅很近位于阿里郎发祥地旌善吕梁面的外坡上。 每年都有不少游客来到这里为夏天的避暑江陵的50多分钟就能到镜浦台和旌善的江原land等的华岩八景旅游区有著名的铁路自行车是九切里10分钟是10与梁五脏瀑布分以内노추산的车程。
3290,奥拉吉河畔彭森,江原道旌善郡西东路2979-20,#江源道#春川#旅游地#片,033-562-7002,http://auraji.co.kr,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/BD0143_I_01.JPG&w=454&h=242,60000~30000元,可停车免费停车,olazy江边广场位于江原道旌善郡西东路氛围舒适温馨。 适合在周末旅行家庭旅行休假等场所停留可以欣赏到奥拉吉河的美丽景色。 干净便利的内部设施和舒适温馨的氛围是深受众人喜爱的装饰品。
3291,Oraviusion,江原道旌善郡马山재路76-51,#江源道#春川#旅游地#片,010-9496-0958,http://oraview.kr,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/BD0140_I_01.JPG&w=454&h=242,90000~150000元,可停车免费停车,orabuction位于江原道旌善郡马山斋路。 orabusion的周边有便利设施和美丽的自然环境。 这里离旌善郡的观光地很近不仅前景不错还可以在民宿享受烧烤。 和家人或朋友或恋人一起住在aura view penction可以游览周边的观光地或享受休息可以留下美好的回忆。
3292,咏叹调,江原道旌善郡马山재路72,#江源道#春川#旅游地#片,070-8889-1769,http://아리아리.kr,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/BD0138_I_01.JPG&w=454&h=242,60000~1500000元,可停车免费停车,阿里阿里旅馆位于江原道旌善郡马山斋路周围有便利设施和美丽的自然环境。 旁边就是小溪边可以进行简单的戏水。 阿里利彭森是独栋别墅形式是环保木制住宅可以安静舒适地居住。 游客可以到旌善郡政府附近亲自确认旅游信息。
3293,high1酒店,江原道旌善郡古汗七路399,#江原道#春川#观光地#酒店,1588-7789,http://www.high1.com,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/BA0091_I_01.JPG&w=454&h=242,160000~440000韩元,可停车免费停车,海原酒店位于海拔1100M以上的高地可以俯瞰海原C.C。 从以最高级室内装饰和设施著称的皇家套房到标准房各种形态的客房一应俱全。 另外这里还准备了提供高乐园韩餐和中餐的一品料理店。 此外还可以提供客房服务而且为了方便入住顾客还提供饮食及饮料。
3294,祭葬民宿,江原道旌善郡堤长路1-34,#江原道#春川#旅游地#民博,033-378-0775,,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/BF0161_I_08.JPG&w=454&h=242,1500000~1700000元,可停车免费停车,这是在东江流淌的旌善郡新东邑德川里祭庄村生活了4代的祭庄里前里长经营的民宿。 住宿设施面积为86平方米只运营一栋。 使用费为15万韩元左右。
3295,爱尔兰旅馆,江原道旌善郡南面武陵四路34,#江原道#春川#观光地#汽车旅馆,033-592-8989,,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/BE0319_I_01.JPG&w=454&h=242,300000~50000元,可停车免费停车,爱尔兰酒店位于旌善郡南面武陵里住宿费低廉是登山者们暂时休息的休息场所。不过周末价格低廉房间生意不错预订回来也是不错的选择。
3296,galaxy motel,江原道旌善郡盐江路3489,#江原道#春川#观光地#汽车旅馆,033-592-9923,,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/BE0317_I_02.JPG&w=454&h=242,300000~50000元,可停车免费停车,galaxy motel的外观简洁现代。 停车场进入了建筑物内部结构的大厅温馨的。 大厅内有各种茶具和咖啡壶顾客在这里可以边聊天边享受茶点。
3297,利伯赛德,江原道旌善郡南面武陵四路20,#江原道#春川#观光地#汽车旅馆,033-592-3326,,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/BE0314_I_01.JPG&w=454&h=242,20000~80000韩元,可停车免费停车,riverside motel被太白的美丽自然环绕外观整洁周围靠近周边旅游景点具备观光便利的地理位置条件。 客房内饰设计简洁从情侣到家庭都拥有舒适舒适的环境和便利设施。
3298,Noblesmotel,江原道旌善郡西东路4555,#江原道#春川#观光地#汽车旅馆,033-563-2190,,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/BE0313_I_01.JPG&w=454&h=242,40000~5000韩币,30辆可停车免费停车,位于旌善的诺佛莱斯汽车旅馆幽静前景良好如果想要更独立的空间推荐能看见秃山的房间如果咨询汽车旅馆周围可以体验到的东西还可以亲切的进行咨询。离旌善市区也很近10分钟之内可以轻松移动比起开车徒步移动更加方便。
3299,韩友利金融,江原道旌善郡뭇골路34,#江源道#春川#旅游地#片,010-3557-1029,,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/BD0390_I_09.JPG&w=454&h=242,1500000~2500000元,可停车免费停车,韩乌里蜡笔是可以享受旌善美丽自然景观的蜡笔。 位于离市区稍远的地方可以享受纯净自然体验真正的治愈。 因为是新建的建筑所以每一处都透着干净所以在整个旅行中都可以愉快地停留。
3300,云梯笔,江原道旌善郡大村街42,#江源道#春川#旅游地#片,010-3479-5430,http://c-ladder.com,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/BD0256_I_09.JPG&w=454&h=242,120000~300000韩元,可停车免费停车,由亲自设计和建造的木制建筑和亲手制作的家具组成的现代风格的室内给人以童话般的感觉。 这里是给因繁忙的日常生活而疲惫不堪的人们提供舒适休息和纯粹童心的地方。为即使寒潮袭来也能温暖享受烧烤的室内烧烤场儿童准备的野外游泳池前有可以观赏玉顺峰等秀丽自然景观的徒步路线。
3301,山松饼,江原道旌善郡뭇골路198,#江源道#春川#旅游地#片,033-591-7181,http://www.sansolpension.com,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/BD0255_I_01.JPG&w=454&h=242,60000~220000元,可停车免费停车,这是充满旌善独有的看点和乐趣的旅馆。 位于江原道旌善局南面举行都位峰紫芒花庆典的秃山最大规模的江原乐园High1滑雪场相邻非常适合周边观光。 另外民宿被松树和松树环绕在隐隐的松涛中与周边自然融为一体。
3302,高亮的阳光润肤液,江原道旌善郡南面뭇골路156-4,#江源道#春川#旅游地#片,010-6255-5607,http://www.sonamupension.net,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/BD0246_I_01.JPG&w=454&h=242,50000~370000韩元,可停车免费停车,民宿由专为家庭游客准备的独采型高银阳光民宿和供情侣及小家庭使用的土松民宿民宿组成。 提前预约烧烤时可以提供炭火大酱汤和小菜还可以提供根据季节蒸熟的土豆和玉米。 不仅是烧烤黄太海酱汤泡菜汤豆腐汤大酱汤等有机农尸骨饭桌都可以预约。
3303,星光国家版,江原道旌善郡뭇골路180-7,#江源道#春川#旅游地#片,033-591-0673,http://www.starnara.kr,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/BD0245_I_01.JPG&w=454&h=242,60000~700000元,可停车免费停车,每个单独的露台空间都设有温馨的旅游区并且设有室内烧烤场供游客享用。 篝火晚会让旅行更有韵味并送出特别的回忆。 民宿前流淌的清澈溪谷水让人心情舒畅并修建了可以观赏到各种野生花的散步路。
3304,睫毛膏,江原道旌善郡南面뭇골路180-10,#江源道#春川#旅游地#片,010-2367-2508,http://www.highsky.co.kr,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/BD0240_I_01.JPG&w=454&h=242,50000~150000韩元,可停车免费停车,民宿进退室时可在万等山站接取即使是游客也可以方便地利用这里。 在广阔的公用运动场上通过足球和棒球等多种运动可以留下美好的回忆。 位于民宿附近的High1度假村夏天可以滑雪冬天可以滑雪位于民宿正下方的超市可以方便地购买所需物品。
3305,森林城堡,江原道旌善郡南面武陵里741-6,#江源道#春川#旅游地#片,010-4589-0009,http://www.castlewood.kr,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/BD0238_I_01.JPG&w=454&h=242,56000~400000元,可停车免费停车,烧烤场由1层室内烧烤场和2层室外(屋顶露台)烧烤场组成。 全舱具有无线上网的魅力。 距离民宿约1公里宽阔的运动场上配有足球场篮球台足球场等设施因此也足以进行workshop及团结大会。 在民宿前的溪谷和露天游泳场可以玩水。
3306,草药散放,江原道旌善郡二十街195,#江源道#春川#旅游地#片,010-3666-6673,http://www.arirangs.co.kr,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/BD0222_I_03.JPG&w=454&h=242,70000~120000元,可停车免费停车,位于旌善郡北面。 准备了6个原木和黄土客室。 入住时间为下午2点退房时间为翌日11点。 宠物不得入内
3307,铁路自行车旅馆,江原道旌善郡芦楸山路597,#江源道#春川#旅游地#片,010-4912-5629,http://www.railbikepension.com,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/BD0220_I_01.JPG&w=454&h=242,1500000~300000韩元,可停车免费停车,位于旌善郡余粮面。离轨道自行车搭乘场2分钟车程有公共烧烤场草坪庭院和秋千拍照区等附带设施。 共有9间客房包括单间型套间型复式独栋型等多种形式。
3308,滤光片,江原道旌善郡芦楸山路七五四-2,#江源道#春川#旅游地#片,033-562-0606,http://blog.naver.com/jwsimm2002,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/BD0219_I_09.JPG&w=454&h=242,50000~150000韩元,可停车免费停车,位于旌善郡余粮面共有5间客房。 从9坪到15坪的规模可容纳2人到8人。 位于旌善铁路自行车附近想要使用自行车的顾客使用起来非常方便。 在客房里可以看到名为稚子之梦的自助餐厅。
3309,光东山high1 penction,江原道旌善郡 싸리실街85,#江源道#春川#旅游地#片,033-591-9213,http://www.high1pension.co.kr,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/BD0216_I_08.JPG&w=454&h=242,100000~200000元,可停车免费停车,位于旌善郡南面。共有5间客房。 这里有室内/室外烧烤场漫画书和可以玩板游戏的休息室有充满清凉溪水的露天游泳池。 民宿后面还有散步的路。
3310,蒙村维尔潘,江原道旌善郡汗峙街62-50,#江源道#春川#旅游地#片,033-563-1182,http://www.mcvill.co.kr,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/BD0215_I_04.JPG&w=454&h=242,60000~350000元,可停车免费停车,以2015年为基准整体外部装修与油漆裱糊等一并完成是更加干净舒适的产品。 围栏前流淌的溪边非常干净偶尔会看到水獭也在游泳。 这里兼备露天游泳池夏天可以玩水秋天可以在民宿直接观赏枫叶。 兼备宽敞的房间团体客人也可以使用。
3311,砂浆,江原道旌善郡松川路2-51,#江源道#春川#旅游地#片,033-562-6370,http://www.morebul.com,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/BD0213_I_01.JPG&w=454&h=242,80000~210000韩元,可停车免费停车,由最少2人最多6人的客房构成每个客房都是独栋客房。 每个房间的概念不同给人以童话般的感觉和可爱感觉价格在10万~23万韩元之间。 由于采用环保的木制工艺给人以更舒适更温暖的感觉。
3312,想停留的地方,江原道旌善郡芦楸山路1146-2,#江源道#春川#旅游地#片,033-563-9097,,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/BD0212_I_01.JPG&w=454&h=242,40000~120000韩元,可停车免费停车,位于旌善郡余粮面。提前联系的话可以提供接送服务是像家庭一样氛围的寄宿家庭。 由于离轨自行车非常近因此计划乘坐轨自行车的游客使用起来非常方便。
3313,道士谷休养林,江原道旌善郡道士谷街42-2,#江源道#春川#旅游地#片,033-560-3456,http://jsimc.or.kr,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/BD0207_I_08.JPG&w=454&h=242,300000~350000韩元,可停车免费停车,位于自然清净地区的沙北头位峰山脚位于头位峰的溪谷上是拥有圆木形态的房间和供家人一起享用的厨房设施和客厅的独立别墅型圆木屋。 共有15栋建筑可容纳4人至24人价格大约为3万至35万韩元。
3314,鸢尾花,江原道旌善郡南面武陵里739-4,#江源道#春川#旅游地#片,033-592-0098,http://www.irisp.co.kr,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/BD0206_I_08.JPG&w=454&h=242,48000~350000韩元,可停车免费停车,位于江原乐园和high1度假村附近的iris pention由3栋建筑组成客房面积从10坪到30坪不等。 提前预约可以使用SPA。 至少可以预约2人以上而且必须具备泳装(可以租赁泳衣)。
3315,月光粉饼,江原道旌善郡兴터街83,#江源道#春川#旅游地#片,033-563-3153,http://www.nestpention.com,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/BD0205_I_09.JPG&w=454&h=242,70000~120000元,可停车免费停车,地上2层主楼和分房的月光洞寄宿家庭旅馆是可以疗养和治愈的寄宿家庭。 客房内部整洁整洁内部设计也是最新式的方便使用。 周围有升川溪谷和铁路自行车5分钟距离晚上可以到户外享受烧烤。 在菜园里可以尽情地采摘有机蔬菜。
3316,雪花村妆前乳,江原道旌善郡雪花村路807,#江源道#春川#旅游地#片,033-562-0686,http://www.white-village.net,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/BD0204_I_02.JPG&w=454&h=242,100000~250000元,可停车免费停车,以家庭和团体为单位的寄宿家庭而闻名的旌善雪花村寄宿家庭是适合带着孩子参加家庭聚会的寄宿家庭。 这里有供所有人使用的游泳池和简易高尔夫球场还有孩子们喜欢的蹦床场是大家可以一起享受的地方。在露台可以享用烧烤还可以租用练歌房机器。
3317,火车组件,江原道旌善郡芦楸山路745,#江源道#春川#旅游地#片,033-563-1077,http://www.railbike.co.kr,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/BD0202_I_01.JPG&w=454&h=242,100000~1500000元,可停车免费停车,列车车厢改造成房间 是韩国铁路公司运营的旅馆 由有床的洋房和暖炕房的韩室组成与其他装饰不同不能烧烤或烹饪。 旁边就是村子物资的筹措没有困难。 其优点是周边景观。
3318,德威特里彭,江原道旌善郡芝长川路146-51,#江源道#春川#旅游地#片,010-6320-0760,http://www.dwitree.co.kr,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/BD0201_I_02.JPG&w=454&h=242,230000~530000元,可停车免费停车,这是位于旌善道士谷休养林附近的旌善的全维拉旅馆。 其外观特征令人联想起马尔代夫。 共由8栋楼组成提供芳香疗法露天浴池浪漫皮划艇等各种服务。 在民宿内经营的餐厅里出售意大利面和炸猪排。 餐厅后面有湖村可以坐上前往踏板的小船。
3319,星座,江原道旌善郡盐江路3507,#江源道#春川#旅游地#片,010-9307-6446,,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/BD0199_I_01.JPG&w=454&h=242,300000~50000元,可停车免费停车,星星装饰是旌善郡盐江路的装饰品外观华丽。 围栏前面是种树种田景色优美。楼前停车场齐全方便持车顾客使用。共有7间客房价格从3万韩元到5万韩元不等。
3320,阿拉利彭,江原道旌善郡鱼川路20,#江源道#春川#旅游地#片,033-563-5116,,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/BD0198_I_10.JPG&w=454&h=242,50000~90000元,可停车免费停车,旌善阿拉里旅馆后面是以五台山上元山下峰为背景特别是秋天枫叶染红后很漂亮的旅馆。 具备烧烤场练歌厅各种肉类和饮食可以现场提供。 可容纳5人到10人客房由5间组成有宽阔的草坪。
3321,加里王山故事,江原道旌善郡旌善邑清凉街14-13,#江源道#春川#旅游地#片,033-562-1665,http://www.mtvill.com,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/BD0197_I_01.JPG&w=454&h=242,70000~120000元,可停车免费停车,加里王山的故事位于加里王山自然休养林售票处对面的登山路入口处由观光农园组成。 家庭恋人团体等可以一起使用的寄宿公寓和黄土房等住宿设施已经准备就绪。 可容纳2人至16人价格从6万韩元至32万韩元不等。
3322,加里王山自然休养林,江原道旌善郡加里旺山路707,#江源道#春川#旅游地#片,033-562-5833,http://www.huyang.go.kr,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/BD0196_I_01.JPG&w=454&h=242,37000~120000韩元,可停车1500~5000韩元,加里王山自然休养林是通过国立自然休养管理所运营的。 此处将收取入场费和客房费如果预订客房后使用将免除入场费和停车费。 可容纳4人至25人价格在3万至10万韩元之间。 因为是国家运营所以残疾人或国家报勋对象地区居民等也有折扣优惠请参考。
3323,海卡斯度假村,江原道旌善郡high1街 202,#江源道#春川#观光地#度假村,033-560-7777,http://www.highcastle.co.kr,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/BB0028_I_01.JPG&w=454&h=242,78300~145200韩元,可停车免费停车,为缓解旅行疲劳的喀什桑拿浴和在江原道清净自然风景秀丽的地方用餐的喀什餐厅旅游增添乐趣的练歌房和乒乓球场等附带设施。 一天到晚在民宿里也是有很多看点和美食的地方。
3324,梅希尔斯度假村,江原道旌善郡物汗里路8,#江源道#春川#观光地#度假村,033-590-1000,http://www.mayhills.co.kr,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/BB0022_I_02.JPG&w=454&h=242,60000~140000元,可停车免费停车,周围环绕着四季都能尽情享受多种美感的自然和观光景点周围有赌场和欧式溪谷型tm钥匙场可感受刺激感。 共有541间客房备有5种类型。 可以容纳4人至7人如果使用网络价格会更低廉。
3325,天空酒店,江原道旌善郡舍北一街39,#江原道#春川#观光地#酒店,033-592-1900,,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/BA0092_I_01.JPG&w=454&h=242,40000~150000韩元,可停车免费停车,这是太白规模最大的酒店共5层拥有170间客房。 客房分为床型和火炕型是标准和豪华大小的客房共有4种客房。 公寓以公寓形式简洁干练拥有可停放200辆以上车辆的宽敞停车位还提供早餐提供服务。
3326,海谷酒店,江原道旌善郡古汗邑古汗路28-1,#江原道#春川#观光地#酒店,033-592-2003,http://www.highvalley.kr,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/BA0076_I_01.JPG&w=454&h=242,40000~150000韩元,可停车免费停车,位于白头大干中心的咸白山山脚海拔700M与附近的滑雪场和高尔夫球场也密不可分。 高寒正岩寺的赤灭宝宫和413号宝物——水马老塔天然纪念物73号的热木鱼栖息地所在地。 酒店以欧洲风格的精致美丽的外部和含白山的野生花为主题拥有亲近自然的客房。 以和自己家一样的舒适为座右铭的酒店可以享受舒适感。
3327,海兰饭店,江原道旌善郡古汗邑古汗路二六,#江原道#春川#观光地#酒店,033-591-3500,http://www.hi-landhotel.co.kr,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/BA0075_I_02.JPG&w=454&h=242,40000~400000元,可停车免费停车,在沙北拥有出色的设施和最高级装修的客房并提供停车场的巴勒特服务。 酒店距离周边滑雪场最近距离赌场和高尔夫球场也只有5分钟距离因此四季都是家庭型综合度假村。 全车厢采用光缆网络电脑设备和大型壁挂式电视灯聚焦娱乐提供舒适服务。
3328,ace家族观光酒店,江原道旌善郡古汗邑海原街519,#江原道#春川#观光地#酒店,033-591-9800,http://www.acehotel.kr,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/BA0073_I_10.JPG&w=454&h=242,50000~200000元,可停车免费停车,位于旌善郡高寒邑的ace家族观光酒店以可以入住20人的公寓式公寓形式准备。 价格是4万~28万韩元。 公寓的特点是公寓式客房可以做饭其他客房只能在共同取舍场才能做饭。
3329,江原乐园会议酒店,江原道旌善郡high1街265,#江原道#春川#观光地#酒店,1588-7789,http://www.high1.com,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/BA0072_I_01.JPG&w=454&h=242,320000~850000元,可停车免费停车,位于旌善郡舍北的会议酒店是以提供四面玻璃的one stop service为重点的新概念功能性酒店是可轻松接触酒店相关信息的系统。 共有250间客房从套房到休息室各种各样可随意选择酒店内的餐厅宴会厅活动厅惠特尼斯SPA桑拿浴商务中心等一切都在内部方便解决。
3330,明星酒店,江原道旌善郡舍北一街27,#江原道#春川#观光地#酒店,033-592-2500,http://www.istarhotel.com,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/BA0071_I_01.JPG&w=454&h=242,40000~150000韩元,可停车免费停车,位于旌善郡沙北的明星酒店拥有干净整洁的设施拥有套房豪华型渣打银行等众多客房和各种客房。 另外客房费用大约为4~15万韩元。 附带设施有休息室2楼是酒吧。 另外屏幕高尔夫球场也在运营中。
3331,江原land酒店,江原道旌善郡high1街265,#江原道#春川#观光地#酒店,1588-7789,http://www.high1.com,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/BA0070_I_01.JPG&w=454&h=242,300000~4800000元,可停车免费停车,江原乐园酒店是隶属于high1度假村的设施不仅是高尔夫滑雪现在正在进行水上公园施工今后将成为四季都可以使用的度假村。 江原land酒店存在Gagino和游泳池与其他酒店和酒店在价格和室内室内室内装修展望等方面存在差异。
