指数,名,地址,#标签,电话号码,网站,小时/休息日,图片,入场费,停车设施,介绍
3189,奥努格斯特豪斯,济州特别自治道济州市涯月邑涯月里2147-6,,010-5234-3614,,全年无休,https://api.visitjeju.net/photomng/imgpath/201804/30/45402319-3756-41cb-830c-1d2f2d94a294.jpg,,,像去哥哥姐姐家玩一样自由奔放的招待所onugest house取自认识的哥哥的姐姐的字意思是希望来到gust house的访客能像哥哥一样好好。一楼是女子橡树男式富丽一人间双人间三人间共五间客房二楼出售酒类和下酒菜。卫生间和淋浴间都是公用的如果需要清洗只需支付额外费用即可使用。禁止通行的时间和熄灯时间没有特别规定每天晚上只要规定人数聚集就会举行聚会。​​​​​​​​​​​​​​​​​​​​​​​​​
3190,奥朗杰利彭,济州岛西归浦市法还上路2号路58,,064-739-5872,,,https://api.visitjeju.net/photomng/imgpath/201804/30/f8ee7dd4-936c-4c6c-b014-2e990f36f418.jpg,,,这里有干净的酒店式床上用品和美味的早餐免费摘桔子体验。附带设施有高尔夫练习场具备高尔夫球和高尔夫球杆因此没有什么特别的准备。周边景点有众多铁索깍黄雨池海岸天地渊瀑布登济州等美丽的自然景观。​
3191,橙树酒店,济州岛济州市观德路8路7-12,,064-755-8688 (1899-4233),,,https://api.visitjeju.net/photomng/imgpath/201804/30/fd580552-31fa-4628-8db9-600562b457cb.jpg,,,位于兼备酒店和咖啡厅的独特空间文化和历史济州市心脏地带是济州国际机场渡轮码头体验传统水产市场美食的最佳交通地。客房从1人间到4人间不等还设有餐厅宴会厅咖啡厅。橙树酒店的棕色内饰更显沉稳高贵。位于东门市场附近还设有咖啡厅。
3192,橙色,济州岛济州市涯月邑水山里 1239-1,,064-745-1991,,,https://api.visitjeju.net/photomng/imgpath/201804/30/adfab69f-5a9a-4c40-8b03-88ae0df2b27d.jpg,,,距离济州机场30分钟是能够感受到海岸线美丽的涯月的宿舍。露天烧烤场室外电影院异国庭院等附带设施一应俱全周边有涯月海岸道路二湖海水浴场郭池海水浴场偶来16路线等济州东部圈观光景点非常方便。
3193,火山口,济州特别自治道济州市旧左邑细花里 1758-41,,010-7757-2701,,,https://api.visitjeju.net/photomng/imgpath/201804/30/8be8bdd6-80c9-4d77-8fe4-686b099aee94.jpg,,,提供免费升腾旅游丰盛韩食早餐舒缓美容服务带来温馨乡村感受的客栈。适合需要休息和治愈的旅行者使用的客栈可感受温暖感情。访问论坛http://cafe.naver.com/jjgst请确认使用者的后记。​​​​
3194,海洋公园,济州特别自治道济州市旧左邑中山间东路2231,,010-7679-4989,,,https://api.visitjeju.net/photomng/imgpath/201804/30/17bd292b-7816-4cfa-b4e3-16176c04aec2.jpg,,,在机场40分钟左右就能欣赏到客栈的风景。还准备了自行车免费向客人出租免费为游客提供车辆使用和导游服务。二楼设有可以做简单料理的厨房和休息区。游览济州东部地区非常方便周边有唐升阿布升东居门龙眼升丹青升等。
3195,升天,济州岛济州市朝天邑校来里11-4,,010-6599-3344,,,https://api.visitjeju.net/photomng/imgpath/201804/30/9f1056e5-68ca-4858-b9c0-eaa33ceea61f.jpg,,,餐厅专门经营白淑鸡汤可容纳70人以上。可以租赁练歌房机器还可以在广阔的草坪上踢足球。​
3196,奥维杜斯,济州岛济州市涯月邑新严里2847-1,,064-799-2900,,,https://api.visitjeju.net/photomng/imgpath/201804/30/a7426a54-7e2a-4026-9443-7352e8080127.jpg,,,位于为恋人和小家人准备的海边前山坡上距离机场15分钟路程非常方便。附带设施有小卖部韩餐厅露天烧烤场海边偶来路等。周边设施有天然游泳场龙泉水夜店休息所超市生鱼片店等。​​​​​​​​​
3197,奥维尔豪斯,济州特别自治道西归浦市南元邑公荐浦路一一号街,,070-7722-0816,,,https://api.visitjeju.net/photomng/imgpath/201804/30/5b716072-6310-4d65-9f82-f15fe8005886.jpg,,,旅馆式招待所是家庭及小规模团体组女性游客住宿的便利性设施及厨房设施。另外周边有铁索和偶来路6号路线的起点宿舍前的围墙路相当于偶来路5号路线因此深受偶来游客的欢迎。在客舱内可以欣赏到美丽的大海全景在晴朗的天气里还可以观赏到汉拿山山顶。​
3198,奥申格兰酒店 (咸德),济州特别自治道济州市朝天邑咸德里1252-55,,064-783-0007,,,https://api.visitjeju.net/photomng/imgpath/201804/30/47f3304b-50f7-455f-a414-459ccd42cb1f.jpg,,,在客房内可以眺望到咸德海水浴场和西牛峰海边的涨潮和退潮的海洋乐园酒店。在客房内可以看到蔚蓝的大海和宽阔的沙滩的海洋格兰德酒店是一座现代化设施齐全致力于为住宿游客提供舒适愉快旅程的服务和精心准备的旅游一级酒店。​​​​​
3199,海洋天空,济州岛济州市旧左邑杏源里3433-1,,010-5044-2626,,,https://api.visitjeju.net/photomng/imgpath/201804/30/3748b733-ff8f-4de7-8739-34a229776bb4.jpg,,,OceanSky是国内唯一的私人别墅型寄宿小区每家200多坪的土地上都设计了坚固美丽的休息空间。 充足的绿地和充足的空间是我们海洋的骄傲是生活在天然中心的别墅。
3200,海洋树,济州特别自治道西归浦市江汀洞 702-2,,064-739-1239,,,https://api.visitjeju.net/photomng/imgpath/201804/30/c40568eb-d94c-4611-93dd-8204300daa26.jpg,,,附近有西归浦世界杯体育场泛岛法还浦口与西归浦市内的中文观光园区也很近非常方便。有跳水体验项目同时预约跳水和寄宿家庭的话客房费优惠。
3201,Ocean House,济州特别自治道西归浦市安德面沙溪南路二一六号街,,064-794-4541,,,https://api.visitjeju.net/photomng/imgpath/201804/30/6c80c410-2296-4260-a378-247b5ae43e04.jpg,,,美丽的树木和宽阔的草坪庭院也把土地整理成阶梯式并装饰了宽阔的装饰台散发着异国风情。​
3202,Osy Roc献笔,济州特别自治道济州市翰林邑金陵里1470-2,,070-8885-7484,,全年无休,https://api.visitjeju.net/photomng/imgpath/201804/30/a846e2d9-248d-4d52-9d83-f33ba3de5976.jpg,,,可以欣赏如画风景的地方是五时绿轩祭祖语意为幽静的五时绿轩是金陵村内的独栋旅馆距离金陵海边3分钟路程。由晨曦美丽主题的欧诗绿轩AM和酷似黑夜主题的欧诗绿轩PM两建筑组成。欧诗绿轩AM以建筑前宽草坪和阳光照射的宽窗为特征由两个露台和两个房间两个卫生间组成。Osy Rockh轩 PM的特点是可以近距离欣赏看似是通唱的济州大海。室内为复式结构一楼是厨房兼客厅二楼有两间卧室和卫生间。奥西绿轩位于济州岛西边的海边可以观赏到济州岛的日落景色。​​​​​​​​​​​​​​​​​
3203,奥乔里337招待所,济州特别自治道西归浦市城山邑吾照里337,,010-6596-5337,,费用:每人20000元,https://api.visitjeju.net/photomng/imgpath/201810/15/8bd6aa3d-325a-431a-b60b-9a0feb0e4c24.jpg,,,
3204,Ojoribnb,济州特别自治道西归浦市城山邑吾照里117,,,,,https://api.visitjeju.net/photomng/imgpath/201804/30/25f53223-a794-4a71-8d2b-9af6dbe007b9.jpg,,,和热爱城山日出峰日出的人们一起在温暖的卧室里看到的五鸟里bnb 一天的太阳在城山浦升起之前最先停留在此处的村庄五鸟里!在济州岛五鸟里bnb是五鸟里映照我的村庄因此这里非常有济州味。在这里海和风融合在一起与自然融为一体的五鸟里bnb将像村庄的名字一样为您带来在大自然中照亮我的真正时间和余裕。能够感受到独特感觉的9个不同概念的客房和蕴含着济州的宽阔窗户最先迎接美丽的济州早晨吧。每个季节都那样看着每时每刻都画着不同风景的窗户暂时放下日常的我拥有在大自然中照耀我的时间吧。为了让这些时间成为重大意义bnb将一起进行。奥乔里bnb准备和大家在一起。极光bnb精心准备的美味新鲜的早餐和如画般的风景配上香浓的咖啡香还有风中独一无二的极光咖啡厅。周边景点有城山日出峰和牛岛涉智柯吉&amp信阳海水浴场韩华水族馆等非常适合一起观赏。​​​
3205,下午6点,济州特别自治道济州市涯月邑郭支里1622-41,,010-3342-4940,,,https://api.visitjeju.net/photomng/imgpath/201904/03/24db0674-8fca-4c2e-bc6f-5f6d91c4ec28.jpg,,,
3206,玉色的海洋民宿,济州特别自治道济州市旧左邑金宁路一七路28-1,,(+82)-782-3336,,,https://api.visitjeju.net/photomng/imgpath/201804/30/4f1b2a5a-3ef6-4739-b0e9-27461e9ce505.jpg,,,如果使用具有出色背景的优雅的民宿和自驾游可以前往移民公路国道1132号金宁浦口。如果乘坐大众交通工具在金宁东城饭店下车后步行5分钟即可到达。靠近偶来路20路线沿着石墙路走就能找到。建筑由白底红柱组成很容易找到。客房全部改用扁柏木水管里还安装了六角水。客房内部备有冰箱抽屉晾衣架桌椅2个被子和枕头基本沐浴用品。兰达配有桌椅庭院内设有烧烤设施和遮阳伞。如果需要附近购买的物品超市也离我们很近。​​​​​​​​
3207,奥莱观光酒店,济州特别自治道济州市三徒一洞580-31,,064-723-2727,,,https://api.visitjeju.net/photomng/imgpath/201804/30/ff9b93da-587f-43fb-a3ba-768d07e04a2d.jpg,,,距离济州机场10分钟车程的Olle观光酒店有标准双人间和家庭双人间最大可容纳2人4人。所有客房均可免费WIFI客房内的备品等全部免费。酒店周边有济州市外公交站方便市内外公共交通出行。此外这里靠近医院便利店济州市内的繁华街道交通便利。周边观光地有记录济州历史的三圣穴观德亭等。​​​​​​​​​​​​​​​​​​​​​​​​​
3208,奥莱斯泰,济州特别自治道西归浦市西归洞316-1,,064-762-2177,,,https://api.visitjeju.net/photomng/imgpath/201804/30/290dc45c-8dd6-4f71-a1b3-39a5992fdd24.jpg,,,济州偶来旅行中心是济州旅行者的大本营。1楼由专为旅行者准备的清净济州饭庄&咖啡屋少女磨坊X济州偶来组成。另外2楼是济州偶来事务局3楼的欧莱士泰。Olle Stayolestai是以空和治愈为主题只注重休息的宿舍。和努力行走多看一样好好休息也很重要。 所以准备了在整洁整洁的房间布匹店搭配的有手感好的床上用品独立性保障的床大个人淋浴展台和14名用品及作家的作品14个访问是旅行的感动和回忆。
3209,奥勒约度假村,济州岛西归浦市江汀洞 2498-3,,064-739-8558,,,https://api.visitjeju.net/photomng/imgpath/201804/30/499d4a0e-4f98-4e3b-858c-67498dd9cd2c.jpg,,,位于济州偶来7路线的度假村!度假村一楼的售楼处设有两台公用电脑非常方便。在前客室可以眺望大海度假村内设有盆栽庭院。度假村入住时间为15:00起退房时间为旺季11:00淡季12:00。各客房发生超员时每人收取额外费用。​​
3210,奥莱布罗旺斯,济州特别自治道济州市涯月邑光令平和二街170-23,,064-799-6773,,,https://api.visitjeju.net/photomng/imgpath/201804/30/0f26d4b4-90a4-4c8b-9b2a-9e3fe6c10bd5.jpg,,,可爱又可爱的香氛 Olephrovence。五颜六色的色彩让一目了然的建筑与自然融为一体给人留下美好的记忆。客房名称也是用济州语和花来命名的给人一种温馨的感觉。客房里的家具都是由设计家具环保木材制成既干净又时尚。​
3211,奥莱海圆珠笔,济州岛济州市涯月邑光令里 2812-2,,064-745-5544,,,https://api.visitjeju.net/photomng/imgpath/201804/30/5d2e9d43-db3a-4268-9727-41e9718a6765.gif,,,民宿附近有海水浴场和高尔夫球场距离机场只有15~20分钟是面向大海的独栋民宿。配有烧烤场高尔夫练习场等附属设施。​​
3212,奥利苏彭森,济州岛西归浦市中文路5号街,,064-738-0340,,,https://api.visitjeju.net/photomng/imgpath/201804/30/3ab675bb-0c04-4d7f-babf-88d76665f86e.jpg,,,超市或多个便利设施密集非常方便步行10分钟就能到达中英文旅游区。与中文旅游区距离较近游客可在此享受如美地植物园泰迪熊博物馆等多种景点。附带设施有烧烤场旁边就是柑橘园。
3213,瓦拉克招待所,济州特别自治道济州市旧左邑坪垈里3346-10,,010-6347-9777,,,https://api.visitjeju.net/photomng/imgpath/201804/30/62cae4dd-deb2-420c-90a3-6d2e314ef37b.jpg,,,瓦拉克招待所是位于济州东侧旧左邑和细花里边界的舒适安静的招待所。这里有4人多厅2人室情侣室暖炕房等多种房间。 其结构是大海尽收眼底的复式客厅和充满书籍的阁楼。没有招待所举办的派对23点以后小灯就完成了适合那些安静休息的人。奥勒20路线21路线世华油场海女博物馆世华海边的贝龙长灯处于可徒步移动的位置。牛岛维萨林月亭里达朗西姆龙眼峰莱莱拜克明治兰城山日出峰万丈窟等距离20分钟车程非常方便旅行。​​
3214,外岛民宿,济州市月台3路14-6(旧地址:济州市外岛2洞313-1号),,010-6798-0125,,,https://api.visitjeju.net/photomng/imgpath/201804/30/9d248fb9-be8c-4365-b7fa-ba1cc9766f8d.jpg,,,早晚可以看到美丽的大海风景的民宿客室门可打开看到开阔的大海前景的酒店从机场沿着龙头岩海岸公路15分钟就能到达交通非常便利。多种文化空间融合在一起在可以找到梦想成为好地方的大海独有的舒适浪漫的地方——海洋民宿中可以尽情地陶醉于济州大海之中。
3215,乌多诺尔之爱,济州特别自治道济州市牛岛面牛岛海岸街408,,064-783-0600,,,https://api.visitjeju.net/photomng/imgpath/201804/30/efd05d02-8a53-47da-92f2-fa10c662b3c6.jpg,,,各室均设有可简单炊事的厨房各室另设淋浴设施并设有公寓式公寓。 外边有烧烤的空间。 如前面在海边出现水渍可采集海螺花蟹龟手삿贝壳等。
3216,牛岛休息区,济州特别自治道济州市牛岛面延坪里1750-7,,010-9866-0185,,,https://api.visitjeju.net/photomng/imgpath/201804/30/a2f35875-cb79-4b2b-9c20-03265ce9e29f.jpg,,,阁楼内备有可准备客厅和食物的厨房和冰箱浴室卫生间前院还设有可以简单举行烧烤派对的烧烤设施。
3217,牛岛潜水度假村,济州特别自治道济州市牛岛面牛岛海岸街1128,,064-784-5956,,,https://api.visitjeju.net/photomng/imgpath/201804/30/6186f9be-7692-4e0f-9670-69917e27ece5.jpg,,,拥有Risense的人每瓶氧气5万韩元初学者们包括培训费在内只需9万韩元。
3218,乌多奥莱彭,济州特别自治道济州市牛岛面田屹街42,,064-783-0995,,,https://api.visitjeju.net/photomng/imgpath/201804/30/9605e3ec-d38a-4ab4-aa5b-3b9650172ec0.jpg,,,位于牛岛著名建筑踏达尼塔海边附近的牛岛偶来奔腾。位于岛中岛屿牛岛的民宿附近是西滨白沙。 牛岛峰黑 검海边等很多旅游胜地。延博时不为您提供客房清洁服务。标准人员初加时为10000韩元未入学儿童陪同时床品附加费为10000韩元。​​​​​​​​​
3219,Woori durigust house,济州特别自治道西归浦市表善面表善里2390-2,,010-2616-1822,,,https://api.visitjeju.net/photomng/imgpath/201804/30/1f39d478-91a6-41b1-9839-4dedfa71f08d.jpg,,,- 超过标准人员费用:每人20000元/瓶三多水/无电视敬请参考。-每天晚上8点都会举行令人兴奋的免费米酒派对。应该把一起分享的食物带过来。​​
3220,我们的希望 招待所,济州市朝天邑新兴里487,# 安全认证宿舍,010-3915-5836,,,https://api.visitjeju.net/photomng/imgpath/201804/30/a28c0055-ad40-4365-b870-dedd0a448223.jpg,,,我们的希望旅馆距离咸德海水浴场5分钟车程距离偶来旗19号路线3分钟车程。距离咸德高中公交车站或忠魂墓地汽车站步行5分钟。由于是新建建筑干净整洁空调和暖气设施十分齐全每个房间都设有私人卫生间和淋浴设施还配有额外的公用淋浴设施。没有派对是适合舒适休息或治愈的客栈。从房间打开窗户可以看到新兴海水浴场登上屋顶可以看到汉拿山和新兴里村庄。​​
3221,乌金泉,济州市朝天邑牛津路38-10,,,,入住13:00 退房11:00,https://api.visitjeju.net/photomng/imgpath/201804/30/e258979a-0150-4b6e-afe3-bd0dd6fb473f.jpg,,,朝天邑有三五天大的瓦赫里。 屹在济州方言中是深林的意思所以幽谷是深林的意思。在拥有熔岩洞窟班杜窟和4.3抗争遗址拉姆萨尔湿地东柏洞山等多种生态文化资源的仙屹里牛津洞首次开设了为游客准备的宿舍。请你在安静幽静的牛尘泉享受真正的yolo life。设备:由空调电视冰箱洗衣机(公用)微波炉压力锅餐具类咖啡壶吹风机洗漱用具无线网络配套设施:屋顶烧烤设施停车场万维。​​
3222,月龄居士,济州市翰林邑月岭三路29 2楼(月岭里348-2号2楼),,010-9772-5699,,,https://api.visitjeju.net/photomng/imgpath/201804/30/5333855e-63c1-48a9-b3a8-ca672aea5b20.jpg,,,熄灯时间凌晨01:00:熄灯后不得外出敬请无误。​​
3223,月精疏朗,济州特别自治道济州市旧左邑月亭里 694-1,,010-5150-2767,,入室:16:00退房:10:30,https://api.visitjeju.net/photomng/imgpath/201804/30/902d208d-46a7-4f99-9a5a-d0f10826d017.jpg,,,在满是小浪的独栋公寓中像自己的家一样尽情地生活一天吧月亭小浪中的小浪用济州岛方言表示爱距离月亭里海边徒步3分钟的距离。月亭小郎意为充满爱的寄宿家庭拥有独栋2栋建筑。月亭小廊1号是一栋拥有一个房间客厅和宽敞院子的建筑。在可用作客厅兼厨房的空间里可以做饭卧室里分别准备了2个Queen床垫。月亭小廊2号比1号更宽敞。两个房间分别铺有床和宽敞的床垫还有分离型卫生间。​​
3224,月度通胀,济州特别自治道济州市旧左邑月亭里 465-1,# 安全认证宿舍,010-8731-5206,,,https://api.visitjeju.net/photomng/imgpath/201811/02/22ca7a66-fe9b-452f-9725-6ae16f748a21.jpg,,,济州特别自治道旧左邑月亭一街54-34(月亭里465-1 号)月亭海岸道路(月亭里咖啡街)与邮路步行1-2 分钟可使用4 人(最多6 )  附带设施 情侣浴缸120英寸大型UHD beam project(大型画面可欣赏电影茶杯)烤面包+咖啡壶 50英寸智能茶杯 nespres咖啡机
3225,健康度假村,济州特别自治道西归浦市离於岛路297,,064-738-4000,,,https://api.visitjeju.net/photomng/imgpath/201804/30/b204d1ad-a20a-480c-b038-9e63c78c7eab.jpg,,,具备游泳馆桑拿浴室会议室等附属设施的Well-Campwell度假村以美丽的庭院和风景为背景具备了宴会厅韩餐厅咖啡厅桑拿浴户外游泳池烧烤场便利店等附属。客房由卧室兼客厅厨房浴室的一居室式标准间[10坪型]和豪华间[15~20坪型]套房[25~28坪型]等房在Well度假村周围有能够一览包括韩国式庭院在内的世界庭院的如美地植物园1.75公里的柱状节理俗称真谋杀[长白沙滩]的中文海水浴场等。虽然是住宿设施但这里还被用作举行与社会文化相关的研讨会的场所。另外Well度假村位于Olle 7路线的终点和8路线的起点因此从2011年开始将几个客房转换成为Olle工作人员准备的招待所并对外开放。​​
3226,健康之家,济州特别自治道济州市涯月邑新严里2919-2,,010-7399-7420,,,https://api.visitjeju.net/photomng/imgpath/201804/30/17962f9e-34b4-4b94-8362-4e210addfecf.jpg,,,这是济州岛为极少的两个家庭或三个家庭进行家庭旅行而准备的独彩活动。由日本产陶瓷和高级木材组成配有2间客房5坪空间的阁楼和1名成人或2名小孩可使用的迷你房间。7~8月可以使用生成植物杀菌素的HINOKI迷你游泳池。围栏独栋朝南东西南北窗终日阳光静止。还可以在偶来路16号路线附近散步。
3227,维米莫鲁瓦,济州特别自治道西归浦市南元邑为美里3306-3,# 安全认证宿舍,064-764-7330,,,https://api.visitjeju.net/photomng/imgpath/201810/26/f5a274a9-78cb-40de-bdb9-44e0149fb453.jpg,,,weme 摩鲁瓦你我我们大家的摩鲁瓦巴当石廊四间单间客房。济州岛蔚蓝的大海和汉拿山高气爽的风景和喷吐植物的扁柏床清洁的床上用品冷暖房以及其他家电产品和草房系统可长时间保持舒适。这里是第2018-1号济州道指定农渔村民宿安全认证指定企业。~^^
3228,防风,济州特别自治道西归浦市大浦联队路50 (大浦洞),,064-739-9075,,,https://api.visitjeju.net/photomng/imgpath/201804/30/3d761947-f888-4840-8dda-1a5cd23e7e18.jpg,,,靠近济州观光1号的中文观光园区乘坐电梯登上屋顶眼前展现的是令人心惊胆战的风和开阔的汉拿山。 可以看到大海的客房可以看到济州会议和非洲博物馆的客房设有双子座家庭客房海洋风景是先到先得。
3229,独角戏,济州岛西归浦市安德面沙溪里2082-1,,064-792-1116,,,https://api.visitjeju.net/photomng/imgpath/201804/30/5f950283-14e4-41cf-9694-26587b5dc513.jpg,,,可以游览山房山山房山炭山温泉等附近山房山观光地的最佳条件宿舍
3230,联合酒店制酒,济州特别自治道济州市涯月邑涯月海岸道路656,,064-741-5001,,,https://api.visitjeju.net/photomng/imgpath/201804/30/9c9a388b-ade5-46d9-a705-4920cb6bfb35.gif,,,立式山景只能销售包括早餐在内的商品。 入室日为准幼儿床垫剩余时免费代用(额外枕具类除外)
3231,欧洲屋,济州岛西归浦市法还洞 1523-1,,064-739-2522,,,https://api.visitjeju.net/photomng/imgpath/201804/30/2a8cd153-efc9-4867-a0b2-0eba206503d6.jpg,,,位于西归浦市法还洞预计是前客室海域。窗外是济州大海的绿色风景和泛岛文岛鸟岛。可以进行烧烤派对和篝火客岩钓鱼。
3232,犹他酒店,济州特别自治道济州市朝天邑咸德里 1269-9,,064-780-9311,,,https://api.visitjeju.net/photomng/imgpath/201804/30/d8e9ba6f-3192-4234-8b4a-45ca72d77ded.jpg,,,济州佑塔酒店位于济州市咸德海水浴场正前方祖母绿的大海和白沙地相映成趣周边旅游胜地有奥莱19路西牛峰海边。地下 2 层~地上 9 层共 290 间兼备可满足顾客需求的客房构成咖啡馆餐厅餐厅便利店等高水平的便利设施。​​​​​​​​​
3233,二公一三居,济州岛西归浦市安德面和顺文化路22号路17号,,010-8987-5280,,全年无休,https://api.visitjeju.net/photomng/imgpath/201804/30/ce95b3bb-3adf-4c59-8753-d7c5c0307a96.jpg,,,靠近民宿周边的观光地有山房山环路龙头海岸偶来10路线和顺串子曰。民宿1楼公用空间内准备了面包和果汁可自由享用(洗发露沐浴露牙膏等基本用品)
3234,伊迪瓦恩,济州特别自治道济州市老衡洞96,,010-5636-0796,,,https://api.visitjeju.net/photomng/imgpath/201804/30/e38485a6-0845-459e-8126-490706bba597.jpg,,,伊迪wan位于集济州市内的中心路从城市中心感受树林从温馨精致的装修中可以看到主人的手艺距离机场只有15分钟车程。周边有汉拿树木园步行3分钟就能到达汉拿山国立公园的永室路线。伊迪瓦恩是独栋民房只租一套房子.每套住房可住宿的人数是7人。该建筑为三层建筑由三居室厨房浴室组成设有4张单人床透过窗户可以看到松树林在城市中可以看到树林。易地wan还举行小型的攻防战在宿舍内部的各处都可以看到主人亲手制作的好作品。​​​​​​​​
3235,装模作样,济州特别自治道西归浦市安德面沙溪里1007-5,,064-792-7171,,,https://api.visitjeju.net/photomng/imgpath/201804/30/4a069be0-aaa0-45c9-a755-6bd175f514e8.jpg,,,位于单独住宅家人之间可以感受到济州的集济州西归浦市安德面沙溪里的伊迪萨拉可以游览奥莱10路线。与山房山相隔3分钟车程沿着山房山向南走5分钟松岳山就映入眼帘。共由8栋楼组成每栋楼都有烧烤场。30坪是最大的坪数由客厅厨房厨房两个卫生间组成最多可使用9人。其次是19坪和30坪一样的单独别墅型结构最多可容纳5人入室。15坪是复式结构2楼有床最多可以使用4人。出门后这里有一片宽阔的草坪院子可以和家人一起度假。​​​​​​​​​​​​​​​​​
3236,二路制酒,济州特别自治道西归浦市安德面仓川里949-1,,064-738-3816,,,https://api.visitjeju.net/photomng/imgpath/201804/30/2c800a93-f184-4731-919c-fbc92d017292.png,,,IRO Jeju是位于大坪里的旅馆距离朴寿基亭5分钟步行距离安德溪谷龙头海岸山房窟寺15分钟车程。每个客房都有系统空调和单独露台并提供烧烤设施。 ​​​ ​
3237,整流罩,济州特别自治道西归浦市一周西路四三号街,,064-739-5775,,,https://api.visitjeju.net/photomng/imgpath/201804/30/1ffcca72-d536-4e7a-8bf1-6d4fc63e80ca.jpg,,,安静幽静适合与家人朋友恋人一起休息的地方附近有西归浦世界杯体育场泛岛法还浦口距离西归浦市内的中文观光园区也很近。附近的旅游胜地有世利世界济州偶来路7号路线济州dave等。​​
3238,姨母和叔叔家,济州特别自治道济州市旧左邑金宁里1421-1,,010-9081-4181,,全年无休,https://api.visitjeju.net/photomng/imgpath/201804/30/59dba0d4-d046-4698-aae7-31bb49d1e5df.jpg,,,位于金宁海水浴场附近的干净安静的招待所。 地质主题宿舍Geoho House 8 号店建成了济州神石故事的装饰室。济州传统房屋石屋改造而成虽然朴素但具有亲切的魅力。 入口天花板上露出的 서给人以凉爽仿佛回到故乡一般的情趣。由橡子和暖房家庭室等构成以家庭为单位的游客较多。 周边值得一去的地方有金宁海水浴场和巨文岳(熔岩洞窟系)等。​​​
3239,伊涅格斯特豪斯,济州特别自治道济州市涯月邑涯月里2501-4,# 安全认证宿舍,,,入室:16:00 ~ 22:00 / 退房: 10:00 早餐时间: 08:30 ~ 09:30,https://api.visitjeju.net/photomng/imgpath/201804/30/dddda759-4557-48a2-ada1-b824047fa82a.jpg,,,位于闲谈散步路春天咖啡厅吉迪咖啡厅梦境等步行5分钟内同时运营咖啡厅和招待所。入室:16:00~22:00 / 退房: 10:00 (入室晚点需提前联系)- 早餐时间: 08:30 ~ 09:30- 客房内及楼内有禁烟短信预约咨询。&lt客房信息&gt白色客房标准2人/最大4人房间2人卫生间2人房间2人标准/最大3人房间2人房间2人房间2人房间2人房间2人房间
3240,漂亮地唱歌和动作,济州特别自治道济州市翰林邑挟才路68-5,,064-796-8120,,全年无休,https://api.visitjeju.net/photomng/imgpath/201804/30/088a9f9f-7642-4676-b004-34334de67c97.jpg,,,位于协才海水浴场附近的漂亮地唱歌民宿是温馨气氛的木制住宅是可以安静休息的住宿设施。草坪花园和充满情趣的全景带来的舒适感可以帮助你暂时放下日常的包袱。这里有8坪15坪大小的单间和35坪的独栋客房并配有各种炊事用具和厨房。周边观光地有峡灾海边金陵海边飞羊岛车贵岛水月峰地势低洼的文化艺术家村新星岳等从济州国际机场乘车需要40分钟。​​ ​​
3241,李安宰,济州特别自治道济州市旧左邑终达里 909,# 安全认证宿舍,064-783-3841,,入住退房可根据预约情况变动,https://api.visitjeju.net/photomng/imgpath/201811/19/009a3a1f-71f5-4581-8c49-c44cc9b79c7c.jpg,,,3代传承下来的济州旧居没有不便之处。 沿着偶来路进入济州东端村钟达里村中间有正囊的房子就能看到济州200年的老房子李安宰。
3242,故事单间,济州市旧左邑钟达里1407,,010-3615-3766,,全年无休,https://api.visitjeju.net/photomng/imgpath/201804/30/846bc65e-a2ef-48a1-a73e-f6a9298cc7a4.jpg,,,济州岛民宿Olle 21路线的中间位置也是展现能直接看到下岛海水浴场的海洋风景的单独房间。
3243,耳机,济州特别自治道济州市道头一洞 2617-3,,064-711-2144,,,https://api.visitjeju.net/photomng/imgpath/201804/30/3d78377d-b058-4ced-83d8-b89cdcb61e23.jpg,,,济州市龙头岩和二湖海水浴场近在咫尺体验神秘道路偶来路16路线近在咫尺为各位观光旅游提供便利敬请亲切引导为您解除城市累积的疲劳。
3244,Ezymaru&Zambi,济州特别自治道济州市旧左邑月亭里583-1,,070-8900-8300,,全年无休,https://api.visitjeju.net/photomng/imgpath/201804/30/1309e60a-1883-455a-96bf-8e944122692a.jpg,,,品尝到独特的木瓜和米苏拉门在温暖的宿舍里甜蜜地睡着的是位于胡同里的店铺或是干净干练的日本罗门店。店内有5-6张桌子由开放式厨房组成感觉像是去过弘大的美食店。最受欢迎的菜单是chash maremen。 乌黑的汤上面放了质量好的香糖。又名库罗拉门的꺼是大蒜油和汤料搭配得恰到好处的拉门汤味深而奇特。海鲜米苏拉门和一般米苏拉门不同是酸酸甜甜的红色汤。因为所有拉门都是用鸡蛋拌面如果面不能空运过来店家也会休息。从面到汤在细小的地方倾注所有心血的日式拉门店。独栋大厦内还同时运营着独栋大厦jambie house。户型为两层利用内部楼梯一楼客厅兼厨房二楼卧室均可使用。宿舍内部可以看到济州大海位于村子中央非常安静。​​​​​​​​​​​
3245,企业之家,济州特别自治道济州市涯月邑新严里516-3,,010-2872-3897,,可以从延宿(2晚以上)开始享受20%的折扣。,https://api.visitjeju.net/photomng/imgpath/201804/30/8b1aad0e-3190-4769-a9d9-c4336c19418a.jpg,,,in the house是可自由团体使用的独栋公寓。户型面积在40坪以上设有3室客厅1室厨房1室卫生间及淋浴设施2室。最多可利用12人以上在烧烤设施和前院菜园免费采集各种蔬菜。​​​​​​​​
