指数,名,地址,#标签,电话号码,网站,小时/休息日,图片,入场费,停车设施,介绍
1452,开京浦纪念公园(观光地),庆尚北道高灵郡开津面开庆浦路681(开津面),# 老龄观光地# 值得观看的地方# 老龄旅行# 老龄概念浦纪念公园,文化体育课 054-950-6060,http://tour.goryeong.go.kr/kor/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20161028/9AECB5BDD53D4C898061CBD2F709EE7B.jpg,,,为回顾依傍洛东江的高灵郡开庆浦的历史意义于2001年在开庆浦津附近建成公园。修整干净的草坪上写有开镜炮由来的由来碑和标石八角亭文治等休息空间饮水台等设施一应俱全。
1453,石墙铜岩刻画(文化遗产),庆尚北道庆州市石长洞山38-1,#庆州旅行#徒步旅行#以前是怎么生活的#值得和孩子们去的地方,庆州市厅文物科 054-7779-6102-5庆州站旅游咨询处 054-772-3843,http://guide.gyeongju.go.kr/deploy/index.html,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150730/FB6A7C204DB141A7AC63DD9FCFD53357.jpg,,,岩画是指在岩石或洞穴的墙壁上刻有符号或物品形状的图画。 这幅岩画画在横跨庆州平原的两条河流交汇处的北侧岩石壁上。
1454,银海寺(寺庙),庆尚北道永川市清通面清通路951,#永川旅行#怀着虔诚的心#适合登山的地方,054-335-3318 (钟武所),http://www.eunhae-sa.org/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20160120/579216D799D343AB972CA1CAF5C883EB.jpg,,,银海寺是朝鲜31本山庆北5大本山目前坐落于大韩佛教曹溪宗第10教区本部是庆北地区的代表性寺院。
1455,西岳寺(醴泉)(寺庙),庆尚北道醴泉郡醴泉邑大心一街160(醴泉邑),#艺川旅行#在节奏中#怀着虔诚的心#电视剧拍摄地#感性充电,054-655-1001~2,http://tour.ycg.kr/open.content/ko/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150903/3EA2403501D54FF694D23423110235F7.jpg,,,西岳寺是位于醴泉郡醴泉邑大心洞凤德山半山腰的大韩佛教曹溪宗第8教区总公司直知事的末寺。在西乐寺除了孩子们的笑声还能听到一种声音。 也许是因为西岳寺住持大师道尔大师的吉他声喜欢唱歌的住持大师的缘故西岳寺每到秋天就会举行山寺音乐会并与闻庆云岩寺尚州男藏寺一起举行三寺合唱。
1456,长育寺(寺庙),庆尚北道盈德郡苍水面长六寺一街,# 盈德旅行#怀着虔诚的心#我们孩子体验学习#前景好的地方,054-732-6289 (钟武所),http://tour.yd.go.kr/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20160120/B6343D747F0E456BAEC4178683F03FE1.jpg,,,长育寺是高丽末期恭 공민王时期的罗雍禅寺于1355年创建的古寺位于云西山脚下。 大雄殿被认为是朝鲜中期的建筑正面3间侧面3间是双排屋墙壁上画着很多有趣的壁画。 这里有红燕岩山神阁兴元楼妖舍。
1457,大冶山(山),庆尚北道闻庆市加恩邑完壮里忠北槐山郡,#闻庆旅行#2天1夜旅行#适合登山的地方#前景好的地方#韩国100大名山,综合导游(旅游振兴科) 054-550-6393 旅游咨询中心 054-550-6414,http://tour.gbmg.go.kr/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150904/D375845CB92A4ABC802E149CD0D1C36A.jpg,,,大冶山位于白头大干是闻庆诸山中享有盛誉的名山。 大冶山属于庆北闻庆市加恩邑完场里以大干山脊为界与忠北槐山郡青川面三松里相邻。 拥有内外线游动的大野山在2002年世界山年之际与闻庆的朱屹山黄长山喜羊羊山一起被列入山林厅评选的韩国100大名山。
1458,领海3.1 义举塔(文化遗产),庆尚北道盈德郡宁海面城内一里山49-1号,#盈德文化遗产#大韩民国万岁#用虔诚的心,盈德郡文化旅游科 054-734-2121,http://tour.yd.go.kr/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150904/601FF665D8E74C39908DCCBEC16BCF40.jpg,,,为纪念1918年3月18日在领海长日独立万岁运动中牺牲的爱国先烈们的崇高意志和灵魂作为培养后代救国精神的教育场所建于1983年。  沿着7号国道在领海面所在地入口南西边方向有一座为了纪念殉国先烈们而建造的3.1义举塔。
1459,黄城公园(旅游景点),庆尚北道庆州市龙潭路79-41,#庆州旅行#治愈旅行#exyting庆北#散步的好去处#骑自行车的好去处#和孩子们可以去的地方#值得孩子去的地方,054-799-6711,http://guide.gyeongju.go.kr/deploy/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150731/AD330464FEB6487A9C4624BB4EA6729A.jpg,,,庆州因在新罗千年古都联合国教科文组织指定的世界历史城市——某地出土波涛新罗时代遗物而闻名。 在四周环绕着庆州国立公园的庆州市皇城公园起到了让因文化遗迹考察而疲惫不堪的旅行者们放松脚步的休息处的作用。
1460,黄南黎孝子孙诗杨 郑丽菲(文物),庆尚北道庆州市黄南洞209,#庆州文物#了解高丽时代#文物#大陵园周边#徒步旅行,054) 779-6102~5 (庆州市厅文化财科) 054) 772-3843 (庆州站旅游咨询处),http://guide.gyeongju.go.kr/deploy/index.html,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150730/C82F186FEA514D9BA99C947DABA5C9C5.jpg,,,郑丽妃是指为了纪念忠臣和孝子烈女等在他们生活的村庄建立的碑。 此碑记载着设立表彰高丽时代孙时扬孝行的正门的来历。  父母去世后孙诗阳分别在墓旁搭建了3年的帷幕一直陪伴在身边。
1461,杏南海岸散步路 (杏南海岸生态路)(徒步),庆尚北道郁陵郡郁陵邑,#郁陵岛旅行#适合步行的地方#和哥哥一起散步的好地方#徒步旅行#风景好的地方#适合拍照的地方#口袋妖怪的地方,运行信息 054) 790-6574 文化旅游体育课 054-790-6394,http://www.ulleung.go.kr/tour/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150903/EC784E35A26149D0937AB6D5069E0758.jpg,,,沿着道洞码头左海岸开设的散步路就是绝景。 在这里可以欣赏到连接自然洞窟和山谷的桥梁之间展开的海岸美景。
1462,常州柿饼流通中心常州柿饼直销场(传统市场),庆尚北道尚州市新浦洞214号,# 常州旅行#水果李济哲#今天是我的。,054-536-0907,http://gamcenter.modoo.at/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150904/5453FB4103FD439880A19D61435DAACD.jpg,,,这是尚州柿饼流通中心务农组合法人经营的尚州柿饼直销场。
1463,仁旺里古坟群(文化遗产),庆尚北道庆州市杨亭路47,#庆州旅行#庆州文物#史迹#了解三国时代,054) 779-6102~5 (庆州市厅文化财科) 054) 772-3843 (庆州站旅游咨询处),http://guide.gyeongju.go.kr/deploy/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150730/8B3F12A537494A46AD0ED7CAB2CFC040.jpg,,,这些是位于庆州市内平地坟墓东侧仁旺洞一带的新罗坟墓。 据日本帝国主义时期的资料显示这里聚集了1余座坟墓规模比黄南洞和芦洞洞芦西洞一带的坟墓小了很多。
1464,阁楼与鲇鱼(韩食海物流),庆尚北道浦项市北区(竹岛洞)241posco大路,# 浦项旅行#浦项美食店,054-283-1915,,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150831/16B94DE95F5F43D6BFC6237AE0377E7D.jpg,,,三十席
1465,鲜卑村宗家集(普通韩餐),庆尚北道荣州市顺兴面小白路2796,,054-637-9981,,,http://tour.gb.go.kr/upload2/tour/content/thumb/20160114/1E13E31DE86E48C991BB9C0F2D1F4CB3.jpg,,,200席/房间:6个
1466,海豚馆(韩食海物流),庆尚北道庆州市东海-10(甘浦邑)海岸路1888,#庆州旅行#庆州美食店#海山美食店#海边美食店#海岸道路周边,054-744-3507,http://www.dolgorae.net,,http://tour.gb.go.kr/upload2/tour/content/thumb/20151105/38653EC161B746BA9E8B7E5FC5B85B5D.jpg,,,
1467,海运公司(龟尾)(核查),庆尚北道龟尾市金乌山路434-1(南通洞),# 龟尾旅行#适合登山的地方#怀着虔诚的心#把自然当作衣服,054-452-4917,http://www.gumi.go.kr/main.do,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150902/D9B45D3656624663A7425C1A43B7A3C0.jpg,,,山上有寺庙寺庙又在山上。 所以喜欢庙会就会喜欢山那么庙会和山是分不开的。 更有甚者好山有好寺有许多故事和传说并留有高僧的踪迹。 它们也完全融入我们的生活。 在岭南的名山金乌山到处都有传说和轶事交织在一起的遗迹和寺庙四季都吸引着人们。
1468,灵芝寺大雄殿及梵钟阁(寺庙),庆尚北道永川市大昌面灵芝街471,#永川旅行#怀着虔诚的心,054-330-6354,http://www.yc.go.kr/tour,,http://tour.gb.go.kr/upload2/tour/content/thumb/20151005/4EEA337063744972894B8408CE13DDB6.jpg,,,该建筑是新罗武烈王时期由服装师创建被称为雄井庵后因壬辰倭乱的兵化而消失并由灵芝寺重修而成。 此后朝鲜英祖50年(1744年)重修至今。
1469,高云寺(寺庙),庆尚北道义城郡丹村面古云寺街415(丹村面),#理性文化遗产#怀着虔诚的心#治愈旅行#适合散步的地方# 以自然为伴#tempplestay#寺庙饮食体验,054-833-6933,http://www.gounsa.net,,http://tour.gb.go.kr/upload2/tour/content/thumb/20160125/83C1F666A29E4B9088E8F74987DD06AF.jpg,,,新罗神门王元年(公元681年)由海东华严宗的始祖服装大师创建的寺庙。
1470,挂机药水汤(休养地),庆尚北道青松郡青松邑釜谷里,#青松旅行#治愈旅行#青松国家地质公园#教科书体验旅行,054-873-0101 (青松郡观光指南),http://tour.cs.go.kr,,http://tour.gb.go.kr/upload2/tour/content/thumb/20151110/6B2F8527B2A4414A8768384F09F0E71E.jpg,,,拥有上汤中汤下汤等10多个药水场的达器药水汤源于朝鲜时代被称为达器洞至今也被称为达器药水汤。 地下水中溶解了溶解离子和大量的碳酸成分吃起来有滋有味对胃肠病尤其有效。
1471,青岛普罗旺斯旅游区,庆尚北道清道郡华阳邑露水味路272-23,#青岛旅行#哥哥和#徒步旅行#闪闪发光#星星发光的夜晚#孩子值得去的地方#家庭旅行#青岛上设站打架场周边#青岛火光列车,054-372-5050,http://www.cheongdo-provence.co.kr,,http://tour.gb.go.kr/upload2/tour/content/thumb/20160114/46E9712E9E0A40BFA7FB56FD10A7C6A5.jpg,,,一听名字就想去的地方!晴朗的天空温暖的阳光香气四溢的泥土还有人们见面的地方!因为有回忆和浪漫所以永远怀念的地方!
1472,鲸鱼火海水浴场(海洋),庆尚北道盈德郡柄谷面柄谷里,# 盈德旅行#适合步行的地方#夏日避暑地#夏日旅行#2天1夜旅行#家庭旅行#友情旅行,054) 730-6651 (盈德旅游咨询处),http://goraebul.or.kr,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150904/3D1466D3925F4986B37FB25F16B47535.jpg,,,* 鲸鱼喷出白色水流的明沙20里海滩 * 以永德至北方24公里为中心与领海面大津海水浴场相邻的海水浴场。
1473,义城食堂(普通韩餐),庆尚北道清道郡清道邑清化路204-1(清道邑),#青岛美食店#青岛旅游#青岛站周边美食店#青岛站周边#成都旅游#火车旅游#国货,054-371-2349,,,http://tour.gb.go.kr/upload2/tour/content/thumb/20151003/4E612B2D5766452E817EE80C23B78C8A.jpg,,,
1474,朱红山庄(韩式肉类),庆尚北道军威郡缶溪面汗峙路1672(釜溪面),# 军威旅行#军威美食店#气韵正旺的小吃#肉熟了#鸭肉,054-382-8050,,,http://tour.gb.go.kr/upload2/tour/content/thumb/20151007/892440B39FAF487AABBDAC308F46033B.png,,,
1475,名实相符韩牛(韩食肉类),庆尚北道尚州市岭南第一路1119-9(轩新洞),# 尚州旅行#尚州美食店#团体观光#烤肉来啦,054-531-9911,,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150904/588FBB2B219C4D05B404DD821334FBC4.jpg,,,280席
1476,东海海岸生鱼片店(韩食烹饪类),庆尚北道盈德郡-5(南亭)按照4198동해,# 盈德旅行#盈德美食店#大闸蟹店#海产小吃店#海带小吃店#海岸公路周边#团体旅游#适合吹风的地方,054-733-4800,http://www.dha3.co.kr,,http://tour.gb.go.kr/upload2/tour/content/thumb/20151003/992BE687222C40E58AEA5A4562E704FE.jpg,,,250席
1477,平壤面屋(韩式肉类),庆尚北道庆州市脱海路35(东川洞),#庆州旅行#庆州美食店#猪肉,054-775-2777,,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150731/444EECC786CD4C918D4576C0284F4F34.jpg,,,五十席
1478,闻庆鸟岭道立公园(山),庆尚北道闻庆市闻庆邑新才路932号闻庆新材管理办公室,#闻庆旅行#适合登山的地方#短风名所#秋天去檀风山#秋天要写信了#散步的好去处#散步好去处#照相好去处#电视剧拍摄地#和孩子一起#闻庆鸟岭过去之路#光脚走路,054-571-0709 (闻庆鸟岭道立公园),http://www.mgtpcr.or.kr/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20151019/8B233FE7E8764EEF85FDB86BD37443BF.jpg,,,越过白头大干的鸟岭山脊的闻庆鸟岭自古以来就是连接汉江和洛东江流域的岭南大路上最高最险峻的山岭。 鸟岭的意思是连鸟也很难飞过的山岭紫芒草丛中的山岭或天岭与李友才之间的新山岭等。 壬辰倭乱后设立的3个关卡——酒屹馆曹谷馆鸟岭馆被指定为史迹第147号与很多文化遗迹一起还有古代书生怀着青云之意出入的状元及祭。 特别是从1关门到3关门的闻庆鸟岭土路可以赤脚行走是治愈身心的治愈观光地。
1479,松园(普通韩餐),庆尚北道闻庆市中央六路六(店村洞),#闻庆旅行#闻庆美食店#店村站周边#店村站美食店#汤,054-555-4676,,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150904/7EF6DCAD2291401DB456EFF37A2288C5.jpg,,,约五十席
1480,感应词(寺庙),庆尚北道星州郡月恒面大山里58,#星洲旅行#怀着虔诚的心#将自然作为伴儿,054-932-9447,http://www.sj.go.kr/tour/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150904/1CEB94FCC3814108A3852C9F022EC485.jpg,,,甘凝寺始建于802年(新罗爱将王3年)由辅助国师体征建造在体征建造时称为甘隐寺或甘凝庵。 自创建以来虽然经历了数次重建和重修但并没有传来壬辰倭乱之前的沿革。
1481,观音寺(古灵)(寺庙),庆尚北道高灵郡高灵邑舟山循环路147(高灵邑),#高龄旅行#用虔诚的心,054) 954-2400,http://tour.goryeong.go.kr/kor/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150902/BCDB640DE7824CA48E1365DB2B3BD218.jpg,,,* 关于观音寺拥有的文物*观音寺境内以观音菩萨为主佛供奉的观音殿为中心有七星阁山神阁千佛殿兼幼儿园钟阁及辽寺2栋。 观音殿内有阿弥陀胡佛탱和新中탱七星阁内有七星탱。 这些佛画都是从海印寺山内庵子白莲庵和国一庵运来的。 除此之外没有其他可以了解历史的记录目前由知善大师主持。
1482,小幸福(Fention),庆尚北道浦项市北区兴海邑海岸路1727(兴海邑),#浦港住宿#海岸道路周边,054-262-7002 010-4818-0500,http://smallhappy.kr/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150904/AF9F978E170043048EF13DC36780C11C.jpg,,,就像连接南边的龙汉和七浦的话一样望着鸣沙十里自然大道相融合的海松林和北边以大闸蟹闻名的盈德江口畜产海岸线未来我最先想到的就是韩国。
1483,南长松鱼酱(韩食海物流),庆尚北道尚州市岭南第一路2160-5(南长洞),# 尚州旅行#尚州美食店#和孩子们去值得的地方#家庭旅行,054-534-5539,,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150904/5717281ABEA6475F8CA1F0B058502829.jpg,,,二百席
1484,釜山餐厅(韩式肉类),庆尚北道青松郡青松邑药水街24(青松邑),,054-873-2078,,,http://tour.gb.go.kr/upload2/tour/content/thumb/20151111/B1E830D2803E4C518B67066987283ACA.jpg,,,二百席
1485,菲洛斯旅游酒店(酒店),庆北浦项市北区竹坡路6号,#浦港住宿#粥道市场周边#粥道市场周边住宿#两人一起#家庭旅行#好吃旅行#和孩子去的地方#值得孩子去的地方#企业研修,054-250-2000,http://www.philoshotel.kr,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150901/A15584C8782C4D20ACA384C6437C7A58.jpg,,,Pilos观光酒店(特2级)拥有多功能会议正统中餐厅C-Food Temma的新概念常设自助酒店符合地区第一个酒吧特级酒店的健身和桑拿健身中心等。
1486,五钱药水汤(旅游地),庆尚北道奉化郡物野面梧田里,#烽火旅行#适合登山的地方# 以自然为伴,054-672-2005,http://www.bonghwa.go.kr/open.content/tour/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150903/1DC62D56AE3B4BCF92EACA8BA1CEBEB0.jpg,,,有五钱药水汤的村子以前因艾草田之意而被称为爱田而这个艾草田的由来有两种说法。 一种说法是该地区是水合流的地区河流泛滥经常是沼泽地带故此称水田为水田另一种说法是患者把水合流称为水田。
1487,帕米希尔斯乡村俱乐部(会员制)(休闲运动),庆尚北道漆谷郡倭馆邑凤溪路263号帕米希尔斯乡村俱乐部,#东球场#高尔夫,054-971-9900,http://www.palmyhillscc.co.kr/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20170327/FD7ED5BC91264F54A5796F6B87447BA9.jpg,,,
1488,大津海水浴场(海),庆尚北道盈德郡宁海面大津里,# 盈德旅行#沙场#步行的好地方# 以自然为伴#夏日避暑#夏日旅行,海洋水产科(海水浴场) 054-730-6565营海面事务所(海水浴场) 054-730-7721,http://tour.yd.go.kr/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150904/969F9551E5434C8E94B906C2B8738283.jpg,,,以盈德郡宁海面海岸村大津里为中心展开的大津海水浴场具备了作为海水浴场的条件。  清净的海水原封不动地保存着长8公里宽100米的沙滩后面松林像屏风一样环绕蔚为壮观。
1489,吾御寺(浦项)(寺庙),庆尚北道浦项市南区乌川邑乌鱼路1(乌川邑),# 浦项旅行#适合登山的地方#短风名所#秋天要写信了#秋天去枫山#怀着虔诚的心#好拍照的地方,054-292-9554 (从务所) 054) 292-2083,http://phtour.pohang.go.kr/phtour,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150901/83B5E7CE6A234B4E9ECCBF45AA706F89.jpg,,,云梯山五御寺内有佛祖的幽香好像有龙环绕的湖水和奇岩绝壁像一幅东洋画一样融合在一起。 五御寺是培养出新罗四大祖师的圣地。
1490,母心精(传统饮食体验),庆尚北道闻庆市麻城面凤生一街13,,054-571-1845 010-9323-1845,http://www.mosimjung.kr,,http://tour.gb.go.kr/upload2/tour/content/thumb/20160114/E02FA8F6181E4822A6FD38597048A76C.jpg,,,
1491,石川溪谷(山),庆尚北道奉化郡奉化邑柳谷一里,# 烽火旅行#治愈旅行# 以自然为伴,054) 679-6334 (奉化郡文化观光科),http://www.bonghwa.go.kr/open.content/tour/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150903/32A9118DE37249879D1B81764DD7E0FF.jpg,,,发源于太白山脉的水与玉的棍子응방산进球中的烽火山和合并玉树奉化邑酉谷里终于凉爽的山谷这就是而山谷。석천
1492,巨潮岩(文化遗产),庆尚北道永川市琴湖邑琴湖路360-29,#永川旅行#怀着虔诚的心,054) 335-1369 (综务所) 054) 330-6580 (永川市旅游振兴团),http://www.yc.go.kr/tour,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150903/0190458F5DFE405D8514DEA3F02852D8.jpg,,,从银海寺出来往新宁面方向走8公里左右就能见到巨潮岩。 元晓大师创建巨潮庵后惠林法师和法华华商于秦平王十三年建立灵山殿供奉五百罗汉从此以灵验的罗汉祈祷度量而出名。
1493,引用史志(文化遗产),庆尚北道庆州市仁旺洞341-3,#庆州旅行#庆尚北道文物资料#了解统一新罗时代,054) 779-6102~5(庆州市厅文化财科) 054) 772-3843 (庆州站旅游咨询处),http://guide.gyeongju.go.kr/deploy/index.html,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150731/9739F9AE056D4535A055BFD38C60106F.jpg,,,这是一座以半月城为背景眺望南山的寺庙。  据说仁寺是新罗的将军外交家金仁文在中国唐朝的监狱中为祈求他的平安而设立的寺庙。 金仁文是新罗第29代太宗武烈王的二儿子在唐朝生活了22年做过很多官。 武烈王7年(66 年)与唐朝将帅苏正邦一起灭亡百济文武王8年(668 年)合并高句丽为新罗统一三国做出了巨大贡献。  现在寺庙旧址上残留的石雕可以推测出当时是双塔式伽蓝布局这可以说是统一新罗时代的典型。 另外这是新罗时代普通人首次为僧侣或国王以外的个人建造的寺庙。 * 数量/面积 - 15필/12637m2
1494,景德王陵(文化遗产),庆尚北道庆州市内南面池芝里山八里,#庆州旅行#事迹#了解统一新罗时代,054) 779-6102~5(庆州市厅文化财科) 054) 772-3843 (庆州站旅游咨询处),http://guide.gyeongju.go.kr/deploy/index.html,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150730/A49FFE5CC19E45AC9F70EC2BB29CCF73.jpg,,,位于武池里村后山腰距离新罗王陵比较远。 宝顶下方用板石编织的围石旋转板石和板石之间夹着탱石支撑上面沿方向有12尊神像。 围石外在一定距离上铺设了放射形薄石此外还竖起了栏杆柱子。 柱子侧面有上下两孔的圆形孔可以装上棺石但现在只剩下几个。
1495,黄鸭古坟群(文物),庆尚北道庆州市元和路226-5,#庆州文化遗产#庆州站周边#徒步旅行#事迹#了解新罗时代,054) 779-6102~5(庆州市厅文化财科) 054) 772-3843 (庆州站旅游咨询处),http://guide.gyeongju.go.kr/deploy/index.html,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150730/0E2EECB0645D46FB9A6EE1842DA9C28A.jpg,,,这些是位于庆州市内的平地坟墓中东南方向黄梧洞一带的新罗坟墓。 据日本统治时期调查资料显示7处大小不一的坟墓被破坏但大部分被破坏现在1处坟墓被分散保存。 但最近建楼时也经常出现墓葬痕迹或遗物可见地下可能还有大量墓葬。
1496,黄南洞古坟群(文化遗产),庆尚北道庆州市黄南洞6-1,#庆州文化遗产#大陵园周边#遗址#新罗时代#适合散步的地方#哥哥和孩子可以去的地方#适合晚上去的地方#星星。,054) 779-6102~5(庆州市厅文化财科) 054) 772-3843 (庆州站旅游咨询处),http://guide.gyeongju.go.kr/deploy/index.html,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150730/7D02116648F04FFF87DA8828849DB909.jpg,,,这些是位于庆州市内的平地坟墓中西南方向的新罗坟墓。 现存大小墓葬2余座1973年建成大陵园伊朗古墓公园。 其中包括天马冢皇南大冢剑冢等和相传为弥邹王陵的坟墓。 内部结构大部分看起来都是新罗特有的石堆墓葬。
1497,千军洞三层石塔(文化遗产),庆尚北道庆州市泉郡洞549,#庆州旅行#庆州文化遗产#宝物#宝文观光园区周边#徒步旅行#了解统一新罗时代,054) 779-6102~5(庆州市厅文化财科) 054) 772-3843 (庆州站旅游咨询处),http://guide.gyeongju.go.kr/deploy/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150730/5BDFEAFF04D24BBE8DD51D19FCE81DEF.jpg,,,1939年修复了在宽阔的平地上用双塔倒塌的现象。 两塔都是2段基坛上3层塔身的样式规模和手法相同。
1498,陈志文成王陵(文物),庆尚北道庆州市西岳四街80-100,#庆州文物#遗址#了解新罗时代#适合登山的地方,054) 779-6102~5(庆州市厅文化财科) 054) 772-3843 (庆州站旅游咨询处),http://guide.gyeongju.go.kr/deploy/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150730/2A7371FED0DB4FC3ADABDCDA544BB535.jpg,,,这里埋葬着新罗第25代真知王(在位576 579)和第46代文成王(在位839 857)。 高5.5米直径2.6米的圆形封土墓底部利用自然石围成一圈但现在只剩下几个。
1499,庆州普门洞寺址 (文化遗产),庆尚北道庆州市普门洞 848 6,#庆州文物#史迹#了解统一新罗时代,054) 779-6102~5(庆州市厅文化财科) 054) 772-3843 (庆州站旅游咨询处),http://guide.gyeongju.go.kr/deploy/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150730/2DDA074918A9487F9E9B0A6F9BFFC418.jpg,,,指的是位于庆州市普门洞的新罗时代寺庙旧址。  该遗址位于普门部落的前原野上远处西侧是庆州郎山(史迹第163号)北侧的明活山城(史迹第47号)。 建成时期不得而知但据推测该建筑建于新罗经文王11年(871年)之前。
1500,庆州艺术殿堂(文化设施),庆尚北道庆州市阿尔川北路1(皇城洞),#庆州旅行#到节奏中#舞机#感性充电#有解说的旅行,1588-4925,http://www.gjartcenter.kr/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150729/BE3DE45BA7FB433B8FD11479491DF1FE.jpg,,,大韩民国文化艺术的本乡庆州艺术殿堂起到了融合千年传统和现代多种文化艺术的文化艺术创达的中心作用。
1501,五父子家 王巡大(普通韩餐),庆尚北道醴泉郡龙宫面龙宫市场街40-1(龙宫面),#艺川旅行#艺川美食店#汤饭美食店#肉饼熟吗#火车旅行#徒步旅行,054-653-5885 010-2054-5885,,,http://tour.gb.go.kr/upload2/tour/content/thumb/20151012/BD7553C2D6D44A6E9FF0660F46D745E0.png,,,60个座位(2个房间12个桌子)
1502,大提骨黄土妆前乳(妆前乳),庆尚北道英阳郡日月面大峙街19-29,#营养住宿#韩屋寄宿#外氏伯仙路#大提骨,054-682-7903,http://daetigol.modoo.at,,http://tour.gb.go.kr/upload2/tour/content/thumb/20151004/BDB401E3FFAD4BE897F107671CCF0502.jpg,,,
1503,星州城外森林(树木园),庆尚北道星州郡星州邑城外林路上30,#星州旅行#星州值得一看的地方#步行好路#麦门洞#王柳们#7月推荐旅行地,054-930-8373 (星州郡旅游政策科),http://www.seongju.go.kr/tour/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20161028/F89FABCF33064BDDBB20898F4D4B32DD.jpg,,,
1504,白川溪谷热木鱼翅食池(江),庆尚北道奉化郡石浦面大岘里,#烽火旅游#生态旅游,奉化郡文化观光科 054-679-6341,http://bonghwa.kccf.or.kr/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150903/5059507A173243D0A705352DF536FFA0.jpg,,,洛东江上游的奉化白川溪谷曾是江原道的深山幽谷。 该溪谷位于太白山(1567米)和青玉山(1276米)之间以郁郁葱葱的天然林和参天岩石山峰为屏风清澈寒冷的溪流终年不断流淌。 白川溪谷所在的奉化郡石浦面是庆尚北道最偏僻的地方。 据说在太白矿山景气的鼎盛时期相邻的奉化石浦面也相当景气。 至今石浦面石浦面大岘里还残留着多处废矿。 和奉化的太白间35号国道的山谷中进入大岘里白川立即出现了一个森林哨所。
1505,闻庆观光射击场(休闲运动),庆尚北道闻庆市射击场路155 (佛井洞),#想释放压力时#观光射击场#射击场#射击场#闻庆观光射击场#庆北旅行#闻庆旅行#闻庆街值得一看的地方#士故事旅游卡,054-553-3107~8,http://www.mgtpcr.or.kr/web/page.do?menuIdx=391,,http://tour.gb.go.kr/upload2/tour/content/thumb/20160705/07BDB5EC6356476C848C05E864888890.jpg,,,闻庆观光射击场是全国仅有的几个飞碟射击场。 以飞碟射击为主要项目是普通初学者也可以享受的体育项目。除此之外还可以体验手枪射击气枪射击等最重要的是闻庆观光射击场以全国最低廉的价格运营。
1506,孝不孝教志(文化遗产),庆尚北道庆州市仁旺洞354-1,#庆州旅行,054) 779-6102~5(庆州市厅文化财科) 054) 772-3843 (庆州站旅游咨询处),http://guide.gyeongju.go.kr/deploy/index.html,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150730/B280793D728C4B31967373B2B836B063.jpg,,,新羅时代(新罗时代)传說(传说)若有其子则穷妇率子七兄弟(兄弟)南川(南川)北便
1507,千军洞 四地(文化遗产),庆尚北道庆州市泉郡洞 548-1,#庆州旅行#庆州文化遗产#宝文观光园区周边#遗址#了解统一新罗时代,054) 779-6102~5(庆州市厅文化财科) 054) 772-3843 (庆州站旅游咨询处),http://guide.gyeongju.go.kr/deploy/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150730/7C4F259DBF9D4EC4BF540DA8C02781FE.jpg,,,位于庆州普门园区庆州世界对面的稻田中间矗立着被指定为第168号宝物的统一新罗时代的两座三层石塔。 寺庙的名字和最初建造的年代不得而知但由于石塔遵循的是新罗的典型样式因此推测是统一新罗时代的寺庙。 第二座塔规模和形式相同西边塔的保存状态更为良好。
