여행지이름,주소,태그,전화번호,홈페이지,영업일,OVERVIEW
954. 강화문화원,인천광역시 강화군 강화읍 남문로 52,#관광지#문화시설,강화문화원 031-932-0011,강화문화원 <a href="http://www.ganghwacc.org/" target="_blank" title="새창 : 강화문화원 홈페이지로 이동">http://www.ganghwacc.org</a>,토요일, 일요일, 공휴일,강화문화원은 우리나라에서 제일 오래된 역사와 전통이 있는 문화원이다. 지역문화의 계발  연구조사 및 문화진흥을 위해 설립되었으며  다양한 문화활동을 지원하고 있다. * 개관일 1947년 10월 9일
955. 부산 강서문화원,부산광역시 강서구 낙동북로 477,#관광지#문화시설,강서문화원 051-972-6369,강서문화원 <a href="http://www.bsgangseo.com/" target="_blank" title="새창 : 부산강서문화원 홈페이지로 이동">http://www.bsgangseo.com/</a>,, * 지역 문화 발전을 위해 노력하는 부산 강서문화원 * 부산 강서문화원은 지역의 역사 등 다양하고 유익한 문화정보 생활을 위해 설립된 곳이다. 강서문화원은 1994년 개설되어 다양한 문화행사 및 문화학교를 운영하고 있다. 강서문화원에서는  지역사회의 계발 및 문화진흥을 위해 다양한 사업을 수행하고 있다. 강서문화원은 지역고유문화의 계발  보급  보존  전승 및 선양과 향토사의 조사 연구 및 사료수집 및 보존을 주된 목적으로 하고 있다. 또한 지역문화행사의 개최  문화에 관한 자료의 수집  보존 및 보급  지역전통문화의 국내  외 교류  지역문화에 관한 사회교육활동  지역 환경보존 등 지역사회 발전을 위한 문화활동 등 다양한 문화사업을 추진하는 것을 목적으로 삼고 있다.  * 강서문화원에서 진행하는 향토문화연구 사업 * 강서문화원에서는 지역 문화 발전을 위해 다양한 문화사업을 진행하고 있다. 사회교육사업으로는 국악교실  서예교실 (초급반  고급반)  풍물교실  우리 춤 교실  도예교실  전통 다도교실  사진교실  꽃꽃이교실  스포츠교실  청소년 교양강좌(문화유적지 순례교육  청소년을 위한 음악회)를 개설 운영하고 있다. 문화행사사업으로는 강서풍년제  가람백일장  강변사생대회  구민휘호 대회  서화.사진.도예.꽃꽃이 전시 및 전통다례시연  민요.풍물.우리춤.스포츠댄스 발표공연 등을 운영하고 있다.
956. 양천문화원,서울특별시 양천구 목동서로 367,#관광지#문화시설,양천문화원 02-2651-5300,양천문화원 <a href="http://www.양천문화원.kr/" target="_blank" title="새창 : 양천문화원 홈페이지로 이동">http://www.양천문화원.kr</a>,주말, 공휴일,양천에 거주하는 문화예술인  교육인  향토사학자  기업인 등 각계각층의 뜻을 모아 지역사회 개발과 문화진흥을 목적으로 1997년 3월 10일에 설립되었으며  순수 민간인으로 구성된 비영리 특수법인단체로서 지역문화의 보전과 창출  그리고 구민의 삶의 질 향상을 위해 활동하고있다.
957. 영월문화원,강원도 영월군 영월읍 단종로 12,#관광지#문화시설,영월문화원 033-373-3434,영월문화원 <a href="http://yeongwol.kccf.or.kr" target="_blank" title="새창 : 영월문화원 홈페이지로 이동">http://yeongwol.kccf.or.kr</a>,토요일, 일요일, 공휴일, * 영월문화를 계승하는 곳  영월문화원 * 영월문화원의 시작은 1956년으로 거슬러 올라간다. 미국공보원의 지원으로 자생적으로 발족하였고  1964년 12월 24일 사단법인체로 발전하였다. 이후 1994년 10월 17일 지방문화원 설립인가를 받았다.  영월문화원은 그동안 지역문화 창출의 산실로서 각종 전시회 및 강연회ㆍ지역축제는 물론  지역의 민속놀이와 문화재 사료의 수집 및 정리  발간작업 등을 통하여 우리 지역에 산재해 있는 문화유산을 후손들에게 물려주는 일에 최선을 다하고 있다.  * 영월문화원에서 운영하는 문화 사업 * 영월문화원은 향토문화 연구·교육  지역사회교육  전통문화 발굴·전수  등을 주된 사업으로 삼고 있다.또한 향토사료조사연구집을 발간하며  각종 전시회·강연회·지역축제를 개최하고  문화교양강좌를 운영하고 있다. 발간한 서적으로는 &lt 영월유림요람&gt    &lt 김삿갓수상모음집&gt   &lt 조선왕조실록의 영월사료&gt   &lt 단종연구논총&gt    &lt 영월민속사&gt  등이 있다. 그리고 문화원별관과 문화사랑방 등에서 진행되는 지역주민을 위한 문화학교에는 한문·서예·한시·사물놀이·한국화·가요·요가 등의 강좌가 개설되어 있다.
958. 더 파크 아프리카뮤지엄,경기도 포천시 소흘읍 광릉수목원로 967,#관광지#교과서속여행#더파크아프리카뮤지엄#문화시설#박물관#수도권#아이와함께#이색체험#전시관#체험학습,더 파크 아프리카뮤지엄 031-543-3600,더 파크 아프리카뮤지엄 <a href="http://www.theparkam.com/" target="_blank" title="새창 : 더 파크 아프리카뮤지엄 홈페이지로 이동">http://www.theparkam.com/</a>,매주 월요일,더 파크 아프리카뮤지엄은 아프리카 문화를 주제로 한 복합 문화공간으로  2006년 6월 26일 아프리카 예술박물관이라는 이름으로 개관하였다가 이후  2015년 4월 더 파크 아프리카뮤지엄 이라는 이름으로 재개관하였다.  경기도 포천시 국립수목원 인근에 있으며 부지면적은 약 3만 3 050m² 이다. 탄자니아·케냐·짐바브웨 등 아프리카 대륙의 약 30개국  150여 부족에게서 수집한 3 700여 점의 유물과 예술작품  민예품을 소장하는 박물관과 야외전시장을 비롯하여 공연장·체험학습장·산책로와 연못 등이 조성되어 있다. 3개의 대형전시실과 영상관  박제관으로 꾸며진 박물관에는 아프리카의 성인식·혼인식·장례식 등의 제례의식과 왕실 및 족장에 관련된 유물  사냥 및 전쟁 관련 용품  악기  각종 생활용품을 비롯하여 300여 점의 가면  마콘데족·쇼나족 등의 목조각품·석조각품  회화작품  동물박제 등이 전시되어 있으며  외부의 넓은 잔디밭 곳곳에도 수많은 조각품들이 배치되어 있다. 조각은 추상적이고 기하학적인 모양이 주를 이루고 있어 피카소와 같은 세계적인 거장들에게 영감을 준 것으로도 유명하다. 뿐만 아니라 유럽귀족의 대표 소장품으로 예술적 가치를 인정받고 있다. 이러한 조각상이 이곳에는 컨테이너로 수십 개 분량. 현재 국내에서 가장 많이 보유하고 있다.
959. 춘천막국수체험박물관,강원도 춘천시 신북읍 신북로 264,#강원권#관광지#교과서속여행#문화시설#박물관#사계절#실내여행지#아이와함께#이색체험#전시관#체험학습#춘천막국수체험박물관,춘천막국수체험박물관 033-244-8869,춘천막국수체험박물관 <a href="http://www.makguksumuseum.com" target="_blank" title="새창 : 춘천막국수체험박물관 홈페이지로 이동">http://www.makguksumuseum.com</a>,설·추석 명절 연휴,춘천의 향토음식인 막국수를 테마로 한 체험박물관을 건립하여 막국수의 명품화를 목표로 설립되었다. 춘천막국수 박물관은 메밀전시관과 막국수관이 있다. 메밀전시관에는 메밀의 유래와 분포와 메밀의 효과  메밀의 역사 그리고 메밀과 관련된 전문자료 등을 확인할 수 있다. 또 막국수관에는 막국수의 종류와 막국수 제조법과 막국수의 유래등 막국수 탄생 후부터 지금까지의 막국수에 대한 역사를 한눈에 알아볼 수 있도록 전시되어 있다.
960. 금강로하스대청공원,대전광역시 대덕구 대청로 607,#가족여행#관광지#금강로하스대청공원#나들이#당일치기여행#자연좋은곳#전시관#충청권#친환경여행,대덕구청 공원녹지과 042-608-5573,대덕구생태관광 <a href="http://park.daedeok.go.kr/" target="_blank" title="대덕구생태관광 사이트로 이동">http://park.daedeok.go.kr</a>,,대청댐 시민휴식공원인 대청공원은 도시민의 건전한 여가생활과 보건휴양 및 공공복리 증진을 위하여 1998년 ～ 2011년까지 143 386㎡에 총사업비 113억원을 투자하여 조성한 자연생태공원으로 현장학습  가족나들이  기업 및 단체의 야유회등 친목 도모의 공간으로 많은 사람들이 즐겨 찾는 전국의 명소입니다.
961. 부평공원,인천광역시 부평구 부평공원로,#걷기길#관광지#나들이#부평공원#수도권#아이와함께#연인과함께,032-466-7282,<a href="http://grandpark.incheon.go.kr" target="_blank" title="새창에서 열림">grandpark.incheon.go.kr</a>,,부평은 지리적으로 계양산과 철마산  만월산 등으로 둘러싸여 분지형태를 이루고 있다.   현재의 부평이 도시로서의 면모를 갖춘 것은 경인철도의 개통과 6.25 직후  부평공원은 1997년 말까지 군부대가 주둔 사용하였던 곳으로 시민의 깊은 관심과 성원으로 1993년 1월 공원으로 도시계획 시설 결정하여 1995년 11월 국방부와 부지매입 계약을 체결하였다. 그동안 부평공원 조성을 위하여 부지매입비 690억원과 시설비 51억원 등 총741억원의 시비를 투자하여 1998년도부터 부지내 군사용 막사 58동을 철거한 후  녹지 중심의 넓은 잔디밭과 수목이 어울린 부평권의  대표적인 휴식공간으로 미군부대를   중심으로 많은 인구가 유입되면서부터이다.  조성하여   2002년 4월 12일에 개원(開園)하였다.
962. 가평문화원,경기도 가평군 가평읍 문화로 131,#관광지#문화시설,가평문화원 031-582-2016 & 031-582-8667,가평문화원 <a href="http://www.gpc.or.kr" target="_blank" title="새창 : 가평문화원 홈페이지로 이동">http://www.gpc.or.kr</a>,토요일, 일요일, 공휴일,가평문화원은 문화원에서 실시하는 평생교육의 프로그램을 접목시켜 여가를 활용하여 잠재적 소질을 개발하고 풍요로운 취미생활을 통하여 일상생활에 활력소를 불어 넣어 질 높은 삶을 운영하는 계기를 마련하고자 한다. 
963. 샤롯데씨어터,서울특별시 송파구 올림픽로 240,#가족여행#관광지#데이트코스#도심여행#문화시설#사계절#상설공연#샤롯데씨어터#수도권#연인과함께#예술#음악회#혼행,고객센터 1644-0078,샤롯데씨어터 <a href="http://www.charlottetheater.co.kr/" target="_blank" title="새창 : 샤롯데씨어터 홈페이지로 이동">http://www.charlottetheater.co.kr</a>,매주 월요일,총 1 241석 규모의 국내 최초의 뮤지컬 전용극장인 샤롯데씨어터는 롯데그룹이 한국의 뮤지컬 업계 발전을 도모하기 위해 건설비 총 450억 원을 투자하여 지난 2004년 착공  2006년 10월 28일 개관하였다.  세계 어느 극장과 비교해도 손색없는 샤롯데씨어터는 우아하고  고급스러운 중세 유럽 분위기의 품격 있는 내·외관을 자랑하고 있으며 뮤지컬 전용극장으로서 갖춰야 할 모든 요소를 최첨단 시스템으로 설비하고 있다.
964. 김포문화원,경기도 김포시 사우중로 26,#관광지#문화시설,김포문화원 031-982-1110,김포문화원 <a href="http://gimpo.kccf.or.kr/" target="_blank" title="새창 : 김포문화원 홈페이지로 이동">http://gimpo.kccf.or.kr</a>,토요일, 일요일, 공휴일,김포문화원은 지역고유문화의 개발  보급  보존  전승 및 선양과 향토사의 조사  연구 및 사료의 수집  보존을 주요사업으로 하고 있으며  지역문화행사의 개최와 기타 지역문화발전에 기여할 수 있는 사업을 함께 하고 있다. 
965. 동해문화원,강원도 동해시 천곡2길 8,#관광지#문화시설,동해문화원 033-531-3298,동해문화원 <a href="http://donghae.kccf.or.kr" target="_blank" title="새창 : 동해문화원 홈페이지로 이동">http://donghae.kccf.or.kr</a>,토요일, 일요일, 공휴일,동해문화원은 각종 자료를 제공함으로써 주민들에게 문화유산에 대한 학습의 기회를 제공하고 있으며  다양한 문화 행사를 개최하여 문화발전에 기여하고 있다.
966. 인도미술박물관,강원도 영월군 주천면 송학주천로 899-6,#강원권#관광지#문화시설#박물관#아이와함께#인도미술박물관#체험학습,인도미술박물관 033-375-2883,인도미술박물관 <a href="http://ywmuseum.com/museum/index.do?museum_no=23" target="_blank" title="새창 : 인도미술박물관 홈페이지로 이동">http://ywmuseum.com/museum/index.do?museum_no=23</a>
<br /> 
인도미술박물관 블로그 <a href="http://blog.naver.com/indianart" target="_blank" title="새창 : 인도미술박물관 블로그로 이동">http://blog.naver.com/indianart</a>,매주 월요일,인도미술박물관은 1981년부터 인도미술에 매료되어 인도에 살고 여행하며 여러 차례 인도사회와 인도인의 삶을 주제로 한 개인전을 개최한 미술가 박여송 관장과 인도 지역연구를 하는 남편 백좌흠 교수(현 경상대 법대)가 그동안 하나씩 모아온 다양한 인도미술품들을 전시하고 있다. 주요 체험 프로그램은 인도미술 기법들에 대한 체험과 헤나 바디페인팅  인도 의상문화 체험  인도 홍차 체험  인도영화상영  요가. 명상교실  인도음식 체험 등 다양한 인도문화 체험으로 구성되어 있다. * 개관일 : 2012년 05월 26일
967. 해저터널(통영),경상남도 통영시 도천1길 1,#걷기길#경상권#관광지#아이와함께#역사#통영해저터널#해저터널,해저터널 관광안내소 055-650-0582,통영 문화관광 <a href="http://www.utour.go.kr/" target="_blank" title="통영 문화관광 사이트로 이동">http://www.utour.go.kr</a>,,통영해저터널은 통영과 미륵도를 연결하기 위해 건설된 해저터널이다.  1931년부터 1932년까지 1년 4개월에 걸쳐 만들어진 동양 최초의 바다 밑 터널로 길이 483m   너비 5m  높이 3.5m이다.  그 전의 미륵도는 밀물 때는 섬이 되고  썰물때는 도보로 왕래할 수 있었다. 일제강점기에 일본 어민의 이주가 늘면서 이동을 편하게 하기 위하여 해저터널을 만들게 된 것이다.   양쪽 바다를 막고 바다 밑을 파서 콘크리트 터널을 만든 것으로 터널 입구에 쓰여 있는 용문달양(龍門達陽)은 섬과 육지를 잇는 해저도로 입구의 문이라는 뜻이다. 통영시내 당동 쪽 터널 입구에 관광안내소가 있다. 터널 내부는 포장된 경사로이며 약 483m 길이이다. 안쪽에 통영 관광 명소들에 대한 소개 판넬이 전시되어 있다. 콘크리트 구조로 약간 음침한 분위기이지만  우리 역사의 애환을 담고 있는 장소이다.
968. 강원 신재생에너지전시관,강원도 평창군 대관령면 경강로 5754,#강원권#강원신재생에너지전시관#관광지#교과서속여행#문화시설#사계절#실내여행지#아이와함께#전시관#체험학습,신재생에너지전시관 033-336-5008,,매주 월요일,* 미래 에너지의 원리를 배우는 곳  대관령 신·재생에너지 전시관 * 신·재생에너지는 물  바람  태양 등을 이용하여 한번 사용해도 다시 생겨나는 에너지 자원을 뜻하며 자연을 통해 얻을 수 있어 친환경적이다. 평창에 위치한 대관령 신·재생에너지 전시관은 우리나라 에너지 현황과 신·재생에너지  그리고 풍력 발전의 역사  원리 등을 알기 쉽게 설명해 주고 직접 체험할 수 있는 공간이다. 전시관은 상징공간인 ‘바람아 불어라(Welcome Zone)’  화석에너지의 고갈  우리나라의 에너지생산과 소비  신·재생에너지의 필요성과 종류  풍력발전의 경쟁력 등에 대하여 알아보는 ‘바람이 희망이다(우리나라의 에너지)’  풍력에너지의 역사  원리  종류  구조 및 세계의 풍력발전단지 등에 대하여 알아보는 ‘바람이 에너지다(풍력발전)’  주제공간 ‘여기는 대관령 풍력단지’ 외 체험공간인 ‘바람에너지 놀이터’로 구성되어 있다. 바람에너지 놀이터는 태양전지 벌레  물로 가는 자동차  내가 만드는 전기  바람 느끼기 등 9개의 체험전시물로 구성되어 있어 청소년들이 직접 에너지를 만들어보고 미래 에너지의 원리를 배울 수 있다. 또  이곳에서는 한국 최대 규모의 풍력단지인 대관령 풍력발전소도 볼 수 있다. * 개관일 : 2005년 11월 3일
969. 유니버설아트센터,서울특별시 광진구 천호대로 664,#가족여행#공연장#관광지#나들이#데이트코스#문화시설#수도권#실내여행지#아이와함께#연인과함께#예술#유니버설아트센터#음악회#체험학습#친구와함께#힐링,유니버설아트센터 070-7124-1740,유니버설아트센터 <a href="http://www.uac.co.kr/" target="_blank" title="새창 : 유니버설아트센터 홈페이지로 이동">http://www.uac.co.kr</a>,,1981년 11월 개관한 유니버설아트센터(구 리틀엔젤스예술회관)는 지난 30여년의 세월동안 한국 공연장 및 공연예술 발전의 중심에서 큰 공헌을 하며 한결같은 믿음으로 문화를  사랑하는 관객들과 함께 성장하였다.  현대적이고 클리식한 건축 외관과 지상 4층  1200석 규모의 객석과 무대는  발레 &lt 호두깍기 인형&gt   뮤지컬 &lt 토요일 밤의 열기&gt   뮤지컬 &lt 넌센스&gt   오페라&lt 이순신&gt   &lt 백상예술대상&gt    &lt 슈퍼모델선발대회&gt  등의 시상식과 만찬회장  국제회의장 등  다양한 장르를 아우르는 다목적 문화예술 공간으로 자리매김 하였다.   유니버설아트센터는 예술한국 구현과 동서문화교류의 매개체로서 부족함이 없는 모습으로 거듭나고자 최선을 다하고 있다. 21세기 신문화시대를 선도함에 있어 한국예술문화와  국제문화교류의 전당으로서 면면히 그 사명을 다할 것이다.
970. 음성큰바위얼굴조각공원,충청북도 음성군 생극면 일생로 500,#관광지#기차여행#나들이#데이트코스#아이와함께#연인과함께#음성큰바위얼굴조각공원#자연좋은곳#충청권#친구와함께#힐링,음성큰바위얼굴조각공원 043-882-4111,음성큰바위얼굴조각공원 <a href="http://www.largeface.com/" target="_blank" title="음성큰바위얼굴조각공원 사이트로 이동"> http://www.largeface.com</a>,연중무휴,보통 우리는 위인들을 우리와는 다른 세계에서 살았던  또는 사는 사람들로 착각하기  쉽다. 하지만 시대와 배경이  서로 다를 뿐이지  그들도  우리와 똑같은 생각을 가지고 살았던 이들이다. 다만 다른 것이 있다면  지금은 대부분의 것들이 발견   발명이   된 상태이지만  옛날에는 거의 무에서 유를 만들 수 밖에 없는 상황이었다는 것이다.   지금처럼 버스나 다른 교통수단이 있었다면 김정호는 더욱 쉽게 대동여지도를 만들었을 것이고  콜럼버스는 모터가 달린 배를 타고 신대륙을 더욱 빨리 발견했을  것이다.  하지만  그 시대에는 그런 편리한 수단들이 없었기 때문에 그분들은 꿈과 희망  그리고 용기만을 가지고 도전할 수 밖에 없었다.   설립자는 세계 속의 위인의 인물들이 신화적으로 비춰지기를 바라지 않는다.  그보다는 우리가 그들이 살던 시대를 돌이켜 보며 그들이 진정으로 나라와 온  인류를 위해  목숨을 바친 희생정신이나 위대한 발견  발명 등을 통해 우리가 꼭 배워야 할 것들을  찾았으면 좋겠다고 한다.   조각의 선정과정 중 세계 180여 개국에서 일어난 중요한 대종교가  정치지도자  발명 ·발견가  작가  철학자  과학자  탐험가  예술가  혁신가  스포츠인  노벨수상자를 총 망라해서 인류의 운명을 좌우했고  문명의 흥흉이나 소멸에 영향을 끼쳐 역사의 흐르는 방향을 바꾼 인물들을 엄선하여 세계 최초의 방대하고  웅장한 조각공원이 한국에   세워졌다. 이 조각공원은 위인들의 삶을 진솔하게 조각으로 꾸며 놓았다.   * 전시관설명    전시 1관 - 세계 4대 성인과 제자들    전시 2관 - 한국의 역대 대통령과 아시아를 빛낸 정치 지도자들     전시 3관 - 세계 속의 여성정치인과 노벨평화상 수상자  화폐 속 인물    전시 4관 - 세종대왕과 세계적 의료봉사자들    전시 5관 - 예수님과 그의 12제자들    전시 6관 - 맥아더 장군과 3.1운동 애국지사들    전시 7관 - 사회주의와 민주주의 지도자들     전시 8관 - 복음을 전파한 유명한 목사님들과 모나리자    전시 9관 - 분재원과 나무조각    전시10관 - 큰바위얼굴과 세계 경제인들    전시11관 - 세계 종교ㆍ정치 지도자들과 과학자    전시12관 - 한민족의 기상을 떨친 고구려 광개토대왕비와 석판화    전시13관 - 세계적 스포츠 스타들    전시14관 - 세계를 빛낸 연예 스타    전시15관 - 세계적인 정치가와 음악가     전시16관 - 조각체험 학습현장 (교육관)     전시17관 - 불교관    전시18관 - 그리스 12신과 독립운동에 힘쓴 겨레의 위인들     전시19관 - 공룡조각과 관람객 쉼터    전시20관 - 어린이의 꿈을 키워 준 동요작가와 선교사님들
971. 양양문화원,강원도 양양군 양양읍 양양로 114-5,#관광지#문화시설,양양문화원 033-671-8762,양양문화원 <a href="http://www.yangyang.or.kr" target="_blank" title="새창 : 양양문화원 홈페이지로 이동">http://www.yangyang.or.kr</a>,토요일, 일요일, 공휴일,양양문화원은 향토문화 발전에 기여하며  각종 전통문화의 발굴. 지속적인 향토문화지 발간사업 및 문화사랑방. 문화학교를 통한 문화 예술교육의 확대 실시로 양양군민들의 다양한 문화욕구를 충족시키며 평생교육과 더불어 훌륭한 문화인을 육성하고자 한다.
972. 남해문화체육센터,경상남도 남해군 남해읍 선소로 12,#가족여행#관광지#나들이#남해문화체육센터#문화시설#사계절#아이와함께#친구와함께#힐링,담당부서 055-860-8623 <br /> 관리실 055-860-3716,남해군 문화체육시설 <a href="http://www.namhae.go.kr/sports/"  target="_blank" title="새창 : 남해군 문화체육시설 홈페이지로 이동">http://www.namhae.go.kr/sports</a>,공연에 따라 다름,남해군문화체육센터는 남해군 남해읍에 자리 잡고 있으며  시설에는 각종 공연과 강연 등을 할 수 있는 강당과  각종 체육행사  실내 구기 종목  강연 등을 할 수 있는 다목적홀이 갖춰져 있다.    준공일 : 2000년 01월 02일 
973. 헤라 (롯데백화점 센텀시티점),부산광역시 해운대구 센텀남대로 59,#경상권#관광지#쇼핑#헤라#화장품,대표번호 : 051-730-2500<br /> 헤라 롯데 센텀시티점 : 051-730-3143,<a href="http://www.hera.co.kr " target="_blank" title="새창 : 헤라 홈페이지로 이동">http://www.hera.co.kr</a><br/>
<a href="http://store.lotteshopping.com/handler/Main-Start" target="_blank" title="새창:롯데백화점 센텀시티점 홈페이지로 이동">http://store.lotteshopping.com</a>,,센텀시티 롯데백화점 헤라는 지상1층 화장품매장내 위치한 국내 브랜드 화장품으로 피부와 가깝고 세포 재생효과가 뛰어난 성분의 화장품이다. 이곳 헤라 센텀시티점에서는 직원들의 자세한 설명과 함께 피부에 맞는 화장품을 직접 체험해보고 고를 수 있도록 코너가 준비되어 있다.
974. 안양예술공원,경기도 안양시 만안구 예술공원로 131,#가족여행#관광지#나들이#당일치기여행#드라이브여행#서울근교여행#수도권#아이와함께#안양예술공원#체험학습#친구와함께#테마공원#힐링,안양시 열린콜센터 031-8045-7000,안양 문화관광 <a href="http://www.anyang.go.kr/anyang.jsp?conCode=AC00009261&PATH=F010000" target="_blank" title="안양 문화관광 사이트로 이동">http://www.anyang.go.kr</a><br>
안양예술공원 음식문화거리 
<a href="http://artpark.anyang.go.kr/" target="_blank" title="안양예술공원 음식문화거리 사이트로 이동">http://artpark.anyang.go.kr</a>,연중무휴,안양시 북쪽으로는 관악산 줄기가 솟아있고 서남쪽으로는 수리산과 수암봉이 솟아있어  시 전체를 포근하게 감싸안았다. 이들 산에는 계곡과 공원이 발달해서  수도권 주민들에게 편안한 쉼터를 제공한다.  안양예술공원은 안양역에서 북동쪽으로 2km 떨어진 곳에 위치한다. 관악산과 삼성산의 깊은 계곡에서 흘러내리는 맑고 깨끗한 물을 이용하여 만든 수영장을 중심으로 이루어진 공원이다.   유원지 근처는 한때 경기 삼미의 하나였던 안양 포도밭이 즐비했다. 그러나 지금은 그런 모습을 찾아보기 어렵다.   안양예술공원은 어린이놀이터  방갈로 등  잘 정돈된 위락시설과 편의시설을 두루 갖추고 있고 계곡을 따라 변함없이 맑고 푸르른 냇물이 우거진 수림과 어우러져 있어 언제든 편하게 찾을 수 있는 수도권의 휴식처로 사랑받고 있다. 
975. 부산문화회관,부산광역시 남구 유엔평화로76번길 1,#가족여행#공연장#관광지#기차여행#나들이#데이트코스#문화시설#부산문화회관#실내여행지#아이와함께#연인과함께#예술#음악회#전시관#체험학습#친구와함께#힐링,부산문화회관 051-607-6000,부산문화회관 <a href="http://www.bscc.or.kr/" title="새창 : 부산문화회관 홈페이지로 이동" target="_blank">http://www.bscc.or.kr/</a>,,1982년 설계공모  1983년 10월 공사를 시작하여 1988년 대극장을 1차로 준공 개관이후 1993년 10년간의 대역사끝에 부지 48 424㎡  연건평 44 009㎡의 대.중.소 3개동의 대규모 다목적 문화예술 시설을 완공하였으며  개관한지 22년이 지난 2010년 4월 안락한 문화공간 제공 및 품격있는 공연 선사를 위하여 대극장 개보수 공사를 시작 2010년 10월 완료 재개관 하였다.  건축양식은 우리나라 전통가옥의 특성을 도입하여 대극장을 본채로 중.소극장을 사랑채로 배치하고  특별한 담장이나 대문을 없애서 전통초가의 울타리와 같이 외부로부터의 접근이 용이하도록 하고 건물 구조면에서도 대들보 형태의 열주에다 처마와 추녀의 전통미를 살려 도약의 기상이 나타나도록 하였다. 지붕은 콘크리트 스라브면을 전통기와 무늬로 장식하고 외부벽면에도 화강석을 사용  정중하면서도 아담한 조형미를 갖추고 있다. * 개관일 : 1988년 9월 3일
976. 덕진공원,전라북도 전주시 덕진구 권삼득로 390,#가족여행#걷기여행#관광지#나들이#덕진공원#사계절#아이와함께#연인과함께#인생샷#자연좋은곳#친구와함께#피크닉#힐링&휴양여행,덕진공원 관리사무소 063-239-2607,전주시시설관리공단 <a href="http://www.jjss.or.kr" target="_blank" title="전주시시설관리공단 사이트로 이동">http://www.jjss.or.kr</a>,연중무휴,전주는 마한시대 이래 호남지방에서 규모가 큰 고을로 그 이름은 마한의 원산성에서 유래했다. 40여년 간 후백제의 수도였으며  조선시대에는 이성계의 선조가 살았던 고향이라는  이유로 완산유수부로 개칭되기도 했다.   전주에서 볼거리로 강한 인상을 받게 되는 것 중의 하나가 덕진공원에 피는 연꽃이다. 그  만큼 덕진공원 연못은 전주의 명물이다. 전주 IC에서 시내로 들어가는 팔달로변에 위치한  덕진공원은 고려시대에 형성된 자연호수가 1978년 4월 시민공원 결정고시에 의거  도시공원으로 조성되었고 취향정과 더불어 유서깊은 곳이다.  4만 5천평의 경내에는 남쪽으로 3분의 2를 차지하고 있는 연못과 북쪽의 보트장을 동서로 가로지른 현수교가 그 사이를 양분하고 있다. 그윽히 풍기는 연못중앙으로 아치형 현수교를 거닐면서 한없는 시정에 젖어볼  수 있다.      특히  대대적으로 정비공사를 하여 1998년부터 재개장한 공원의 특색은 마운딩 시공으로 향촌의 작은 숲(언덕)을 연상케 하고  전통 정자와 창포늪을 조성하여 역사성을 극대화하였고 또한 인공폭포와 목교를 설치하여 자연친화시설로 시민의 정서에 맞도록 조성하였으며 단오절에는 연못물로 부녀자들이 아침 일찍 머리를 감고 한해 건강을 기원하는 단오 창포물 잔치로도 유명하다. 또한 이 덕진공원 안에는 어린이 헌장  신석정 시비  김해강 시비  전봉준 장군상  등 9개의 석조 기념물이 조성되어 연꽃 향기와 더불어 이곳을 찾는 이들에게 전주의 정취를 안겨주는 문화공간이 되고 있다. 
977. 근현대사기념관,서울특별시 강북구 4.19로 114,#관광지#교과서속여행#근현대사기념관#기념관#도심여행#문화시설#아이와함께,근현대사기념관 02-903-7580,근현대사기념관 <a href="http://www.mhmh.or.kr" target="_blank" title="새창 : 근현대사기념관 홈페이지로 이동">http://www.mhmh.or.kr</a>,○매주 월요일(단, 월요일이 공휴일인 경우 개관하고 다음 평일에 휴관) <br />
○1월 1일, 설·추석 연휴, 근현대사기념관이 위치한 서울시 강북구는 3·1운동의 발원지인 봉황각과 순국선열 애국지사의 묘역 그리고 국립4·19민주묘지가 자리 잡고 있는 독립정신과 민주주의의 성지로  선열들의 높은 뜻을 제대로 기억하고 전파하기 위해 동학농민운동부터 4·19혁명까지 자랑스러운 우리 역사를 전시에 담았다. 자유 평등 민주의 이념이 선열들이 피땀 흘려 체득하고 축적해 온 소중한 가치임을 감동이 있는 서사로 전달함으로써 독립운동가들이 꿈꾼 나라 사월혁명의 투사들이 소원했던 나라가 바로 대한민국의 미래상임을 알리고자 2016년 5월에 개관하였다. 매해 새로운 기획전과 역사 체험 프로그램이 진행중이다. 
