이름,주소,태그,전화번호,홈페이지,운영시간,이미지,소개
10. 센텀프리미어 호텔 [한국관광 품질인증/Korea Quality],부산광역시 해운대구 센텀1로 17,#부산추천숙소#센텀프리미어호텔#숙박#숙소#추천숙박#한국관광품질인증#한국관광품질인증업소,051-755-9000, https://premierhotel.co.kr/ ,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=46034437-f8ba-48e3-bd43-1e70b6278e4e, 부산 해운대가 보이는 곳에 위치한 센텀프리미어 호텔은 지하 4층  지상 22층 규모의 비즈니스호텔이다. 총 603개 객실을 보유하고 싱글룸부터 더블  트윈  프리미어 스위트룸까지 여러 타입을 갖췄다. 모던 스타일의 객실은 청결을 최우선으로 관리하며 편안한 쉼을 위한 최상의 상태를 유지하고 있다. 각종 행사를 진행할 수 있는 세미나실이 있으며  피트니스센터와 비즈니스센터  코인세탁실  식당  카페 등 다양한 부대시설이 호텔 안에 자리한다. 특히 12층에는 전면 유리로 이뤄진 실내 수영장을 운영한다. 투숙객만 무료 이용 가능하며 샤워실과 개인 사물함 역시 무료로 이용할 수 있다. 여름철에 이곳을 찾는다면 수영복과 수영모를 꼭 지참하자. 조식은 1인당 1만3200원으로 오전 9시30분까지 한식 뷔페로 제공한다. 센텀프리미어 호텔은 최상의 입지를 자랑한다. 해운대 해변은 걸어서 갈 수 있으며 광안리 해변은 차량 이동 시 5분이면 도착한다. 기업회의(Meeting)·포상관광(Incentives)·컨벤션(Convention)·전시(Exhibition) 등 부산 마이스(MICE) 산업의 중심지 벡스코(BEXCO)와 인접하고 대형 백화점과 전통시장까지 쇼핑공간도 가득하다. 호텔 자체적으로 다양한 프로모션과 이벤트가 연중 진행된다. 호텔 방문 전 홈페이지나 전화로 문의하면 더욱 다양한 혜택을 누릴 수 있다.   
11. 나로비치호텔 [한국관광 품질인증/Korea Quality],전라남도 고흥군 봉래면 나로도항길 94-10,#고흥추천숙소#나로비치호텔#숙박#숙소#전남추천숙소#추천숙박#한국관광품질인증#한국관광품질인증업소,061-835-9001, http://www.narobeachhotel.com ,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=091da553-ca5f-4fd5-b195-de9fa48b5bfb, 대한민국 항공수도라고 할 수 있는 고흥군 외나로도에 위치한 호텔이다. 5층 규모의 쾌적하고 깔금한 호텔로 나로항 일대를 조망할 수 있다. 바로 앞에 있는 나로도연안여객선터미널에서 원시림과 꽃밭이 예쁜 쑥섬  트레킹이나 낚시하기 좋은 손죽도행 여객선을 탈 수 있다.  나로비치호텔은 39개 객실을 보유했으며 좌식생활이 익숙한 어르신이나 어린 아이가 있는 가족여행에 적합한 한실  아늑하고 합리적인 공간 배치로 여유로운 더블룸  싱글베드와 더블버드  소파와 테이블이 놓인 트윈룸  침실과 휴식 공간이 분리된 스위트룸 등 네 종류의 객실이 있다. 전객실 비데를 갖춘 청결한 화장실이 인상적이다.  나로비치호텔은 외나로도의 중심에 위치하는데 나로우주해변까지 차량으로 약 3분이면 닿는다. 긴 백사장과 솔숲이 어우러진 해변으로 고흥을 대표하는 해수욕장이다. 우주과학을 체험하고 이해할 수 있는 나로우주센터 우주과학관까지 약 10분  소록도·거금대교는 약 1시간 걸린다.    
12. 대나무이야기호텔 [한국관광 품질인증/Korea Quality],전라남도 담양군 담양읍 추성로 1346,#담양추천숙소#대나무이야기호텔#숙박#숙소#전남추천숙소#추천숙박#한국관광품질인증#한국관광품질인증업소,061-382-1335, http://www.대나무이야기.kr ,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=f5b3bd00-9e0a-47f4-a21c-c8738e232b2f, 대나무 고장으로 유명한 담양에 위치한 대나무이야기호텔은 담양군청  담양시외버스터미널 가까이에 위치한 가족형 숙박시설이다. 깨끗하고 편안한 시설로 객실마다 독특한 테마로 꾸몄다. 객실은 캡슐룸  일반실 소·대  로얄실  로얄트윈  특실침대  특실온돌  가족실 소·대 등 여러 가지로 구성돼 여행 구성원이나 침대 유·무에 따라 원하는 객실을 고르면 된다. 전 객실 구스다운 침구를 제공하고  간단한 조식(토스트&커피)도 준비된다.  대나무이야기호텔은 수 백 년 된 푸조나무  팽나무 등이 도열한 관방제림  대숲의 아름다움에 매료되는 죽녹원  부담없이 먹기 좋은 국수집이 모여 있는 담양국수거리 등 담양 주요 여행지를 걸어서 둘러볼 수 있어 편하다. 또 담양 최고의 여행지인 담양메타세콰이아가로수길과 담양메타프로방스까지 차량으로 5분 정도로 가깝다. 그밖에 함께 여행코스로 넣기 좋은 금성산성 매표소까지 약 15분  담양창평슬로시티 약 25분  소쇄원·식영정·확벽당 약 30분 걸린다.   
13. 가락관광호텔,서울특별시 송파구 송파대로28길 5,#서울숙소#송파구#숙박,02-400-6641~3, http://www.hotelkarak.com ,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=3ff5062b-6193-4b14-ae9b-4c90c9b7d5c5,가락 관광호텔은 동양 최대의 가락동농수산물시장과 인접해 있고 주변에 잠실 롯데월드  올림픽공원  삼성의료원  현대아산병원  가든파이브  코엑스  도심 공항 터미널  잠실경기장 등이 근거리에 위치하여 비즈니스 스포츠 문화 건강의 중심에 있다.
14. 더호텔영종 [한국관광 품질인증/Korea Quality],인천광역시 중구 영종대로 114,#더호텔영종#숙박#숙소#인천추천숙소#추천숙박#한국관광품질인증#한국관광품질인증업소,032-751-1146, http://www.hotelyj.com ,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=f40cb740-a828-4aa4-9c16-81adff649f9a,더호텔영종은 인천국제공항옆 영종신도시 운서동의 위치하고 있는 비즈니스 호텔이다.  차량으로 10분이면 공항에 도착할 수 있어 관광객과 승무원들이 많이 찾는 곳이기도 하다.  심플함과 우아함을 컨셉으로 전세계 비즈니스 고객과 도심과 일상에서 벗어나 힐링을 원하는 고객 모두에게 체크인 순간부터 내집과 같은 편안함을 느낄수 있도록 세심한 케어서비스로 고객들의 감동을 이끌어 낼 것이다.  주변 맛집으로는 해물칼국수  조개구이  순두부찌개등을 추천한다.
15. 힐하우스 호텔 [한국관광 품질인증/Korea Quality],서울특별시 중구 소공로3길 42,#서울추천숙소#숙박#숙소#추천숙박#한국관광품질인증#한국관광품질인증업소#힐하우스호텔,02-777-8135, https://twitter.com/hillhousehotel1 ,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=f07d9cff-2f0e-4ff4-91cc-53b6566ad1a2, 힐하우스 호텔은 서울 남산공원 아래 위치한 비즈니스호텔이다. 2006년에 문을 연 숙박시설로 현재 총 40개 객실을 보유한다. 객실은 더블룸  트윈룸  디럭스트윈룸  스위트룸 등 다양한 형태를 갖추고 있고  깔끔하고 청결한 객실 컨디션으로 호평을 받고 있다. 특히 호텔 주변이 주택가여서 호젓한 숙박시설을 찾는 여행자에게 알맞다.  객실 내 편의시설도 잘 갖춰져 있다. 모든 객실에서 무료 인터넷 이용이 가능하고  로비 공용 공간에 노트북PC가 마련되어 있다. 조식도 무료인데 1층 식당에서 토스트  커피  시리얼 등을 매일 제공한다. 식당 내에 공용 전자레인지가 있어 간편 음식을 데워 먹기도 편하다. 호텔 이용 고객의 편의를 위해 짐보관 서비스도 무료로 제공한다.  지하철 회현역  서울역  명동역이 주변에 있어 대중교통을 쉽게 이용할 수 있다. 도보로 이동 가능한 거리에 남산서울타워  남대문시장 등이 위치한다. 특히 남대문시장에서 10~15분만 걸으면 명동이다. 명동은 대형 백화점과 면세점이 있어 쇼핑을 즐기는 외국인 여행자라면 빼놓을 수 없는 핫플레이스다. 또 청계천과도 가까워 서울 도심 여행을 즐기는 여행자에게 추천할 만한 숙박시설이다.  
16. 라르시티 [한국관광 품질인증/Korea Quality],인천광역시 남동구 호구포로 209,#라르시티#숙박#숙소#인천추천숙소#추천숙박#한국관광품질인증#한국관광품질인증업소,032-456-0000, http://www.hotellart.com ,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=123f372d-b487-46f6-9552-af2469bc37b1, 프랑스어로 ‘예술(l  art)’이라는 뜻을 품은 호텔 라르시티는 2017년 1월에 개관한 도심형 비즈니스호텔이다. 인천 수인선 호구포역에서 도보 1분 거리에 위치해 교통이 편리하다. 객실은 슈페리어 더블 22실  슈페리어 트윈 151실  패밀리 트윈 34실로 구성되어 있다. 단정한 객실 인테리어와 깔끔한 시설  편안한 침구 덕분에 가성비 좋은 숙소로 평점이 높다. 객실 테라스에서 내다보이는 도심 야경 또한 라르시티의 매력이다. 라르시티에는 비즈니스 고객의 편리한 업무를 위한 맞춤 서비스가 잘 갖춰져 있다. 전 객실에서 유무선 인터넷 사용이 가능하고 인쇄  팩스  우편 발송  짐 보관 서비스를 제공한다. VIP 전용 라운지에서는 스캐너  빔프로젝터  별도의 미팅룸 등을 이용할 수 있다. 주변에 수인선과 연결된 관광 명소가 즐비해 지하철 여행을 즐기기도 좋다. 소래종합어시장과 소래포구  소래습지생태공원  늘솔길공원 양떼목장까지 지하철로 이동 가능하며 승용차로는 각 10여 분 거리에 위치한다. 인천의 핫플레이스 송도센트럴파크까지 승용차로 20분이면 닿는다.   
17. 발리모텔 [한국관광 품질인증/Korea Quality],전라북도 남원시 옥정4길 5,#군산추천숙소#발리모텔#숙박#숙소#전북추천숙소#추천숙박#한국관광품질인증#한국관광품질인증업소,063-625-7800  010-3179-8855,,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=c22f7756-7c64-4d92-8ba1-e03c2d5c9722, 남원 시내 중심부에 자리한 발리모텔은 깔끔한 시설과 편리한 위치를 자랑한다. 객실 벽을 나무 패널을 사용하고 단색 페인트로 마무리해 모던한 분위기를 풍긴다. 신축 건물이라 안팎으로 깨끗하며  객실 내부 역시 청결 상태가 양호하다. 남원여행 시 가성비 좋은 알뜰 숙소를 찾는 여행객에게 만족감을 줄 것이다. 1층에 여성전용 사우나가 있다.  발리모텔에서 남원시청까지 380m 거리고 남원을 대표하는 광한루원과 추어탕거리까지 차로 5분  춘향테마파크는 6분 거리다. 남원 주요 여행지를 도보 혹은 차량으로 접근하기 쉽다. 발리모텔에서 도로 하나를 건너면 남원 폐역 부지에 닿는데 전체를 공원으로 조성해 가벼운 산책을 즐기기 좋다. 남원 폐역은 봄부터 가을까지 꽃양귀비  백일홍  코스모스 등 다양한 꽃이 피어 일부러 사진 찍으러 찾는 이들이 많다.  남원은 우리나라를 대표하는 고전소설  의 배경으로 광한루원과 춘향테마파크에서 이야기 속 주요 장면을 떠올릴 수 있다. 광한루원은 명승 제33호로 아름다운 건축물과 연못  나무  돌다리가 어우러진 모습이 고색창연하다. 춘향테마파크에는 월매집  동헌  옥사 등 옛 건물과   주요 장면을 재현한 조형물 등 볼거리가 많다.   
18. 푸른산유스텔(puloonsan youthtel) [한국관광 품질인증/Korea Quality],경상북도 경주시 불국신택지5길 22,#경북추천숙소#경주추천숙소#숙박#숙소#추천숙박#푸른산유스텔#한국관광품질인증#한국관광품질인증업소,054-746-1811  010-5311-4777,없음(개편 중),,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=d7b4020f-9303-4a8a-9793-efa0e92c15f6, 경주 불국사 옆에 자리한 푸른산유스텔은 200여 명이 묵을 수 있는 대규모 숙박업소다. 지하 1층~지상 2층의 전통 기와를 얹은 현대식 건물이다. 건물 안에 총 48개 객실을 갖췄으며 단체 식사가 가능한 식당과 세미나실이 있다. 침대가 있는 청운실과 백운실은 1인부터 사용 가능하며  온돌방은 기본 2명부터 최대 15명까지 투숙이 가능하다. 모든 객실에는 욕실 겸용 화장실이 딸려 있으며  6인 이상 사용하는 객실에는 화장실을 2개 설치했다. 1인 여행객은 물론 가족 및 단체 여행객이 머물기에도 편리하다. 조식을 포함한 식사는 사전 예약 시 제공한다. 예약 인원수에 맞춰 제철 식재료로 맛깔스러운 음식을 준비한다. 음식에 사용하는 간장과 고추장  된장은 주인이 직접 담근 것을 기본으로 사용하는 것이 이곳의 자랑이다.   
19. 호텔큐비(호텔QB) [한국관광 품질인증/Korea Quality],서울특별시 종로구 종로 322-10,#서울추천숙소#숙박#숙소#추천숙박#한국관광품질인증#한국관광품질인증업소#호텔QB#호텔큐비,02-743-1294, http://www.hotelqb.com ,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=34351642-3168-4d3f-ba63-378130079571, 서울 지하철 동대문역에서 도보 3분 거리에 위치해 쇼핑과 문화관광을 즐기기에 좋다. 공항버스가 지나는 길목이라 교통이 편리하고  대형 쇼핑몰과 패션 도매상가가 모여 있는 동대문종합시장이 도보 10분 거리에 있다. ‘큐비(QB)’는 ‘boutiQue Business’의 줄임말로 비즈니스나 여행을 목적으로 온 손님에게 수준 높은 서비스와 객실을 제공하겠다는 뜻을 담고 있다. 사전 정보 없이 방문한 여행객을 배려해 맞춤 여행 컨설팅 서비스를 제공하며 무료 수하물 보관소도 운영 중이다. 호텔큐비에는 1인 여행객을 위한 싱글룸부터 최대 6인이 묵을 수 있는 쿼드룸까지 총 21실이 갖춰져 있다. 모던하고 세련된 인테리어가 돋보이는 객실은 파스텔톤으로 꾸며 더욱 아늑한 느낌을 준다. 전 객실에서 인터넷을 무료로 이용할 수 있고 공용주방 내에 공용PC가 마련되어 있다. 전자레인지  인덕션  냉장고  조리도구 등을 구비한 공용주방에서 취사도 가능하다.  동대문종합시장을 비롯해 호텔큐비 주변 관광지에는 밤낮 없이 여행자들로 문정성시를 이룬다. 젊은이들의 패션 트렌드를 주도하는 동대문 패션 거리는 밤이면 더욱 활기를 띠고 인근 동대문디자인플라자(DDP)는 야경 명소다. 매주 금  토요일 저녁에는 밤도깨비야시장이 열려 먹거리  볼거리가 더욱 풍성해진다. 이외에도 동대문역사문화공원  청계천 헌책방 거리  동묘 벼룩시장이 호텔큐비에서 가깝다. 지하철 한 정거장 거리에 광장시장  종묘  대학로가 있어 뚜벅이 여행자들에게 추천할 만한 숙소다.  
20. 백두대간협곡열차(V-트레인),경상북도 봉화군 소천면 분천길 49,#가족여행#경상권#관광지#당일치기여행#데이트코스#백두대간협곡열차(V-트레인)#봄나들이#연인과함께#이색열차#지역특화주전부리#체험#추억여행#친환경여행#휴식여행#힐링#힐링&여행#힐링&휴양여행,투어레일 기차여행 1600-7788,기차여행 백두대간협곡열차 페이지  http://www.7788.co.kr/html/product_view.php?category_a=1&amp code=P0000425 ,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=59054bb5-2d28-4d83-823b-acab655cac3e,중부내륙지역의 가장 아름다운 구간을 왕복하는 백두대간협곡열차 ‘V-train’은 흰바탕에 검은색 줄무늬를 한 백두대간의 아기 호랑이를 닮은열차로 V는 ‘valley(협곡)  의 약자이며  동시에 협곡의 모양을 의미한다.분천  양원  승부  철암 구간(27.7km)을 운행하고 있으며  특히 가장 아름다운 분천에서 승부에 이르는 구간은 시속 30Km로 천천히 이동하며  태백준령의 비경을 충분히 감상할 수 있도록 배려하는 관광전용열차다.진달래꽃이 내려앉은 듯 선명한 진분홍빛 객차는 숲속과 협곡의 청정자연을 느낄 수 있는 개방형이다. 천정을 제외한 구간을 유리로 처리해 관광객의 시야를 넓혔으며  개방형 창문으로 청정 자연의 공기를 그대로 느낄 수 있다. 특히  후면부 전망칸과 외관은 이국적인 정취를 풍긴다. 
21. IFC몰,서울특별시 영등포구 국제금융로 10,#IFC몰#관광지#복합쇼핑몰#쇼핑#수도권#연중무휴,02-6137-5000 (IFC몰 고객 서비스 센터),IFC몰  http://www.ifcmallseoul.com ,연중무휴,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=f90be4f3-47cb-4b33-b8b5-18c935e80831,IFC몰은 세계적인 건축설계 및 인테리어사인 베노이(Benoy)가 기존의 규격화된 쇼핑몰과 차별화된 디자인을 선보이며  각 브랜드 개성에 맞게 샵 프런트를 독창적으로 연출하여 이국적인 분위기를 느낄 수 있다. 글라스 파빌리온을 통해 자연채광을 풍부하게 제공하고  심플하고 넓은 쇼핑 동선이 갖춰져 편안한 쇼핑을 즐길 수 있다.  아울러  IFC몰은 미국의 부동산개발사인 AIG Global Real이 개발을 담당하고  미국의 대표적인 쇼핑몰 개발 운영사로 27개의 쇼핑몰을 운영하고 있는 Taubman이 60년간 축적된 노하우를 토대로 인터내셔널 매뉴얼에 따라 운영한다. 국내 최초로 인터내셔널 매니지먼트 시스템에 따라 운영되어 앞선 쇼핑 문화를 즐길 수 있다.  IFC MALL은 홀리스터  자라  유니클로  마시모두띠  망고  버쉬카 등 글로벌 패션 브랜드와 다이닝  엔터테인먼트를 한 자리에서 만날 수 있는 International style shopping mall 로 글로벌 트렌드를 스마트하게 즐길 수 있다.>   ※ 반려견 동반 여행 정보  [반려견 동반 출입 가능 매장] 1. 반려견과 함께 식사하기 - L1 : 디 초콜릿  홉슈크림  웨즐스 프렛즐  스무디킹 - L2 : 나폴레옹 베이커리  커피빈  2. 반려견 동반 출입 가능 매장 - L1 : 러쉬  더 일마 - L2 : 알로  데상트  망고  더 바디샵  3. 캐리어 지참 시 동반출입 가능 매장 - L1 : 알마니 익스체인지  베네피트  버쉬카  COS  가든준오  그라놀로지  록시땅  마시모두띠  무인양품  오이쇼  유니클로 - L2 : 아디다스퍼포먼스  이솝  부츠  찰스앤키스  프리스비  핫티  준오헤어  나이키  풀엔베어  스케쳐스  스와로브스키  언더아머  빅토리아슈즈  영풍문고  * 반려견과 L3층 식당가 이용 불가 * 반려견 출입 안내 사인 확인 요망  [반려견 동반 이용 가능 엘리베이터 및 주차장] 1. 엘리베이터 별 주의사항 - L1/2층 A/B홀 엘리베이터 이용 시 반려견 케이지 필수 - L1/2층 C홀 엘리베이터 이용 시 반려견과 함께 사용 가능  [반려견 동반 출입 이용 수칙] - 광견병 예방접종과 애완견 등록이 완료된 10KG 미만의 반려견에 한해 입장 가능 - 반드시 케이지나 유모자 또는 목중 착용 후 입장 - 다른 고객의 안전을 위해 목줄은 1.5M 이내로 조절 - 배변 발생 시 쇼핑몰 내에 비치된 배변봉투를 이용하여 깨끗이 처리 - 마킹하는 반려견은 반드시 매너벨트 착용 - 사람을 공격하여 상해를 입힐 수 있는 반려견은 입장 불가 - 반려견 행동 돌발 상황 발생 시 견주의 책임  * 출입제한 - 도사견과 그 잡종의 개 - 아메리칸 핏불 테리어와 그 잡종의 개 - 아메리칸 스탠퍼드셔 테리어와 그 잡종의 개 - 스탠퍼드셔 불테리어와 그 잡종의 개 - 로트와일러와 그 잡종의 개
22. 신세계사이먼 시흥 프리미엄 아울렛,경기도 시흥시 서해안로 699,#관광지#쇼핑,통합 콜센터 1644-4001,공식 홈페이지  http://www.premiumoutlets.co.kr  페이스북  http://www.facebook.com/PremiumoutletsKorea  인스타그램  http://www.instagram.com/premiumoutlets.korea ,설(구정). 추석 당일 노브랜드 매월 둘쨰 넷째 일요일 휴무,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=238081c5-d543-430a-b3c3-6f2287185333,신세계사이먼 시흥 프리미엄 아울렛은 일상에 지친 도시인들이 힐링할 수 있는 ‘복합 쇼핑 리조트’이다. 스페인 북동부 지역 까다께스(Cadaques) 해안가 마을 컨셉의 이국적인 외관과 함께 편의 및 놀이시설  그리고 체험형 컨텐츠가 어우러져 실속 있는 쇼핑과 여유로운 휴식을 즐길 수 있다.  시흥 프리미엄 아울렛은 제 2  3 경인고속도로  외곽순환고속도로 등 5개 고속도로가 지나 접근성과 편의성이 뛰어나며  다양한 카테고리의 220개 브랜드를 균형감 있게 갖춰 수도권 서남부를 대표하는 쇼핑  관광  문화의 메카로 자리매김하고 있다.  아르마니  코치  마이클코어스  휴고보스 등 해외 유명 디자이너 브랜드와 나이키  아디다스  언더아머  뉴발란스  데상트 등 인기 스포츠 브랜드 대형 매장이 각광받고 있다. 특히  언더아머는 350평으로 전국 최대 규모를 자랑한다. 또한  띠어리  마쥬  산드로  질스튜어트  DKNY 해외 패션브랜드와 함께 스튜디오 톰보이  미샤  르베이지 등 국내 인기 패션브랜드도 보유했다. 야외 쇼핑센터와 함께 아동관 및 생활관 등 카테고리 전문관으로 구성한 실내 쇼핑몰에서는 원스톱 쇼핑이 가능하다.  자연 친화적인 조경으로 이루어진 ‘센트럴 가든’  가족 및 연인들이 야외에서 피크닉을 즐길 수 있는 ‘스카이 가든’  어른까지 다양한 연령대가 즐길 수 있는 ‘풋살 경기장’ 등  세계 각국 및 전국의 테마 음식을 즐길 수 있는 ‘테이스트 빌리지’ 등의 공간은 특히 가족단위 고객에게 안성맞춤이다.   ※ 반려견 동반 여행 정보  - 목줄 착용  케이지  유모차 이용 시 반려동물 아울렛 출입가능    (단  매장 내부 입장 가능 여부는 매장에 따라 상이) - 쇼핑몰 내에 배변봉투 비치 - 애견놀이터 ‘펫 파크’ 운영 - 몰리스 펫샵 (강아지 호텔/놀이터  미용/스파  관련상품 구매) 운영
23. 조가비,서울특별시 중구 명동9길 21,#맛집#음식,02-757-7736,,연중무휴,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=2470ed88-6f77-453b-8de3-02e9c1dab314,※ 영업시간 11:00 ~ 02:00(익일)  조가비는 서울 명동에 위치한 조개구이 전문점이다. 도심 한복판에서 조개구이를 맛볼 수 있으며 조개구이  조개찜 이외에 수제비 칼국수 등 다양한 메뉴를 제공한다.
24. 도남오거리식당,제주특별자치도 제주시 도남로6길 16,#도남오거리식당#맛집#음식#음식점#제주맛집#한식#황소구이,064-722-4844,,명절연휴,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=e9c75498-1034-44a3-9ef0-33cb0e4ce225,※ 영업시간 10:00 ~ 24:00  18년 전통의 고기전문점으로  제주에서 흔히 맛볼 수 없는 황소모듬구이 전문식당이다. 황소모듬구이  육회  쌈밥 등의 메뉴를 가지고 있는데 다양한 소 부위를 저렴하게 먹을 수 있는 곳으로 유명하다. 도남동의 본점과  외도점이 있다.
25. 중부내륙순환열차(O-트레인),서울특별시 용산구 한강대로 405,#가족여행#관광지#기차여행#데이트코스#봄나들이#연인과함께#이색열차#이색체험#중부내륙순환열차(O-트레인)#체험#추억여행#커플데이트#커플여행#휴식여행#힐링#힐링&여행#힐링&휴양여행,코레일 1544-7788,코레일  http://www.letskorail.com/ ,월요일 운휴  정기 점검시  ,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=54c6515e-a73c-4527-8eb1-32b93ca62be7,O-train의 O는 ‘One  의 약자이며 순환을 상징하는 모양으로  중부내륙 3도(강원  충북  경북도)를 하나(One)로 잇는 순환열차를 의미한다. 타기만 해도 즐거운 철도여행을 모토로 선보인 중부내륙순환열차 ‘O트레인’은 1개 열차가 서울역에서 매일 아침에 출발해 제천에서 철암역까지  철암역에서 제천을 지나 서울역까지 1일 1왕복 운행하고 있다.‘O트레인’은 최고시속 150km로 달릴 수 있어 중부내륙지역까지 빠르게 이동  일본이나 유럽의 특급관광열차처럼 모든 객실은 목조 느낌이 나도록 꾸몄으며  외관은 대한민국의 아름다운 사계절을  내부는 백두대간의 봄․여름․가을․겨울을 담은 고품격 스타일의 관광전용열차이다. 
26. 강원 영월 김삿갓 [슬로시티],강원도 영월군 김삿갓면,#강원권#강원영월김삿갓#관광지#교과서속여행#사계절#슬로시티#아이와함께#역사#자연마을#자연좋은곳#자연환경#체험학습#휴식공간#휴식여행#휴식하기#휴식하기좋은곳,영월군 문화관광체육과 033-370-2251,슬로시티  http://www.cittaslow.kr ,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=a047348b-3aec-4d7a-80a7-86b77562db18,강원도 최남단에 자리한 영월군 김삿갓면은 강원도 최초로 국제슬로시티에 지정된 지역이다. 방랑시인 김삿갓 유적지 덕분에 고장 이름이   김삿갓면  이라 붙은 이곳은 자유로운 방랑자의 이름만큼 청정한 자연환경을 지키고 있어   청정 여행지  로 주목받고 있다. 청정한 자연환경을 잘 보존하고 있는 영월군은 천혜의 자연환경뿐만 아니라 전국에서 가장 많은 박물관을 품은 고장으로 꼽힌다. 총 24개의 박물관이 있는데 슬로시티 김삿갓면에   난고김삿갓문학관  과   영원동굴생태과      조선민화박물관   등 총 8개의 박물관이 자리한다. 삶에 대한 물질적 욕심 대신 오롯이 삶 자체에 집중한 방랑객의 흔적을 따라가며 그동안의 인생에 대해 돌아볼 수 있는 슬로시티이다. 
27. 담담각 [한국관광 품질인증/Korea Quality],인천광역시 강화군 하점면 고려산로285번길 14-29,#담담각#숙박#숙소#우수숙소#인증숙소#인천숙소#인천추천숙소#전통체험#추천숙박#한국관광품질인증#한국관광품질인증업소#한옥#한옥숙소,010-8825-6418, http://damdamgak.co.kr ,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=57db3f6e-5873-44f7-bc55-50677e6a0b4a,담담각은 100년 전에 세워진 한옥을 숙박시설로 이용하고 있는 헤리티지 한옥스테이이다. 약 6616㎡(2000평)의 대지에 전통한옥 세 채(숙박 2채  쉼채 1채)와 정원  연못  텃밭 등으로 이뤄졌다. 입구에 들어서기 전 눈에 먼저 들어오는 돌담은 20여 년간 사람이 직접 손으로 쌓아올린 것이어서 세월의 무게를 느낄 수 있다. 한옥은 옛 모습을 간직하면서도 현대식 시설로 채워졌다. 주방에는 옛 우물과 가마솥이 고스란히 자리한다. 품격 있는 한실로 꾸며진 침실은 안방  사랑방  별채방이 있고 각 방 옆에 고급스러운 인테리어가 돋보이는 화장실 겸용 욕실을 마련했다. 담담각은 정원이 숙박객들이 칭찬하는 공간이다. 정원은 200여 그루의 소나무와 100년 수령을 자랑하는 살구나무  감나무 등이 자라고 있으며  한국의 전통 방식으로 만들어진 연못 3곳에는 비단잉어가 살고 있다. 담담각이 더욱 특별한 이유는 넓은 대지의 한옥에 하루 딱 한 팀에만 숙소를 제공한다는 점이다. 대여료는 숙박 인원수에 따라 달라지는 점이 독특하다. 
