인덱스,이름,주소,#태그,전화번호,홈페이지,운영시간/휴무일,이미지,입장료,주차시설,소개
3999,청해장 모텔,강원도 양양군 양양읍 서원길 8,#강원도#춘천#관광지#모텔,010-6212-7759,,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BE10060_I_01.JPG&w=454&h=242,40000~80000원,주차 가능무료주차,청해장 모텔은 강원도 양양군 양양읍에 있는 모텔로 시원하게 펼쳐진 동해 바다를 바라보며 힐링할 수 있는 곳이다. 총 15개의 객실이 마련되어 있고 침대방과 온돌방 단체 방에 넉넉한 침구류까지 완비되어 있어 양양을 찾는 커플 가족 MT 등 누구나 편안하고 안락하게 이용할 수 있다. 객실 내에는 냉장고 TV 화장대 등이 있다. 양양을 찾게 된다면 합리적인 가격에 깔끔한 청해장 모텔에 들러보는 것을 추천한다.
4000,의상대 콘도텔,강원도 양양군 강현면 낙산사로 48,#강원도#춘천#관광지#모텔,033-672-3201,http://www.euisangdae.tc.to/,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BE10059_I_01.JPG&w=454&h=242,50000~180000원,주차 가능무료주차,의상대 콘도텔은 강원도 양양군 강현면에 있는 콘도식 모텔이다. 낙산 해수욕장 바로 앞에 있는 모텔로 객실 내에서 푸른 동해 바다를 볼 수 있어 관광객의 발걸음이 끊이지 않고 있는 곳이다. 총 12개의 객실이 마련되어 있으며 온돌방과 침대방이 있어 원하는 타입의 객실을 고를 수 있다. 호객행위와 터무니없이 높은 가격을 받지 않아 정직한 가게로 꼽힌 곳이다.
4001,아침바다콘도텔,강원도 양양군 강현면 낙산사로 48-1,#강원도#춘천#관광지#모텔,010-8969-8477,http://telconachimbada.modoo.at/,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BE10057_I_01.JPG&w=454&h=242,40000~180000원,주차 가능무료주차,아침 바다 콘도텔은 강원도 양양군 강현면 낙산사로에 있는 콘도형 모텔이다. 12개의 객실이 마련되어 있어 가족 친구 애인과 함께 머무르기 좋으며 이용요금은 4만 원에서 18만 원으로 저렴한 가격을 자랑한다. 객실에는 가스레인지 식기 조리기구 커피포트 등이 갖춰져 있어 머무르면서 필요한 시설이 있어 짐도 가볍게 꾸릴 수 있고 1층 엘리베이터 앞 전자레인지와 2층의 세탁기는 공동으로 이용할 수 있다.
4002,모텔 비치사이드,강원도 양양군 강현면 해맞이길 40-1,#강원도#춘천#관광지#모텔,033-672-2423,,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BE10056_I_11.JPG&w=454&h=242,40000~100000원,주차 가능무료주차,모텔 비치사이드는 강원도 양양군 강현면에 있는 모텔이다. 10개의 객실이 있어 가족 친구 애인과 함께 숙박하기 좋으며 노래방 세미나실 등을 무료로 제공하고 있어 다른 숙박업체와는 다른 매력을 갖고 있다. 이용요금은 4만 원에서 10만 원으로 갖추고 있는 시설에 비해 매우 저렴한 가격을 자랑해 숙박객들에게 사랑받고 있는 숙박업체이다. 건물 1층에는 함흥 회센터가 있다.
4003,낙산파크랜드모텔,강원도 양양군 강현면 해맞이길 8-5,#강원도#춘천#관광지#모텔,033-673-0777,,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BE10040_I_06.JPG&w=454&h=242,30000~300000원,주차 가능없음,낙산 파크랜드 모텔은 양양의 유명 해수욕장인 낙산해수욕장과 가까운 곳에 있는 리조트형 모텔이다. 큰 규모의 건물에 꽉 들어찬 넉넉한 객실과 해변이 보이는 바다 조망 객실로 관광객들에게 인기가 많은 곳이다. 모텔 건물의 1층에 위치한 금강산 횟집과 연계한 관광상품이 가장 인기를 끌고 있는데 횟집에서 모둠회와 황태해장국으로 저녁과 조식을 해결하고 모텔에서 숙박하는 패키지 상품이다.
4004,엠모텔,강원도 양양군 양양읍 해맞이길 95-13,#강원도#춘천#관광지#모텔,033-672-5965,http://mmotel365.co.kr,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BE10038_I_01.JPG&w=454&h=242,30000~150000원,주차 가능무료주차,엠모텔은 강원도 양양군 양양읍 해맞이길에 있으며 독특하면서도 재미있는 외관이 흥미를 끄는 모텔이다. 쾌적하면서도 다른 호텔과는 다른 객실이 눈에 띄어 독특하다는 느낌이 가장 먼저 드는 숙박지이다. 여름에 더위를 잡아줄 에어컨과 심심할 틈을 주지 않는 TV 신선하게 음식들을 보관할 수 있는 냉장고 등이 있어 쾌적하게 숙박에 머무를 수 있다. 다른 숙박업체보다 저렴한 가격을 자랑해 많은 숙박객이 머무르는 숙박업체다.
4005,이스트비치,강원도 양양군 현남면 인구길 60-13,#강원도#춘천#관광지#펜션,033-671-6081,,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BD11250_I_04.JPG&w=454&h=242,50000~100000원,주차 가능무료주차,양양군 현남면 인구길에 위치한 이스트 비치는 작지만 조용한 항구인 인구 항을 한눈에 볼 수 있는 바다전망을 자랑하는 숙박업소다. 인구항의 일출과 일몰을 가까이서 볼 수 있는 이스트 비치는 가족 단위 여행객들이 이용하기에 편리하게 넓은 거실과 안방 작은 방 욕실 주방 등이 마련돼 마치 하나의 보금자리처럼 구성됐다.
4006,썬샤인모텔,강원도 양양군 강현면 일출로 31-7,#강원도#춘천#관광지#모텔,033-672-7880,,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BE10037_I_11.JPG&w=454&h=242,40000~100000원,주차 가능무료주차,썬샤인모텔은 양양의 명소 낙산해수욕장 앞의 횟집 거리의 뒤편으로 자리하고 있다. 콘도형의 객실이 아니라 취사시설은 이용할 수 없지만 건물의 옆에 바비큐장이 마련되어 있어 바비큐 파티와 함께 낙산해수욕장의 시원한 밤을 제대로 즐길 수 있다. 낙산해수욕장이 바로 앞에 있으며 낙산사와도 가까우며 큰 도로로 나가기 전에 양양 곤충생태관을 만나볼 수 있어 다양한 관광요소를 함께 즐기며 추억을 남기고 갈 수 있다.
4007,도원콘도텔,강원도 양양군 강현면 일출로 18,#강원도#춘천#관광지#모텔,033-672-1823,http://www.dowoncondotel.com,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BE10036_I_01.JPG&w=454&h=242,30000~100000원,주차 가능없음,도원 콘도텔은 강원도 양양군 강현면 일출로에 있으며 현대식 콘도형 민박으로 유명한 숙박지이다. 동해 낙산해수욕장의 백사장이 바로 앞 2분 거리에 있어 수영복을 입고 출입을 할 수 있을 만큼 가까운 거리에 있다. 천장이 옥가루로 페인팅 되어있어 상쾌함을 더해주고 있으며 콘도의 취사시설이 현대식 인테리어로 마련되어 있어 편리하게 이용할 수 있다. 객실은 에어컨 TV 냉장고가 갖추어져 있어 불편하지 않게 머무를 수 있다.
4008,공항모텔,강원도 양양군 양양읍 동해대로 2863,#강원도#춘천#관광지#모텔,033-672-0031,,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BE10035_I_01.JPG&w=454&h=242,40000~100000원,주차 가능없음,공항모텔은 강원도 양양군 양양읍 동해대로에 있으며 크고 넓은 외관이 눈에 띄는 모텔이다. 밤에는 조명으로 은은하게 밝혀 주어 분위기 있는 모습을 자랑하며 아늑하면서도 쾌적한 시설 덕분에 많은 관광객이 머무르는 숙박지이다. 에어컨 TV 냉장고 등이 있어 편리하게 머무를 수 있다. 독특한 객실이 눈에 띄며 외부에 주차장이 있어 자가용을 끌고 나온 관광객도 쉽게 접근할 수 있다.
4009,오색안터펜션,강원도 양양군 서면 안터길 36-11,#강원도#춘천#관광지#펜션,033-672-3785,,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BD11313_I_01.JPG&w=454&h=242,50000~300000원,주차 가능무료주차,양양군 서면 오색리에 위치한 오색 안 터 펜션은 아름다운 자연 속에 있는 펜션이다. 통나무로 된 황토 방과 온천 방 약수 방 그리고 펜트하우스 등의 객실로 구성됐다. 다양한 객실이 준비되어 있으며 온돌로 되어있어 가족 단위 여행객이 숙박하기에 좋다. 테라스에 바비큐장이 있어 바비큐 파티를 즐길 수 있으며 주차장 또한 넓어 주차하기 편리하다.
4010,탁장사마을펜션,강원도 양양군 현북면 어성전길 180,#강원도#춘천#관광지#펜션,010-2975-0102,http://takjangsa.com/,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BD11312_I_14.JPG&w=454&h=242,70000~300000원,주차 가능무료주차,양양군 현북면에 위치한 탁 장사 마을 펜션은 어성전계곡의 여유를 만끽할 수 있는 펜션이다. 탁 장사마을에서 운영하는 숙박업소로 믿고 이용할 수 있으며 통나무 목조건물이 마치 유럽의 산장에 온 느낌이다. 객실마다 에어컨 냉장고 벽걸이 TV 헤어드라이어 인덕션 등 취사도구가 준비되어 있으며 캠핑장도 이용할 수 있다. 야외 바비큐 이용 시 그릴과 숯불이 제공된다. 이 밖에도 농구장 족구장 정자 쉼터 그네와 마당 등을 사용할 수 있다.
4011,법수치여울목펜션,강원도 양양군 현북면 법수치길 658-4,#강원도#춘천#관광지#펜션,033-672-1751,http://www.yeoulmokps.kr/,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BD11281_I_01.JPG&w=454&h=242,70000~170000원,주차 가능무료주차,양양군 현북면 법수치길에 위치한 법수치여울목펜션은 앞에 맑은 계곡물이 흐르고 사계절 자연풍경이 아름다운 자연 속 펜션이다. 모던하면서 유럽풍의 인테리어를 자랑하는 객실은 복층과 단층 객실로 나뉜다. 부대시설로는 펜션 앞 계곡과 바비큐장이 있어 계곡 소리를 들으며 바비큐 파티를 즐길 수 있으며 산책 및 하이킹도 할 수 있어 건강과 재미 그리고 추억까지 덤으로 챙길 수 있는 펜션이다.
4012,힐링 휴 펜션,강원도 양양군 현남면 인구길 56-2,#강원도#춘천#관광지#펜션,010-8975-9317,http://healinghue.modoo.at/,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BD11280_I_01.JPG&w=454&h=242,130000~250000원,주차 가능무료주차,힐링 휴 펜션은 양양군 현남면 인구길에 위치한 서핑 등의 다양한 레저 활동을 즐길 수 있는 인구 해변의 깔끔한 펜션이다. 서핑과 스쿠버다이빙 바다낚시 등을 즐길 수 있는 인구해변 죽도 해수욕장과 가까운 곳으로 깨끗하고 청결한 휴식을 위해 퇴실 후 모든 침구류는 세탁 교체하여 청결을 최우선으로 생각하는 곳이다. 개별테라스에서는 가족 친구 연인과 바비큐 파티가 가능하다.
4013,해피빌,강원도 양양군 손양면 송평길 149,#강원도#춘천#관광지#펜션,010-9846-3322,http://blog.naver.com/yangyang_ps/,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BD11279_I_01.JPG&w=454&h=242,280000~350000원,주차 가능무료주차,해피빌은 양양군 손양면 송평길에 위치한 단체 손님 방문에 적합한 쾌적한 시설의 집 한 채를 통째로 빌리는 단독 독채 펜션이다. 마당에는 높은 소나무와 흔들 그네 바비큐 시설 테이블이 갖춰져 있어 아이와 함께 오기 좋으며 MT 워크숍 하기에도 좋아 한 번 이용하면 또 가고 싶게 만드는 묘한 매력이 있는 펜션이다. 넓은 펜션 내부를 지녔으며 고급스러운 인테리어로 별장 느낌이 나는 곳이다.
4014,하늘정원펜션,강원도 양양군 손양면 수여길 13-26,#강원도#춘천#관광지#펜션,010-7475-4147,http://www.sky-ps.kr/,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BD11277_I_11.JPG&w=454&h=242,50000~250000원,주차 가능무료주차,양양군 손양면 수여길에 위치한 하늘정원 펜션은 양양공항과 해변이 근처에 있어 해수욕과 관광이 편리하다는 장점을 자랑한다. 화려하진 않지만 가족의 품처럼 따스한 정이 흐르는 객실과 하늘 아래 잔디정원 야외스파에서 누리는 특별한 즐거움은 일상의 나른함을 깨끗하게 날려줄 것만 같다. 객실은 푸른 하늘 은하수 하얀 쪽배 등의 객실로 이루어져 있으며 객실마다 가진 컨셉이 있어 고르는 재미를 더해 준다.
4015,피노트리펜션,강원도 양양군 손양면 수여길 13-24,#강원도#춘천#관광지#펜션,033-672-2122,http://www.haddenvill.net,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BD11276_I_01.JPG&w=454&h=242,60000~270000원,주차 가능무료주차,양양군 손양면 수여길에 위치한 피노트리펜션은 소나무로 둘러싸인 풍경이 아름다운 숙박지로 유명하며 소나무가 주는 피톤치드를 마시며 머무를 수 있어 건강까지 챙길 수 있는 펜션이다. 스파객실과 단독객실 복층 객실 커플객식 등 다양하게 구성되어 있어 가족 친구 애인과 함께 와서 즐기기 좋으며 원목 인테리어와 현대적인 인테리어 소품으로 여행의 질을 높여주고 있다.
4016,펜션 벤쿠버,강원도 양양군 손양면 문화마을길 4-1,#강원도#춘천#관광지#펜션,033-672-1580,http://www.pensionvancouver.com,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BD11275_I_18.JPG&w=454&h=242,70000~200000원,주차 가능무료주차,양양군 손양면 문화마을길에 있는 펜션 벤쿠버는 도심 속에서 지친 일상을 벗어나 자연과 하나가 될 수 있는 숙박지다. 전망 좋은 위치에 자리해 통나무 건물의 넉넉함을 선사하는 펜션 벤쿠버는 사랑스러운 인테리어와 통나무의 피톤치드가 투숙객의 심신을 달래주며 추억에 남는 아름다운 여행을 제공하기 위해 노력한다. 조식 서비스와 보드게임 자전거대여 등의 서비스를 이용할 수 있다.
4017,패밀리펜션,강원도 양양군 손양면 선사유적로 501-26,#강원도#춘천#관광지#펜션,033-673-0332,http://www.family-pension.co.kr,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BD11274_I_16.JPG&w=454&h=242,90000~300000원,주차 가능무료주차,양양군 손양면 선사유적로에 위치한 패밀리펜션은 분주하지 않고 편안하게 쉬어 갈 수 있는 숙박지다. 모던하고 현대적인 감각의 인테리어는 펜션을 찾는 투숙객에게 편안함과 여유로움을 선사해 도심에서 받았던 스트레스까지 풀어갈 수 있다. 커플룸부터 패밀리룸 스패셜룸 다양한 객실타입이 준비되어 가족 애인 친구와 함께 오기 좋으며 바비큐장 유아용 미니풀장 캠프파이어장 등의 부대시설도 갖췄다.
4018,파인클럽펜션,강원도 양양군 현북면 송이로 126,#강원도#춘천#관광지#펜션,033-672-7967,http://www.pineclub.co.kr/,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BD11273_I_14.JPG&w=454&h=242,70000~200000원,주차 가능무료주차,양양군 현북면 송이로에 위치한 파인 클럽 펜션은 하조대와 가까이 있으며 뒤쪽으로는 계곡이 있어 두 가지 즐거움을 만끽할 수 있다. 온돌 침대 독채형 객실로 운영되어 다양한 연령대가 즐길 수 있으며 투숙객의 기호에 맞게 숙박할 수 있어 고르는 재미까지 더해 준 펜션이다. 파인 클럽 펜션은 투숙객에 한해 요트 무료승선체험 프로그램을 해 주어 다른 숙박업체와는 다른 추억을 만들어갈 수 있다.
4019,파스텔펜션,강원도 양양군 현남면 인구길 28-9,#강원도#춘천#관광지#펜션,033-671-2882,http://pastelpension.modoo.at/,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BD11272_I_01.JPG&w=454&h=242,60000~310000원,주차 가능무료주차,양양군 현남면 인구길에 위치한 파스텔 펜션은 푸른 바다와 멋진 일출을 객실에서 감상할 수 있는 펜션이다. 23개의 객실이 있어 단체로 와도 숙박할 수 있어 여름에는 물놀이를 즐기러 온 관광객들에게 인기가 많으며 객실 내에는 테라스 침대 TV 냉장고 에어컨 식탁 싱크대 화장대 등이 갖춰져 있어 투숙객들에게 편리함을 더해 주어 불편함을 뺀 펜션이다.
4020,통나무쉼터펜션,강원도 양양군 손양면 동해대로 2237-12,#강원도#춘천#관광지#펜션,033-672-7707,,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BD11271_I_13.JPG&w=454&h=242,60000~250000원,주차 가능무료주차,양양군 손양면 동해대로에 있는 통나무 쉼터 펜션은 전원풍의 소박함과 조용함 그리고 솔향이 그윽한 싱그러운 아침을 맞이할 수 있는 숙박지다. 야외조리장에서 바비큐와 생선 바비큐 조개구이 등을 즐길 수 있으며 약 300평 규모의 농장에서 자란 여러 가지 유실수와 유기농 채소를 맛볼 수 있다. 총 객실은 6개로 방별로 소나무 향이 가득하며 이용객이 펜션을 편리하고 안락한 휴식을 취할 수 있도록 구성됐다.
4021,어린왕자펜션,강원도 양양군 손양면 선사유적로 316-14,#강원도#춘천#관광지#펜션,033-673-6666,http://www.erinwangja.co.kr,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BD11269_I_01.JPG&w=454&h=242,80000~250000원,주차 가능무료주차,양양군 손양면 선사유적로에 위치한 어린 왕자 펜션은 아름다운 동해안을 벗 삼아 차 한 잔의 여유와 그동안 나누지 못했던 이야기를 나눌 수 있는 개별 바다 전망과 테라스를 제공한다. 현대적인 인테리어와 단층 복층으로 구성된 객실은 양양을 찾은 이용객의 여행 질을 한 층 높여준다. 픽업 서비스와 신선한 원두커피 자전거 대여 숯불 바비큐 그릴 서비스를 이용할 수 있으며 사랑하는 반려견도 동반할 수 있다.
4022,알프스비치콘텔,강원도 양양군 현북면 하조대해안길 11,#강원도#춘천#관광지#펜션,033-671-7900,http://www.alpsbeach.com,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BD11268_I_17.JPG&w=454&h=242,40000~250000원,주차 가능무료주차,양양군 현북면 하조대해안길에 위치한 알프스비치콘텔은 객실마다 테라스가 있어 하조대의 푸른 바다를 감상하기 좋은 숙박지다. 디럭스룸부터 온돌룸까지 다양한 객실이 마련됐으며 회센타와 편의점 무선인터넷 컴퓨터와 노트북 대여 상비약 등의 서비스를 이용할 수 있다.
4023,아침바다펜션,강원도 양양군 현남면 인구길 60-5,#강원도#춘천#관광지#펜션,033-671-6340,,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BD11267_I_01.JPG&w=454&h=242,50000~70000원,주차 가능무료주차,양양군 현남면 인구길에 위치한 아침 바다 펜션은 객실마다 넓은 창이 있어 아름다운 양양의 탁 트인 경치를 감상할 수 있다. 7개의 깔끔하고 아늑한 객실이 있어 편안하게 머무를 수 있으며 가족 친구 애인과 함께 오기에 좋은 펜션이다. 객실 내에는 TV 화장대 냉장고 옷장 에어컨 등이 갖추어져 있어 숙박하는 데에 불만을 가질 일이 없으며 부대시설로 바비큐장을 갖추고 있어 사랑하는 사람과 추억까지 만들어갈 수 있다.
4024,아드리아펜션,강원도 양양군 현남면 인구길 60-6,#강원도#춘천#관광지#펜션,010-9380-8872,http://www.adriapension.com,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BD11266_I_01.JPG&w=454&h=242,70000~300000원,주차 가능무료주차,양양군 현남면 인구길에 위치한 아드리아펜션은 주변으로 바다와 가까이 있는 산책로가 있어 산책하기 좋은 숙박지다. 깨끗한 주방시설과 청결한 욕실은 기본 객실룸에서 널찍한 마당과 각각의 테라스가 시원하게 보이는 것이 특징이다.캠핑트레일러와 게스트하우스도 운영 중이다.
4025,시연펜션,강원도 양양군 현북면 송이로 129,#강원도#춘천#관광지#펜션,010-2780-4248,,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BD11265_I_01.JPG&w=454&h=242,150000~200000원,주차 가능무료주차,양양군 현북면 송이로에 위치한 시연 펜션은 넓고 쾌적해 가족 단위로 즐기기에 좋은 숙박지다. 2개의 객실이 있으며 넓은 구조 깔끔한 인테리어로 되어 있으며 객실 내에는 냉장고 식탁 주방 전자레인지 TV 등의 시설을 갖추고 있다. 야외에 나무테이블이 있어 앉아서 주변 경치를 둘러보며 시간을 보내기에 좋다. 사랑하는 가족 친구 애인과 함께 온다면 잊을 수 없는 추억을 만들어갈 수 있을 것이다.
4026,산 애가 펜션,강원도 양양군 서면 대청봉길 58-22,#강원도#춘천#관광지#펜션,010-7211-7461,http://www.sanaega.co.kr/,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BD11264_I_01.JPG&w=454&h=242,40000~230000원,주차 가능무료주차,양양군 서면 대청봉길에 있는 산 애가 펜션은 설악 오색의 아름다운 자연을 한 몸에 느낄 수 있는 펜션이다. 산을 사랑하는 사람들의 집이라는 뜻의 산 애가 펜션은 마치 산장에 온 것처럼 통나무 목조건물과 현대적인 인테리어가 이용객을 맞이한다. 설악산국립공원 내에 위치한 산 애가 펜션은 주변에 다양한 탐방로가 개발되어 남녀노소 편하게 설악산을 이용할 수 있도록 산행을 돕고 있다.
4027,비단향꽃무,강원도 양양군 현북면 법수치길 405-12,#강원도#춘천#관광지#펜션,010-3873-5954,http://www.bidanhyang.com/,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BD11263_I_01.JPG&w=454&h=242,80000~270000원,주차 가능무료주차,양양군 현북면 법수치길에 위치한 비단향꽃무펜션은 아름다운 자연 속에서 일상의 고단함을 내려놓고 편히 쉴 수 있는 힐링 펜션이다. 서정적인 펜션의 이름처럼 황토집이 주는 감성과 아늑함이 여행의 질을 한층 업그레이드시킨다. 바비큐장이 있어 사랑하는 사람과 함께 바비큐 파티를 즐길 수 있으며 야외 수영장까지 있어 해수욕장과는 다른 물놀이를 즐길 수 있다. 그 외에도 카페 등 프리미엄급 부대시설이 갖춰져 있어 펜션의 경쟁력을 높였다.
4028,바람불이펜션,강원도 양양군 서면 설악로 1082,#강원도#춘천#관광지#펜션,010-5361-4458,http://www.barambulyi.com,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BD11262_I_12.JPG&w=454&h=242,70000~124000원,주차 가능무료주차,양양군 서면 설악로에 위치한 바람불이 펜션은 한계령 자락의 울창한 숲과 계곡에 둘러싸여 있어 양양의 자연을 제대로 즐길 수 있는 펜션이다. 부대시설로 펜션 정원에는 다양한 야생화와 야외 바비큐장 캠프파이어장 등을 갖추고 있으며 직접 기르고 있는 텃밭 채소를 받을 수 있다. 펜션 앞으로 주차장이 마련되어 있어 주차도 편리하다.
4029,로얄트리펜션,강원도 양양군 서면 설악로 1528-29,#강원도#춘천#관광지#펜션,010-8456-1703,http://royaltree.co.kr,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BD11261_I_14.JPG&w=454&h=242,90000~400000원,주차 가능무료주차,양양군 서면 설악로에 있는 로얄트리펜션은 설악산과 푸른계곡 동해의 중심에 있는 애견동반 가능 펜션이다. 로얄트리는 가장 많은 숲 설악산 푸른계곡 15분 거리의 낙산해수욕장까지 청명한 자연을 함께 낀 최고급 펜션이다. 모든 침구 및 커튼 용품 등은 펜션 지기가 직접 손수 고른 제품들로 믿고 사용할 수 있는 시설이다.
4030,라온제나펜션,강원도 양양군 현북면 법수치길 177,#강원도#춘천#관광지#펜션,033-672-8008,http://www.raonzn.com,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BD11259_I_01.JPG&w=454&h=242,60000~250000원,주차 가능무료주차,양양군 현북면 법수치길에 위치한 라온제나 펜션은 자연과 함께하는 안락한 휴식공간을 제공한다. 연인과 친구 가족 단위로 이용 가능한 다양한 크기의 객실과 더불어 회의실 등 단체까지 수용 가능하며 MT 워크숍 세미나 프로그램도 진행할 수 있는 공간을 제공한다. 부대시설로는 바비큐장이 갖춰져 있어 바비큐 파티도 할 수 있다.
4031,네이쳐펜션,강원도 양양군 현북면 법수치길 915,#강원도#춘천#관광지#펜션,033-673-1412,http://www.ynature.co.kr,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BD11258_I_01.JPG&w=454&h=242,60000~180000원,주차 가능무료주차,양양군 현북면 법수치길에 있는 네이쳐 펜션은 법수치계곡 앞에 있어 사계절 내내 풍성한 즐길 거리가 가득한 펜션이다. 특히 계곡이 흐르는 산속에 위치해 양양의 사계절을 직접 체험해 볼 수 있다. 봄이면 명이 고사리 등의 봄나물과 여름이면 풋풋한 상추와 옥수수 감자 가을이면 단풍과 함께 단단하게 여문 토종밤 겨울이면 멋진 설경과 함께 포도주 한 잔을 만끽할 수 있다. 더불어 펜션 앞 법수치계곡에서 여름철 물놀이는 물론 1급수 어종을 직접 낚시할 수 있는 낚시 체험도 경험할 수 있다.
4032,그린펜션,강원도 양양군 현북면 하조대2길 33,#강원도#춘천#관광지#펜션,033-672-1037,,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BD11257_I_01.JPG&w=454&h=242,30000~130000원,주차 가능무료주차,그린 펜션은 양양군 현북면 하조대에 자리 잡고 있다. 그린 펜션은 여행객들의 아늑한 쉼터와도 같은 공간을 제공하고 있으며 특히 낚싯배를 함께 운영하고 있어 여행객들에게 제대로 된 양양을 즐길 수 있도록 다양한 체험을 선사한다. 객실이 넓어 가족 단위로 숙박하기 좋으며 객실에는 TV 냉장고 테라스가 마련되어 있다. 또한 야외 바비큐장이 있어 바비큐 파티도 가능하며 주차장이 넓어 주차가 편리한 곳이다.
4033,가족이야기,강원도 양양군 손양면 송현길 89,#강원도#춘천#관광지#펜션,010-4952-9733,http://www.fasay.co.kr,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BD11256_I_02.JPG&w=454&h=242,90000~180000원,주차 가능무료주차,유럽풍의 목조 건물과 잔디 정원 온 가족이 떠날 수 있는 힐링 여행을 지향하는 가족 이야기 펜션은 양양군 손양면 송현리에 있다. 유럽풍의 인테리어로 커플과 가족 단위 여행객이 이용하기 편하게 만들어진 가족 객실에는 TV 냉장고 에어컨 전자레인지 취사도구 간단한 세면도구 등이 갖춰져 있다. 자체 카페와 잔디정원 바다 전망 테라스 펜션에서 운영하는 농장 등의 부대시설을 이용할 수 있다.
4034,IN 9,강원도 양양군 현남면 인구길 28-29,#강원도#춘천#관광지#펜션,010-2419-7132,http://www.in9.co.kr,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BD11255_I_12.JPG&w=454&h=242,120000~400000원,주차 가능무료주차,양양군 현남면 인구길에 위치한 IN9은 최고급 풀 빌라를 자랑한다. 커플 전용 및 가족형 객실은 모두 제트 스파에 오션뷰로 마련돼 인구해변의 아름다운 경치를 객실에서 편안하게 만끽할 수 있다. 모던하고 빈티지한 인테리어와 최신식 가구는 펜션을 찾는 이용객에게 깔끔하고 안락함을 선사해 여행의 질을 한층 업그레이드시켜 준다.
4035,해변펜션,강원도 양양군 현북면 하조대 3길 17,#강원도#춘천#관광지#펜션,010-9199-3760,http://seamaru.com/,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BD11254_I_10.JPG&w=454&h=242,30000~80000원,주차 가능무료주차,양양군 강현면에 위치한 해변 펜션은 주문진해변과 설악산 부근의 야외 식사 공간이 많은 펜션이다. 총 7실의 객실이 마련되어 있으며 가족 커플 방이 있다. 부대시설로 바비큐장과 취사시설 등이 갖추어져 있으며 단체워크숍이 가능하다. 설악해변이 걸어서 15초 거리로 좋은 곳에 자리하고 있어 많은 사람이 방문하는 곳이다.
4036,파도소리펜션,강원도 양양군 현북면 하조대 4길 27,#강원도#춘천#관광지#펜션,033-672-1002,,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BD11253_I_01.JPG&w=454&h=242,30000~80000원,주차 가능무료주차,양양군 현남면 인구리에 위치한 파도 소리 펜션은 마치 파도 소리가 들릴 정도로 현관에서 백사장까지 불과 20걸음이면 하조대를 만날 수 있는 펜션이다. 18평형 1객실과 8평형 8객실 등 총 9객실이 마련됐으며 TV 냉장고 에어컨 드라이기 전기밥솥 컴퓨터가 지원된다. 바비큐 시설과 캠프파이어 기능이 가능하고 야외 대형스크린이 있어 낭만적인 시간을 보낼 수 있다.
