인덱스,이름,주소,태그,전화번호,홈페이지,운영시간/휴무일,이미지,입장료,주차시설,소개
11,함덕해수욕장,제주특별자치도 제주시 조천읍 함덕리 1008-1,#해수욕장#액티비티#아이#맑음#여름,064-728-3394,,함덕 종합상황실: 064-728-3989(해수욕장 개장기간 2018.06.23~09.02 동안 운영),https://api.visitjeju.net/photomng/imgpath/201804/30/f4bb8c53-a598-4523-a34b-e591aa0f0a0e.jpg,,,​제주올레 19코스를 걷다 보면 에메랄드빛 보석을 품고 있는 함덕해수욕장을 만날 수 있다. 제주시 조천읍 함덕리에 자리한 함덕해수욕장은 해수욕장 바로 옆에 우뚝선 오름(서우봉) 덕분에 ‘함덕서우봉해변’이라고도 불린다. 제주공항에서 불과 20km 떨어졌지만 이곳에 도착하는 순간 다른 나라에 온 것 같은 기분이 든다. 입구부터 환영해주는 키 큰 야자수들 하얀 모래와 대조를 이루는 에메랄드빛 바다 ​​​​​​​ 모래와 미역마저 투명하게 비춰주는 맑은 물과 하얀 파도가 그러하다.​제주도 수많은 해수욕장 중에서도 바다색이 가장 예쁜 3곳을 꼽는다면 단연 협재 김녕 그리고 함덕해수욕장이다. 물이 맑고 수심이 얕아서 가족단위 피서지로도 좋다. 해수욕장 서쪽은 구름다리로 연결되어 있어 바다 위를 걷는 듯한 경험을 할 수 있다. 피크닉 하기 좋은 잔디밭 밤에도 안심하고 바다를 즐길 수 있는 산책로가 매력이어서 사계절 찾는 이들의 발길이 끊이지 않는다. 특히 여름에는 야간개장도 하고 있어 제주의 푸른 밤을 바다에서 즐길 수 있다.​​​​​​​​바로 옆에 자리한 서우봉은 봄이 되면 노란 유채꽃으로 여름엔 초록빛으로 계절마다 그림 같은 풍경을 선사한다. 서우봉에 오르면 함덕해수욕장을 한눈에 담을 수 있는 호사를 누릴 수 있다. ​​​​​​​날씨가 좋으면 한라산과 동쪽 오름들도 내려다볼 수 있는 최고의 전망포인트이다.주변 관광지로는 북촌 돌하르방공원 너븐숭이4.3기념관 조천만세동산 김녕해수욕장 만장굴 등이 있다.​ ​​​​​​​​​​
12,천지연폭포,제주특별자치도 서귀포시 서홍동 666-1,#폭포# 밤# 경관#포토# 부모# 맑음# 여름,064-760-6304,,9:00 ~ 22:00(매표마감 21:20) 18년 7월부터 시행,https://api.visitjeju.net/photomng/imgpath/201804/30/9533606a-132c-430d-990b-f7ff12d37725.jpg,성인 2.000원  / 어린이청소년 1.000원 / 장애인 무료,,​서귀포는 다른지역에 용천수가 많이 솟고 지하층에 물이 잘 스며들지 않는 수성응회암이 널리 분포하여 다른 지역보다 상대적으로 폭포가 많다. 그런 서귀포 폭포중에서도 규모나 경관면에서 단연 으뜸으로 관광객의 발길이 머무는 곳이 있으니 그곳이 천지연폭포다. 천지연은 하늘과 땅이 만나 이루어진 연못이라는 의미를 담고 있는데 폭포의 길이 22m 그 아래 못의 깊이가 20m로 가히 하늘과 땅이 만나는 연못이라 할만하다.​​​​​​​​천지연 폭포 서남쪽에는 구실잣밤나무 동백나무 등 상록수와 난종류가 울창하게 우거져 난대림을 이루는데 한여름에도 시원하며 현무암으로 산책로가 잘 조성되어 있어 남녀노소 모두 편안히 자연을 감상하며 걸을 수 있다. 이 숲에 자생하는 담팔수나무는 이곳이 그 북방한계선으로써 천연기념물 163호로 지정되었고 난대림 자체도 천연기념물 379호로 지정 보호되고 있어 벌목 식물채집 야생동물 포획이 엄격히 금해진다.​​​​​​​​​​​​​​​​​폭포가 떨어지는 깊이 20m의 못 속에는 무태장어가 서식하는 것으로도 유명한데 무태장어는 바다에서 산란하고 하천이나 호수로 돌아오는 회유성 어류다. 낮에는 하천이나 호수의 깊은 곳에 숨어있다가 밤에는 얕은곳으로 나와 먹이를 잡아먹는데 큰것은 길이가 2m 무게가 20㎏에 이른다. 천지연 폭포가 무태장어 서식분포의 북방한계선이기 때문에 천연기념물 27호로 지정되었다. 이쯤이면 천지연폭포는 천연기념물의 보고라고 부를 법 하다.산책로 끝에 위치한 천지연폭포는 오후 10시까지 야간개장을 하는데 밤에 보는 폭포의 모습도 장관이다.​천지연 폭포에는 다음과 같은 전설도 전해내려온다.옛날 이조 중엽쯤 일이다. 이 마을에 얼굴이 어여쁘고 마음이 고우며 행실이 얌전하다고 소문이 난 한 여자가 살고 있었다. 그녀의 이름은 순천이었는데 동네 총각들은 그녀를 마음에 두고 있었다. 그러한 총각 중에 명문이도 끼어 있었다. 그러나 순천이는 열아홉살이 되
13,제주절물자연휴양림,제주특별자치도 제주시 봉개동 산 78-1,#휴양림#걷기#등산#휴식#힐링#친구#커플#흐림#여름,064-728-1510,,연중무휴,https://api.visitjeju.net/photomng/imgpath/201804/30/97a0d82e-7651-419e-a5fd-70d2ad000924.jpg,장애인 입장료 및 주차무료,,​절물자연휴양림은 쭉쭉 뻗어올라간 삼나무가 한눈에도 시원하고 청정한 공기과 숲이 주는 힐링감이 좋아 많은 관광객이 즐겨찾는 제주시 명소다. 안개가 끼면 몽환적인 분위기를 연출해서 비가 오는 날씨에도 절물자연휴양림을 찾는 관광객이 많다. 절물자연휴양림의 산책로는 경사가 낮고 완만해서 어린이 노약자 장애인도 이용하기 편리하다.봉개동 중산간에 위치하여 시내에서 차로 20여분 소요된다. 천연림 100㏊ 인공림 200㏊로 약 300ha에 이르는 삼나무 숲에는 삼나무 이외에도 소나무와 산뽕나무 까마귀와 노루 등의 동물도 서식하고 있다.​​​​​​​​​​절물이라는 이름은 근처에 약효가 좋은 물이 난다하여 유래되었다. 이전에 가뭄때도 마르지 않아 주민들이 식수로 이용했다 할 정도로 수량이 풍부하며 신경통 및 위장병에 특효가 있다고 전해진다. 현재도 제주도에서 정기적으로 수질조사를 진행하고 있다.근처에는 절물오름이 유명한데 큰대나오름과 족은대나오름 두 개의 오름을 끼고 있으며 오름 옆구리에 둥근 화구가 남아 있는 특이한 유형을 가지고 있다. 절물오름은 해발 697m이며 정상까지는 1시간 정도면 충분히 왕복이 가능하다.​휴양림에는 전망대 등산로 야영장 등의 편의시설과 체력단련시설 어린이놀이터 야외교실 자연관찰원 등의 교육시설이 갖추어져 있으며 주변에 가볼만한 곳으로는 노루생태관찰원 교래자연휴양림 돌문화공원 에코랜드테마파크 등이 있다.​​​​​​​​​​​
14,비자림,제주특별자치도 제주시 구좌읍 평대리 3161-1,#걷기#등산#아이#흐림#여름,064-710-7912,,17:00 입장마감 연중무휴 애완동물 또는 음식물 일체 반입 금지,https://api.visitjeju.net/photomng/imgpath/201804/30/5bece335-6890-45df-b394-d767d85a8929.jpg,일반 입장료 : 3.000원 / 장애인 할인 입장료 : 무료,,​비자림은 제주도에서 처음 생긴 삼림욕장이며 단일 수종의 숲으로는 세계 최대 규모를 자랑한다.수령이 500~800년인 오래된 비자나무 2800여 그루가 하늘을 가리고 있는 매우 독특한 숲으로천연기념물 374호로 지정되어 보호 관리되고 있으면서 많은 관광객들이 찾고 있다.​​​​​​​​비자나무 숲 속 오솔길을 따라 걸으며 숲을 되돌아 나오는 데는 두 가지 길이 있는데40여분이 걸리는 짧은 코스와 1시간 20여분이 걸리는 긴 코스가 있다.짧은 코스는 유모차와 휠체어 통행이 가능하여 남녀노소 누구나 부담 없이 비자나무 숲의 자연을 만끽할 수 있다.​​​​​​​​​​​​​​​​​​숲의 가장자리에는 비자나무의 할아버지로 불리는 천년의 비자나무가 있는데이 비자나무는 키는 14m 가슴높이 둘레 6m 수관폭 15m이며 수령 820년 이상으로 제주에서 가장 오래된 비자나무이다.​​​​​​​비자림 숲은 애완동물 음식물 반입이 일체 금지된다.​​​​​
15,이호테우말등대,제주특별자치도 제주시 이호일동 374,#등대#일몰#경관#포토#커플#맑음#가을,,,,https://api.visitjeju.net/photomng/imgpath/201804/30/62a7dfa5-813d-49bd-a3bc-7d23429c9c53.gif,,,​제주의 조랑말을 형상화해서 만든 등대로 빨간말과 하얀말이 두마리가 각각 이호항의 안쪽 방파제와 바깥 방파제에 한마리씩 자리를 잡고 있다. 이 등대는 푸른 바다 배경과 잘 어울려 많은 사람들이 제주의 풍경과 추억사진을 찍기 좋은 곳으로 즐겨찾고 있다. ​​​​​​​꽤나 먼곳에서도 보이는 이 두 말 등대는 이호태우해변의 랜드마크로 자리잡았다.​
16,산굼부리,제주특별자치도 제주시 조천읍 교래리 38,#오름#걷기#등산#친구#맑음#가을#우수관광사업체,064-783-9900,,3월-10월 개장 09:00 매표마감 18:00 / 11월-2월 개장 09:00 매표마감 : 17:00 / 관람시간: 40분 / 연중무휴,https://api.visitjeju.net/photomng/imgpath/201804/30/c44bb372-4717-4e89-ad89-2c5dba285168.jpg,장애인 4.000원,,산굼부리는 제주특별자치도의 천연기념물 제263호로 지정된 분화구이다. 굼부리는 화산체의 분화구를 일컫는 제주말이다. 360여개의 한라산 기생화산 중의 하나이지만 다른 기생화산들과는 달리 커다란 분화구를 가지고 있는데 산체에 비해서 화구의 크기가 비교적 큰 편이라는 점에서 특이하다.이곳은 다양한 희귀식물들이 한 공간에 존재하는 분화구 식물원이기도 하다. 산굼부리의 식생은 한라산 동부의 원식생을 유추할 수 있는 중요한 단서가 되기 때문에 보호되고 있기도 하다. 지질학적 가치 또한 높아 여러 방면에서 학문적 가치가 상당한 곳이라고 할 수 있다.가파르지 않은 길을 쭉 올라가다 보면 금세 정상에 닿게 되는데 정상에 비치되어 있는 망원경으로 주변의 성산일출봉과 오름들을 비롯한 다양한 경관을 좀 더 자세하게 눈에 담을 수 있다.가을의 산굼부리에는 바람을 맞으며 억새밭에 서서 제주의 가을을 만끽하는 사람들로 붐빈다. 가득 피어난 억새가 이루는 은빛 물결이 푸른 하늘과 어우러지며 멋진 경관을 연출해낸다. 그러나 가을뿐만 아니라 모든 계절마다 각자의 계절을 맞은 다양한 식물들이 피어나며 사계절 내내 새로운 풍경이 펼쳐지기 때문에 사계절 중 어느 계절에 방문하든 멋진 경관이 눈앞에 펼쳐질 것이다.
17,애월해안도로,제주특별자치도 제주시 애월읍 애월해안로,#일몰#해변#드라이브#커플#맑음#여름,064-728-3394,,,https://api.visitjeju.net/photomng/imgpath/201804/30/2fc1d5d9-d5af-43a1-ae26-c72afa3b544e.jpg,,,​ 북서부의 해안선을 따라서 이어진 애월해안도로는 빼어난 제주의바다 풍경을 감상할 수 있는 약 9km의 드라이브 코스이다. 자전거 전용도로와 도보길도 잘 갖추어져 있어 드라이브 외에도 사이클링과 산책 등의 방법으로 다양하게 즐길 수 있다.특히 제주환상 자전거길 위에 있어자전거 여행자들의 사랑은 받는다.​ 해안길과 숲길을 모두 경험할 수 있는 제주올레길 16코스 고내-광령 올레의 일부이기도 하다. 지그재그로 이어지는 애월해안로를 따라서 가다 보면 일몰이 아름다운 소금마을 구엄리의 돌염전 등 다채로운 볼거리들이 기다리고 있다. 다양한 맛집들과 카페 숙박시설 등이 많이 있어 여행객들의 제주 여행 코스로서도 인기가 많다.​​​​​​​​​​
18,제주김녕미로공원,제주특별자치도 제주시 구좌읍 김녕리 산 16,#테마공원#아이#맑음#봄#우수관광사업체,064-782-9266,,봄(3~6월) 9시~18시 30분여름(7~8월) 9시~19시(야간개장시 22시)가을(9~11월) 9시~18시겨울(12~2월) 9시~ 17시 30분입장마감시간 18시까지(계절에 따라 마감시간이 다르니 전화문의바랍니다.),https://api.visitjeju.net/photomng/imgpath/201804/30/5ca6b9e5-0ea7-405a-86eb-a3588f5c9ed0.gif,장애인 할인 입장료 3.800원,,​​높이 3m의 랠란디 나무로 이루어진 미로의 수벽을 따라 미로찾기를 할수 있는 김녕미로공원. 붉은 화산송이 흙을 밝으며 상쾌한 기분으로 스트레스를 완화시키는 산책을 즐길 수 있다. 김녕미로공원의 미로는 제주도 모양으로 만들어져 있으며 제주를 상징하는 7가지 이야기를 찾아 떠나는 미로 체험을 즐길 수 있다.공원 대표가 주는 밥을 먹고 정착해버린 길고양이들이 많아서 고양이를 좋아하는 사람들은 또 다른 매력도 발견할 수 있다.​​​
19,에코랜드 테마파크,제주시 조천읍 번영로 1278-169,#테마공원#아이#맑음#가을,064-802-8000,,동절기 8시 40분~17시,https://api.visitjeju.net/photomng/imgpath/201804/30/b3fd176a-4a05-4d42-a20f-d3e1e22873ce.jpg,성인 14.000원 / 청소년 12.000원 / 어린이 10.000원 / 경로 장애인 외 10.000원,,​에코랜드는 1800년대 증기기관차인 볼드윈 기종 모델의 기차를 타고 약 4.5km 거리의 곶자왈을 체험하는 테마파크이다.곶자왈은 숲이라는 뜻의 곶과 돌밭이라는 뜻의 자왈이 합쳐진 제주말로 화산이 분출할 때 용암이 덩어리로 쪼개져 요철 지형이 만들어지면서 형성된 독특한 숲을 일컫는다. 보온과 보습 효과가 높아 다양한 기후대의 식물이 공존하여 학술적으로 가치가 높고 생명력과 신비로움을 관찰할수 있는 독특한 분위기를 가진 곳이다.​​​에코랜드는 각기 다른 테마를 가진 역들로 나뉘어 있는데 메인역은 편의시설을 이용할 수 있고 에코브리지역은 규모가 큰 호수와 수상데크가 있으며 레이크사이드역에는 풍차와 목초지가 주는 이국적인 풍경을 감상할 수 있다. 피크닉가든역은 어린이들이 뛰놀 수 있는 키즈타운과 곶자왈 숲길인 에코로드를 볼 수 있고 라벤더 그린티&amp로즈가든역에는 허브 장미 녹차가 어우러진 유럽식 정원을 볼 수 있다.​​​​​​​​​​​​​​​​​​에코랜드는 사계절 내내 다른 분위기를 띄고 있는데 봄과 여름에는 푸른 녹음과 따뜻한 햇살을 가을에는 알록달록 피어난 코스모스와 억새 물결을 그리고 겨울에는 새하얀 설경을 볼 수 있다.​​​​​​​​​​​​​​​​​​
20,새별오름,제주특별자치도 제주시 애월읍 봉성리 산59-8,#일몰#밤#오름#걷기#등산#아이#봄,064-728-2752,,연중무휴(산불예방 입산통제기간 없음) ,https://api.visitjeju.net/photomng/imgpath/201804/30/bafab731-406a-42cd-a9e1-45d2b5928da1.jpg,,,​새별오름은 바리메오름·누운오름·당오름·금오름 등 많은 오름이 있는 밀집해있는 서부 중산간 오름지대 중에서 으뜸가는 서부의 대표오름이다.저녁하늘에 샛별과 같이 외롭게 서있다 하여 붙여진 이름이라한다.풍경이 아름답고 성이시돌목장 왕따나무가 근처에 있어 관광객이 많이 찾는 오름 중 하나다.​​​​​​​​​​경사가 약간 있으나 높이는 해발 519.3m(정상까지 소요시간은 30분 내외)로 그리 높지 않다.정상에 오르면 제주도 서쪽 아름다운 해변과 비양도가 보인다.남봉을 정점으로 남서 북서 북동 방향으로 등성이가 있으며 등성이마다 봉우리가 있다.서쪽은 삼태기 모양으로 넓게 열려 있고 북쪽은 우묵하게 파여 있으며마치 별표처럼 둥그런 표창 같은 5개의 봉우리가 존재한다.전체적으로 풀밭을 이루나 북쪽 사면에 일부 잡목이 형성되어 있고 서북쪽 사면에 공동묘지가 조성되어 있다.​​​​​​​​​​​새별오름에서는 매년 정월대보름을 전후하여 제주도를 대표하는 축제인 들불축제가 열린다.제주도에서는 오래전부터 농한기에 소를 방목하기 위해 묵은 풀과 해충을 없애는 불놓기 문화가 있었다.새별오름 들불축제는 이러한 목축문화를 계승한 축제로 오름 전체가 불타오르는 모습이 장관이다.1997년부터 시작하여 2015년에는 문화체육관광부로부터 우수축제로 지정되었다.가을에는 억새가 만발하여 장관을 연출한다. 사시사철 찾는 관광객이 많아 ​​​​​​​인근에 주차장이 잘 정비되어있다.​​​​​​​​​​​​​​​​​
21,플레이케이팝,제주특별자치도 서귀포시 색달동 2864-36,#실내#테마공원#친구#커플#비#눈#겨울#우수관광사업체,064-780-9000,,09:00 ~ 19:00 - 입장 가능 시간은 마감 1시간 전까지입니다. (3월 12월 첫번째 화요일 정기 휴관일),https://api.visitjeju.net/photomng/imgpath/201809/18/c705ea5a-208d-44d5-8cf6-7a91d2bc1ede.jpg,장애인 할인 입장료 12.000원,,​​1층에 위치한 홀로그램 공연장에서 국내외 최정상 스타들이 나타나 퍼포먼스를 선보인다. 각각의 체험존에서는 싸이 지드래곤 등 스타들과 다양한 사진을 연출하는 관람객들 목소리가 한껏 들떠있다. 티켓을 끊기 위해 줄을 기다리는 순간부터도 빅뱅의 손인사를 받으며 입장하는 이곳은 중문관광단지에 위치한 세계 최대 규모의 K-POP 체험관 PLAY KPOP이다.공연을 보고 난 뒤 2층에 들어서면 한국대중음악의 변천사와 함께 이미자 조용필 서태지와 아이들 남진 조성모 등 한국의 유명한 스타들의 앨범과 트로피가 전시되어 있다. 중앙홀 전체에 울려퍼지는 그들의 노래를 들으며 걷다보면 지드래곤 AOA 설현과 다정하게 사진을 찍거나 김범수 윤민수와 듀엣으로 노래를 불러보고 빅뱅에게 춤을 배워보는 등 다채로운 체험들이 관람객들을 기다리고 있다.PLAY KPOP은 ICT 박물관에 걸맞게 최첨단 기술의 VR 체험도 제공하고 있다. 1층에 위치한 PLAY VR에서는 팔과 다리에 장비를 착용하고 가상 세계에 자기자신을 구현해보는 전신인식VR도 해볼 수 있다. 체험자는 PLAY VR이 제공하는 가상현실 속에서 정글을 탐험하거나 마법사가 되어 악당을 물리치고 폐가를 수색하는 등 다양한 체험이 가능하다.
22,쇠소깍,제주특별자치도 서귀포시 하효동 995,#계곡#휴식#힐링#액티비티#커플#맑음#여름,064-732-1562,,,https://api.visitjeju.net/photomng/imgpath/201807/12/2a73a721-cd77-41aa-9efc-b061c55bca90.jpg,,,​쇠소깍은 한라산에서 흘러내려온 물줄기가 제주도 남쪽으로 흐른다는 효돈천의 끝자락에 위치하고 있다.효돈천의 담수와 해수가 만나 생긴 깊은 웅덩이가 바로 쇠소깍이다.쇠소는 소가 누워 있는 모습의 연못을 깍은 마지막 끝을 의미한다.쇠소깍은 양벽에 기암괴석이 병풍처럼 둘러서 있고 그 위로 숲이 우거져 신비한 계곡에 온 기분을 느낄 수 있다.예전에는 가뭄을 해소하는 기우제를 지내는 신성한 땅이라하여 함부로 돌을 전지거나 물놀이를 하지 못했다.계곡의 입구를 막아 천일염을 만들기도 했고 포구로 사용하기도 했다.​​​쇠소깍의 바위에 비추는 민물은 유난히 푸르고 맑아 짙회색의 기암괴석과 절경을 이룬다.전에는 투명카약 테우체험 등 수상레저를 운영했지만 자연경관 보존을 위해 현재는 시행하지 않고 있다.다만 제주올레 5코스와 6코스를 연결하는 곳이어서 올레꾼들이 많이 찾는다.산책로를 따라 계속 내려가면 검은 모래로 유명한 하효 쇠소깍 해변에 이른다.7~8월 사이에 쇠소깍 축제가 열려 맨손 고기잡기 다우렁길 걷기 등의 다양한 행사를 체험할 수 있다.​​쇠소깍에는 애틋한 전설이 전해오는데 지금으로부터 약350여 년 전 이효마을에어느 부잣집 귀여운 무남독녀와 그 집 머슴의 동갑내기 아들이 신분상 서로의 사랑을 꽃 피우지 못하였다.이에비관한 총각은 쇠소깍 상류에 있는 남내소에 몸을 던져 자살을 하였다.이를 뒤 늦게 안 처녀는 남자의 죽음을 슬퍼하며 시신이라도 수습하게 해달라며 쇠소깍 기원바위에서 100일 동안 기도를 드렸는데마침 큰비가 내려 총각의 시신이 냇물에 떠 내려오자 처녀는 시신을 부둥켜 안고 울다가기원바위로 올라가서 사랑하는 님을 따라 ´쇠소´에 몸을 던져 죽고 말았다.그 후 하효마을에서는 주민들이 가련한 처녀총각의 넋을 위로하기 위해 마을 동쪽에 있는 응지동산에 당을 마련해 영혼을 모시고마을의 무사안녕과 번영을 지켜주도록 기원을 드리게 되었는데 지금에는 할망
23,아침미소목장,제주특별자치도 제주시 월평동 155,#체험관광#아이#맑음#봄,064-727-2545,,매주 화요일 휴무,https://api.visitjeju.net/photomng/imgpath/201804/30/164c6545-7767-4ba9-8c7e-ca45fa3609d9.jpg,,,​아침미소목장은 제주시 중산간에 위치한 목장으로 유기농 우유로 만든 유제품을 만나 볼 수 있고너른 초지에서는 사진찍기가 좋아 여행객이 아름아름 방문하는 곳이다.개방되는 오전 10시부터 오후 5시30분까지는 예약 없이 찾을 수 있으며 별도의 입장료는 없다.젖소를 닮은 의자와 색색의 바람개비 등 포토존이 초원 위에서 사진찍는 재미를 더 한다.​아침미소농장은 2008년 낙농진흥회의 낙농체험목장 2009년 농림축산식품부의 친환경목장으로 인증 받았다.미리 예약하면 소에 건초를 주거나 송아지에 우유를 주는 등 동물과 교감하고목장에서 짠 우유로 유제품을 만드는 체험도 할 수 있다.체험비는 건초 주기 1000원 우유 주기 3000원이다.​​​
24,만장굴,제주특별자치도 제주시 구좌읍 김녕리 만장굴길 182,#동굴#경관#포토#아이#흐림#여름,064-710-7905,,매월 첫째주 수요일 휴무 17:10 입장마감 반려동물반입불가,https://api.visitjeju.net/photomng/imgpath/201804/30/e2ca5a48-b184-4122-a527-6d1de8dbaca5.jpg,,,
25,제주레포츠랜드,제주특별자치도 제주시 조천읍 와흘리 870,#액티비티#아이#맑음,064-784-8800,,계절과 기상에 따라 다르므로 064-784-8800으로 문의해주시기 바랍니다.,https://api.visitjeju.net/photomng/imgpath/201804/30/a63f07c9-a15c-470f-823e-3c29aef827e1.jpg,,,​제주시 조천읍에 위치한 제주레포츠랜드는 레이싱카트(이태리직수입카트보유) 산악버기카 짚라인 서바이벌 사계절썰매 사격 등 다양한 체험시설이 있는 복합휴양레저테마파크다.높이 12m의 도내 최고 최대 시설은 썰매장은 구조안전지단을 통과한 시설로 신소재로 만들어져 짜릿함을 즐길수 있다. 4계절 내내 즐길수 있다. 상공에서 왕복 250m를 비행하는 짚라인은 어린이는 물론 어른까지 온가족이 즐길수 있다. 스토프 제동장치를 도입하여 안전성을 높였다.​​카트는 레포츠랜드 방문 시 꼭 체험해봄직한 레저 중 하나다. 레포츠랜드의 카트장은 길이 1.2km 폭 8~10m로 국제경기를 할수 있을 정도의 국내 최대 규모이며 2개의 언덕코스 역P턴 코스 등을 보유하고 있다. 방문객들은 이태리에서 직수입한 체감속도 100km의 카트를 시승하게 된다.​​​빠른스피드와 점프 등 묘기주행이 가능한 버기카를 타고 오프로드를 즐길수 있는 산악버기카 800여평의 부지에서 즐기른 서바이벌 생존 게임 등 다이나믹한 체험시설과 안전요소를 갖춘 종합레저체험장이다.120명을 동시 수용할 수 있는 단체숙박시설을 갖추고 있으며 카페 노래방 당구장 족구장 배구장 농구장 강당 산책로 등의 시설도 갖추고 있다.​
