인덱스,이름,주소,#태그,전화번호,홈페이지,운영시간/휴무일,이미지,입장료,주차시설,소개
3436,韩国民俗食品(釜山)한국민속식품 (부산),釜山广域市江西区机场路811号街71-1부산광역시 강서구 공항로811번길 71-1,##한국#쇼핑,+82-51-971-4133,,,http://tong.visitkorea.or.kr/cms/resource/31/1982231_image2_1.jpg,,,
3437,乐天免税店(金海机场分店)롯데면세점 (김해공항점),顾客中心1688-3000 金海机场店 051-970-2300,##한국#쇼핑,免税店  / 免税店（香水、化妆品、表、洋酒、香烟、服饰、土特产、皮革等）,,,http://tong.visitkorea.or.kr/cms/resource/28/1919828_image2_1.jpg,,,
3438,新世界免税店(釜山店)신세계면세점(부산점),釜山广域市海云台区Centum4路15(佑洞)부산광역시 해운대구 센텀4로 15,##한국#쇼핑,新世界免税店釜山店：+82-1661-8778,http://www.SSGDFM.com,,http://tong.visitkorea.or.kr/cms/resource/35/2372435_image2_1.jpg,,,      [Runway设计理念的新世界免税店釜山店]      如同时装秀场般充满激情，光彩夺目的新世界免税店与其他免税店风格截然不同，只要是到访过这里的顾客，都会对这段充满激情的购物经历留下深刻的印象。规模 3477坪营业时间 平日(周一-周四) 09:30 ~ 20:00周末(周五-周日) 09:30 ~ 21:00休息日 年中无休开设日期 2012.12.02 / 2016. 03. 01(扩张迁移)商场介绍 - 1F 海外知名品牌- B1化妆品 手表 珠宝 时尚百货 食品， 烟酒  电子产品等* 具体入驻品牌请参考官网 :  http://www.SSGDFS.com（韩，中，英，日）便利设施 提供便利服务资格要求 * 即将出国的韩国人及访问韩国的外国人 * 与一般网购不同，在网络免税店中所购商品在家无法收货，需在指定的保税区(机场及釜山港)提货退税信息 免税购物方式 * 可选择通过网络或实体店进行购物，但需在机场或码头指定的引渡场内取货洗手间 有（设施完善）物品保管 提供保管服务(B1咨询台)外语咨询服务 提供外语服务(韩语，中国语，英语，日语)信用卡 可以使用宠物同行 可以管理者 (株)新世界免税店釜山店信息提供者 [文/图] (株)新世界免税店釜山店市场营销组 金亨(音)
3439,韩国纪念品百货商店(한국기념품백화점),济州特别自治道济州市元老衡路13(老衡洞)제주특별자치도 제주시 원노형로 13 (노형동),##한국#쇼핑,+82-64-742-0985,,,http://tong.visitkorea.or.kr/cms/resource/46/1932246_image2_1.jpg,,,
3440,首尔药令市场(서울약령시장),首尔特别市东大门区药令中央路10号(祭基洞)서울특별시 동대문구 약령중앙로 10 (제기동),##한국#쇼핑,+82-2-969-4793~4,www.seoulya.com,,http://tong.visitkorea.or.kr/cms/resource/38/2402938_image2_1.JPG,,,
3441,苏来浦口综合鱼市场(소래포구 종합어시장),仁川广域市南洞区苏来站路12(论岘洞)인천광역시 남동구 소래역로 12,##한국#쇼핑,+82-32-719-1522,sorae49.com,,http://tong.visitkorea.or.kr/cms/resource/71/1578871_image2_1.jpg,,,      距离首都圈较近，一年四季访客不断的苏来浦口综合鱼市场以提供价格低廉、分量足的应季活鱼而闻名。每逢春季，来此购买大蟹的顾客络绎不绝，人满为患。渔船归来之时，便是享受美味大蟹的日子。到了越冬季节，市场中则处处可见美味的鱼酱。苏来浦口综合鱼市场一年四季没有淡季。该市场与我们印象中脏乱差的港口市场形象截然不同，为提高顾客满意度，市场中引入了海水净化系统、冷暖供给系统以及宽敞的停车场和快递服务。此外，市场附近还建有苏来铁桥、獐岛抱台址等知名旅游景点，可让游客充分地感受下渔村的浪漫气息。2010年被评选为“潜力庆典”的苏来浦口庆典可谓是韩国最具代表性的地区庆典之一，吸引了近百万游客来此参观。营业时间 09:00 ~ 21:00(部分店铺营业时间更晚)休息日 年中无休商场介绍 - 地下2层：停车场、设备室- 地下1层：停车场、设备室、商家- 1层：商家- 2层：第2种近邻生活设施- 3层：商家、第2种近邻生活设施便利设施 便利店、饭店、停车场等停车设施 可以停车约240辆洗手间 有信用卡 各店铺政策有所不同管理者 苏来浦口区综合鱼市场信息提供者 苏来鱼市场商人繁荣会
3442,乐天玛特(蚕室店)롯데마트(잠실점),首尔市松坡区奥林匹克路240号서울특별시 송파구 올림픽로 240 (잠실동롯데월드롯데호텔롯데백화점),##한국#쇼핑,02-411-8800,company.lottemart.com/branch ,,http://tong.visitkorea.or.kr/cms/resource/34/152134_image2_1.jpg,,,* 消费1~3万韩元时1小时免费* 3~5万韩元时 2小时免费* 消费5万韩元以上时3小时免费
3443,乐天世界购物中心롯데월드 쇼핑몰,首尔特别市松坡区奥林匹克路240(蚕室洞)서울특별시 송파구 올림픽로 240 (잠실동),##한국#쇼핑,顾客中心 +82=2-411-2111 3111  ,,,http://tong.visitkorea.or.kr/cms/resource/29/1920629_image2_1.jpg,,, 购物中心所处区域内有世界最大的室内主题公园-乐天世界游乐场，可以感受韩国民俗文化的民俗博物馆，年中无休的滑冰场，市内游泳场，体育中心等。此外还有乐天百货商店，乐天超市等方便观光购物。
3444,南大门市场(남대문시장),首尔特别市中区南大门市场4街21（南仓洞）서울특별시 중구 남대문시장4길 21 (남창동),##한국#쇼핑,观光咨询 +82-1330 商人会 +82-2-753-2805,http://www.namdaemunmarket.co.kr ,,http://tong.visitkorea.or.kr/cms/resource/96/759696_image2_1.jpg,,,
3445,东大门综合市场·东大门购物城(동대문 종합시장·동대문 쇼핑타운),首尔特别市钟路区钟路266(钟路6街) 서울특별시 종로구 종로 266 (종로6가),##한국#쇼핑,+82-2-2262-0114 ,http://www.ddm-mall.com,,http://tong.visitkorea.or.kr/cms/resource/57/710257_image2_1.jpg,,,      东大门综合市场自1970年12月开业以来，在40多年的时间里一直以合理的价格出售高质量的商品，作为一处专业销售全球服装面料的市场，深受消费者的喜爱。东大门综合市场为在将来的世界设计领域占据核心地位而不断扩充着自身的实力。规模 * 占地面积 : 5千余坪 * 建筑面积 : 2万余坪  * 东大门综合市场：三栋 7层，东大门购物城：1栋 5层 * 卖场数量 :  4千3百多家 * 从业人员 : 5万多名 * 每天访客数量 : 15~20万名营业时间 面料/服装辅料 08:00~18:00饰品 09:30~19:00婚礼用品及家装 08:00~19:00美食街新馆 07:00~18:00(周六17:00)美食街OURHOME 07:00~19:00(周六18:00)休息日 每周日休息* 婚礼用品和家居用品每月第1、3周周日部分营业* 美食街新馆部分营业开设日期 1970年12月商场介绍 请参考官网便利设施 咨询台、哺乳室、银行和提款机、便利店、休息空间等停车设施 可以停车洗手间 有物品保管 C栋1层信用卡 可以使用婴儿车租借 不租借宠物同行 不可以管理者 东大门综合市场购物城信息提供者 东大门综合市场、东大门购物城
3446,钟路三街珠宝街(종로3가 귀금속 전문상가),首尔特别市钟路区钟路三街서울특별시 종로구 종로3가,##한국#쇼핑,+82-2-1330,,,http://tong.visitkorea.or.kr/cms/resource/66/665366_image2_1.jpg,,,      钟路珠宝街位于地铁1号线和3号线交汇处的钟路三街站，下地铁后往团成社方向前行就可以看到由众多金银首饰店汇集而成的街区，这里便是韩国国内规模最大的贵重金属一条街，内有700~1000家店铺。事实上，这里90%的顾客为来自全国各地专营金银首饰的店主和贩卖商。营业时间 各店铺有所不同休息日 各店铺有所不同
3447,仁寺洞古美术街(인사동 고미술거리),首尔特别市钟路区仁寺洞街 29서울특별시 종로구 인사동길 29,##한국#쇼핑,+82-2-732-2235~40,,,http://tong.visitkorea.or.kr/cms/resource/37/1984437_image2_1.jpg,,,
3448,梨泰院购物街(이태원 쇼핑거리),首尔特别市龙山区梨泰院洞서울특별시 용산구 이태원동,##한국#쇼핑,+82-2-797-7319 2293,,,http://tong.visitkorea.or.kr/cms/resource/78/566478_image2_1.jpg,,,
3449,鮨海信 스시 카이신 ,首尔特别市江南区岛山大路100街12서울특별시 강남구 도산대로100길 12,##한국#음식,82-2-515-9855,https://sushikaisinofsato.modoo.at,,http://tong.visitkorea.or.kr/cms/resource/96/2544496_image2_1.bmp,,,【东京5星级酒店(东京文华东方酒店) 出身日本大厨sato师傅亲自甄选当令食材，为顾客提供包括日本传统形式寿司的美食服务】在这里您可以体验到只有在日本才能体验到的精致淡雅风格，这是一间只要6人席位的高级寿司美食店。主厨sato师傅曾经历过两年的渔夫生活，对海产品有丰富的研究和经验。之后，他还游走世界各地，制作寿司，积累了丰富的工作经验。不仅在日本高级寿司店工作过，还曾在东京5星级酒店(东京文华东方酒店)任职。2017年sato师傅在首尔清潭洞开了自己的寿司店，店内食材全部使用自然产当令食材，新鲜制作。从食材购买到甄选，制作，全部出自sato师傅之手，为了维持饮食的质量和美味，供给有限，因此目前只能运营小规模6人席位。可以1人前来食用，因为店铺规模有限，推荐来访前电话预约。sato师傅母语为日语，同时也精通韩语和英语，可以自由交流，也可以针对食材进行详细讲解。sato师傅曾游走多国，对各国的不同文化也有深刻理解，同时还拥有很强的好奇心，欢迎各国不同游客前来，通过美食交流，寻找生活之乐。菜单价格依实际情况可能会有变动。具体咨询请直接与餐厅联系！
3450,라일라카페lailla咖啡厅,釜山广域市 东莱区 温泉泉路339街 28부산광역시 동래구 온천천로339번길 28,##한국#음식,82-2-51-611-6008,,,http://tong.visitkorea.or.kr/cms/resource/59/2535659_image2_1.jpg,,,“railra”是摩洛哥人与妻子一起经营的一家异国特色咖啡厅，咖啡厅的茶饮是用从法国直接拿来的材料制作。2017年，railra曾被邀请到世界茶饮庆典，并运营了自己单独的展位。同年，railra还被邀请出席了BEXCO茶文化展示会。在railra咖啡厅您可以品尝到法式正宗饭后甜品以及法式菜，食品材料使用法国原产面粉，欧洲巧克力等。老板是有制果资格证，咖啡师资格证的高级料理师，在保证饮食质量的同时价格低廉 实惠，真诚服务于各位消费者。菜单价格依实际情况可能会有变动。具体咨询请直接与餐厅联系！
3451,Naneungi餐厅나능이,首尔特别市江南区狎鸥亭路42街 54(新沙洞)서울특별시 강남구 압구정로42길 54 (신사동),##한국#음식,+82-2-518-4322,http://www.naneungi.com,,http://tong.visitkorea.or.kr/cms/resource/50/2525450_image2_1.jpg,,,Naneungi是一家虎掌姑专门料理店。使用天然虎掌姑食材，制作健康饮食招待顾客。菜单价格依实际情况可能会有变动。具体咨询请直接与餐厅联系！
3452,仁寺洞两扇门餐厅인사동 두대문집,首尔特别市钟路区仁寺洞12街9서울특별시 종로구 인사동12길 9 (관훈동),##한국#음식,+82-2-737-0538,http://www.doodaemun.com,,http://tong.visitkorea.or.kr/cms/resource/08/2503708_image2_1.jpg,,,在首尔市中心能享受到韩国传统美味的仁寺洞两扇门餐厅，具有10年传统历史，仁寺洞融合韩餐特色的代表性餐厅.  融合韩国传统韩屋特色的现代式建筑和东西方和谐交融的迷人氛围，是仁寺洞的名胜景观，不仅是韩国人，连很多外国人也会慕名而来.室内是用仁寺洞的独特的自然风景装饰的庭院和门廊.让您感受到脱离市中心，享受自然的情趣. 本店的特色菜品有‘烤猪肉生菜包饭’，‘ 两扇门海鲜盖浇饭’，‘酱包饭（白煮肉）’和‘酱蟹’，‘海鲜葱饼’等多种菜肴，带给您不同的美味. 两扇门餐厅为您提供最美味的食物，最优质的服务.菜单价格依实际情况可能会有变动。具体咨询请直接与餐厅联系！
3453,waterstone수정궁,釜山广域市水营区民乐水边路 25（民乐洞）부산광역시 수영구 민락수변로 25 (민락동),##한국#음식,+82-51-753-2811 4572 ,http://www.waterstone.co.kr,,http://tong.visitkorea.or.kr/cms/resource/69/1866469_image2_1.jpg,,,菜单价格依实际情况可能会有变动。具体咨询请直接与餐厅联系！
3454,瑞草周末农场서초주말농장,首尔特别市瑞草区靑龙村3街11(新源洞),##한국#음식,+82-2-574-9691,,,http://tong.visitkorea.or.kr/cms/resource/34/1922234_image2_1.jpg,,,菜单价格依实际情况可能会有变动。具体咨询请直接与餐厅联系！
3455,金牛골든불,首尔特别市龙山区梨泰院路42길 60서울특별시 용산구 이태원로42길 60 (한남동),##한국#음식,+82-2-794-7073,,,http://tong.visitkorea.or.kr/cms/resource/48/2493748_image2_1.JPG,,,餐厅位于新建筑之中，与米其林2017手册中收录的koroviar品牌虽然名称不一样，但是却是使用同样食材、并立志以低廉价格回馈消费者的餐厅。这里可以以较为低廉的价格享受高级牛排料理以及其他单品料理。店内设置坐席达50个以上，适合团体宴会、红酒聚会、周岁宴、老人八十大寿等各种规模的团体聚会(不再征收场地费)。餐厅内可以以一般烤肉店的价格享受到1+最高级的韩牛牛排，其他单品与酒水也都出去高额利润，价格亲民。店内的料理主要以意大利料理为主，兼营法式、西班牙料理，而且还出售纽约式的三明治等，种类丰富。周边的停车场可以停靠10辆车，还有公营停车场，此外汉江津站仅有5分路程。 菜单价格依实际情况可能会有变动。具体咨询请直接与餐厅联系！
3456,韩松生鱼片한솔횟집,庆尚南道巨济市东部面巨济大路997(东部面),##한국#음식,+82-55-635-4461,,,http://tong.visitkorea.or.kr/cms/resource/82/218482_image2_1.jpg,,,卵石沙滩与一般沙滩不同，是由黑色卵石构成的沙滩。这种黑色卵石沙滩中最出名的为鹤洞卵石海水浴场。每年夏季，其特殊的沙滩吸引众多的游客来访。其周边最美味餐厅之一就是韩松生鱼片。韩松生鱼片位于大路边，一眼望去小巧的店面上写着的“海鞘拌饭”字样映入眼帘。韩松生鱼片餐厅内部简洁小巧，设有十多个餐位。这家店菜品中放入新鲜海鲜做出的海鲜大酱汤是最美味的。餐厅内备着鲷鱼、左口鱼等新鲜的活鱼，生鱼片盖饭也是新鲜美味的。菜单价格依实际情况可能会有变动。具体咨询请直接与餐厅联系！
3457,FATUM(파툼),首尔特别市钟路区三清路86-5(三清洞)서울특별시 종로구 삼청로 86-5 (삼청동),##한국#음식,+82-2-739-9888,,,http://tong.visitkorea.or.kr/cms/resource/78/1901178_image2_1.jpg,,,菜单价格依实际情况可能会有变动。具体咨询请直接与餐厅联系！
3458,미스터케밥(Mr.kebab),首尔特别市龙山区梨泰院路192(梨泰院洞)서울특별시 용산구 이태원로 192 (이태원동),##한국#음식,+82-2-3463-2356,,,http://tong.visitkorea.or.kr/cms/resource/62/1891262_image2_1.JPG,,,菜单价格依实际情况可能会有变动。具体咨询请直接与餐厅联系！
3459,Petra Palace(페트라 펠리스),首尔特别市龙山区梨泰院路197(梨泰院洞)서울특별시 용산구 이태원로 197 (이태원동),##한국#음식,+82-2-749-9329,,,http://tong.visitkorea.or.kr/cms/resource/48/1522448_image2_1.jpg,,,Petra Palace是位于首尔梨泰院洞的一家中东餐厅，销售地道的地中海料理，提供给客人美味、新鲜、健康的菜品。菜单价格依实际情况可能会有变动。具体咨询请直接与餐厅联系！
3460,Cadel Lupo意式餐厅(까델루포),首尔特别市钟路区紫霞门路16街5-5(孝子洞)서울특별시 종로구 자하문로16길 5-5 (효자동),##한국#음식,+82-2-734-5233,,,http://tong.visitkorea.or.kr/cms/resource/22/400322_image2_1.jpg,,,菜单价格依实际情况可能会有变动。具体咨询请直接与餐厅联系！
3461,海女生鱼片(해녀횟집),济州特别自治道济州市塔东路33(三徒二洞)제주특별자치도 제주시 탑동로 33 (삼도이동),##한국#음식,+82-64-724-6212,,,http://tong.visitkorea.or.kr/cms/resource/41/1712541_image2_1.jpg,,,菜单价格依实际情况可能会有变动。具体咨询请直接与餐厅联系！
3462,书岘银座 서현긴자,京畿道城南市盆堂区新村路 75경기도 성남시 분당구 새마을로 75 (서현동),##한국#음식,+82-31-701-7774,,,http://tong.visitkorea.or.kr/cms/resource/43/400543_image2_1.jpg,,,位于城南市盆堂栗洞公园附近的银座，是一家可以享用各种活鱼生鱼片的餐厅。每天从东海运来新鲜的食材，以此来调制各种新鲜料理。总体上来说餐厅简洁大方，料理的口味也十分出众，是适合各种聚会的场所。菜单价格依实际情况可能会有变动。具体咨询请直接与餐厅联系！
3463,Ristorante EO 리스토란테 에오,需要提前预约,##한국#음식,西式/意大利套餐料理,,,http://tong.visitkorea.or.kr/cms/resource/42/398842_image2_1.jpg,,,位于清潭洞的意大利餐厅Ristorante EO 是韩国国内少数几位意大利餐大厨直接经营的餐厅。店内仅有4张桌子，向少数客人提供最顶级的美食与高级服务，因此预约是必须的。 午餐与晚餐以套餐形式提供，使用各种高级食材提供最棒的、少量的意大利美食。在店内就餐能够感受到充满意趣与感觉的厨房长的实力。公社认证/推荐 none管理者 Ristorante EO 休息日 每周周日营业时间 午餐 12:00 ~ 15:00  晚餐 18:00 ~ 22:30菜单介绍 菜单价格依实际情况可能会有变动。具体咨询请直接与餐厅联系！
3464,马山炖安康鱼(마산아구찜),釜山广域市西区九德路321号街8-5(西大新洞3街),##한국#음식,+82-51-247-9160,,,http://tong.visitkorea.or.kr/cms/resource/96/1902196_image2_1.jpg,,,菜单价格依实际情况可能会有变动。具体咨询请直接与餐厅联系！
3465,涌金屋(용금옥),首尔特别市钟路区紫霞门路41-2(通仁洞),##한국#음식,+82-2-777-4749,http://yongkeumok.modoo.at/,,http://tong.visitkorea.or.kr/cms/resource/70/2478070_image2_1.jpg,,,菜单价格依实际情况可能会有变动。具体咨询请直接与餐厅联系！
3466,GAON(가온),首尔特别市江南区岛上大路317(新沙洞)、湖林艺术中心M层,##한국#음식,+82-2-545-9845,https://www.gaonkr.com/,,http://tong.visitkorea.or.kr/cms/resource/01/2476901_image2_1.jpg,,,菜单价格依实际情况可能会有变动。具体咨询请直接与餐厅联系！
3467,Gotgan by Lee Jong Guk(곳간 by 이종국),首尔特别市永登浦区汝矣大路24(汝矣岛洞)、全经联会馆50F,##한국#음식,+82-2-2055-4445,,,http://tong.visitkorea.or.kr/cms/resource/05/2476905_image2_1.jpg,,,菜单价格依实际情况可能会有变动。具体咨询请直接与餐厅联系！
3468,权厨师(Kwon sooksoo)(권숙수),首尔特别市江南区彦州路170街27(新沙洞),##한국#음식,+82-2-542-6268,http://www.kwonsooksoo.com,,http://tong.visitkorea.or.kr/cms/resource/68/2480468_image2_1.jpg,,,菜单价格依实际情况可能会有变动。具体咨询请直接与餐厅联系！
3469,DINING in SPACE(다이닝 인 스페이스),实行预约制,##한국#음식,西式/法式料理,,,http://tong.visitkorea.or.kr/cms/resource/10/2476910_image2_1.jpg,,,菜单价格依实际情况可能会有变动。具体咨询请直接与餐厅联系！
3470,Lamitie(라미띠에),首尔特别市江南区彦州路153街7(新沙洞),##한국#음식,+82-2-546-9621,http://lamitie.poing.co.kr,,http://tong.visitkorea.or.kr/cms/resource/19/2476919_image2_1.jpg,,,菜单价格依实际情况可能会有变动。具体咨询请直接与餐厅联系！
3471,罗宴(라연),首尔特别市中区东湖路249(奖忠洞2街) 新罗酒店23层,##한국#음식,+82-2-2230-3367,http://shilla.net/seoul/,,http://tong.visitkorea.or.kr/cms/resource/58/2476958_image2_1.jpg,,,菜单价格依实际情况可能会有变动。具体咨询请直接与餐厅联系！
3472,Mingles(밍글스),实行预约制,##한국#음식,韩式/韩餐,,,http://tong.visitkorea.or.kr/cms/resource/65/2476965_image2_1.jpg,,,菜单价格依实际情况可能会有变动。具体咨询请直接与餐厅联系！
3473,Boreumsoei(보름쇠) ,首尔特别市江南区德黑兰路81街36(三成洞),##한국#음식,+82-2-569-9967,,,http://tong.visitkorea.or.kr/cms/resource/74/2476974_image2_1.jpg,,,菜单价格依实际情况可能会有变动。具体咨询请直接与餐厅联系！
3474,VOTRE MAISON(보트르 메종),首尔特别市江南区彦州路168街16(新沙洞),##한국#음식,+82-2-549-3800,,,http://tong.visitkorea.or.kr/cms/resource/81/2476981_image2_1.jpg,,,菜单价格依实际情况可能会有变动。具体咨询请直接与餐厅联系！
3475,Bicena(비채나),目前餐厅正在准备移址(预计4月营业),##한국#음식,+82-2-749-6795,https://www.bicena.com/,,http://tong.visitkorea.or.kr/cms/resource/86/2476986_image2_1.jpg,,,菜单价格依实际情况可能会有变动。具体咨询请直接与餐厅联系！
3476,Soigne(스와니예),首尔特别市瑞草区盘浦大路39路46(盘浦洞),##한국#음식,+82-2-3477-9386,http://soignerestaurantgroup.com,,http://tong.visitkorea.or.kr/cms/resource/89/2476989_image2_1.jpg,,,菜单价格依实际情况可能会有变动。具体咨询请直接与餐厅联系！
3477,Alla prima(알라 프리마),首尔特别市江南区岛山大路30街23(论岘洞),##한국#음식,+82-2-511-2555,,,http://tong.visitkorea.or.kr/cms/resource/93/2476993_image2_1.jpg,,,菜单价格依实际情况可能会有变动。具体咨询请直接与餐厅联系！
3478,豫园(유 유안),首尔特别市钟路区新门里路97(唐珠洞),##한국#음식,+82-2-6388-5500,http://www.fourseasons.com/kr/seoul,,http://tong.visitkorea.or.kr/cms/resource/01/2477001_image2_1.jpg,,,菜单价格依实际情况可能会有变动。具体咨询请直接与餐厅联系！
3479,二十四节气(이십사절기),首尔特别市江南区岛山大路37街13(新沙洞),##한국#음식,+82-2-518-4818,http://www.24seasons.co.kr,,http://tong.visitkorea.or.kr/cms/resource/04/2477004_image2_1.jpg,,,菜单价格依实际情况可能会有变动。具体咨询请直接与餐厅联系！
3480,ZERO COMPLEX(제로 컴플렉스),首尔特别市瑞草区东光路113(方背洞),##한국#음식,+82-2-532-0876,,,http://tong.visitkorea.or.kr/cms/resource/10/2477110_image2_1.jpg,,,菜单价格依实际情况可能会有变动。具体咨询请直接与餐厅联系！
3481,津津(진진),首尔特别市麻浦区Jandari路123(西桥洞),##한국#음식,+82-70-5035-8878,,,http://tong.visitkorea.or.kr/cms/resource/31/2477131_image2_1.jpg,,,菜单价格依实际情况可能会有变动。具体咨询请直接与餐厅联系！
3482,KOJIMA(코지마),首尔特别市江南区狎鸥亭路60街21(清潭洞),##한국#음식,+82-2-2056-1291,,,http://tong.visitkorea.or.kr/cms/resource/80/2480480_image2_1.jpg,,,菜单价格依实际情况可能会有变动。具体咨询请直接与餐厅联系！
3483,HAMO(하모),首尔特别市江南区彦州路819(新沙洞)서울특별시 강남구 언주로 819 (신사동),##한국#음식,+82-2-515-4266,http://hamo-kitchen.com,,http://tong.visitkorea.or.kr/cms/resource/68/1875068_image2_1.JPG,,,      这是一家将晋州地区传统饮食进行再诠释，用恰当的调料烹饪出美味韩餐的餐厅。餐厅食材由产地直供，菜品朴素、精致。顾客可在别墅般的环境中悠闲地享用美食，整个餐厅由包间、小型包间和大厅构成。公社认证/推荐 none管理者 HAMO休息日 节日(请电话咨询)营业时间 11:30 ~ 22:00 (点餐截止至21:00)菜单介绍 菜单价格依实际情况可能会有变动。具体咨询请直接与餐厅联系！
3484,17度C17도씨 ,首尔市麻浦区东桥路29街 38 ,##한국#음식,+82-2-337-1706,http://www.17dossi.com,,http://tong.visitkorea.or.kr/cms/resource/87/2479687_image2_1.jpg,,,菜单价格依实际情况可能会有变动。具体咨询请直接与餐厅联系！
3485,MAX BRENNER맥스브레너 ,首尔特别市瑞草区新盘浦路 176,##한국#음식,+82-2-3479-6251,http://www.max-brenner.co.kr,,http://tong.visitkorea.or.kr/cms/resource/13/2479713_image2_1.jpg,,,菜单价格依实际情况可能会有变动。具体咨询请直接与餐厅联系！
3486,CACAOBOOM(梨泰院店)카카오봄(이태원점) ,首尔特别市龙山区槐树路 3,##한국#음식,CACAOBOOM(梨泰院店)+82-2-733-4662,,,http://tong.visitkorea.or.kr/cms/resource/46/2479746_image2_1.jpg,,,菜单价格依实际情况可能会有变动。具体咨询请直接与餐厅联系！
3487,SONA소나,首尔特别市江南区江南大路162街 40,##한국#음식,+82-2-515-3246,http://sonasona.modoo.at,,http://tong.visitkorea.or.kr/cms/resource/32/2479732_image2_1.jpg,,,菜单价格依实际情况可能会有变动。具体咨询请直接与餐厅联系！
3488,LITTLE&MUCH리틀앤머치 (외국어사이트용),首尔特别市江南区鹤洞路56街 49,##한국#음식,+82-2-545-1023,http://www.littleandmuch.com,,http://tong.visitkorea.or.kr/cms/resource/03/2479703_image2_1.jpg,,,菜单价格依实际情况可能会有变动。具体咨询请直接与餐厅联系！
3489,思味轩(사미헌),釜山广域市釜山镇区西面文化路19(釜田洞)부산광역시 부산진구 서면문화로 19,##한국#음식,+82-51-819-6677,http://www.samihun.com,,http://tong.visitkorea.or.kr/cms/resource/71/1866471_image2_1.jpg,,,菜单价格依实际情况可能会有变动。具体咨询请直接与餐厅联系！
3490,大瓦房(큰기와집),首尔特别市钟路区北村路5街62(昭格洞)서울특별시 종로구 북촌로5길 62 (소격동),##한국#음식,+82-2-722-9024,,,http://tong.visitkorea.or.kr/cms/resource/18/514218_image2_1.jpg,,,      大瓦房餐厅位于从三清洞前往正读图书馆的路上。餐厅入口右侧摆满了曾经使用过的餐具，古色古香，淡雅幽静。这家充满家庭温馨氛围的餐厅为了确保顾客的健康用餐，餐具全部使用的是铜器。      该餐厅最具人气的菜品要数用延坪岛空运而来的蟹子制成的酱蟹了，但由于蟹子固有的腥味，外国游客更喜欢来此品尝韩定食。公社认证/推荐 none管理者 大瓦房休息日 节日(请电话咨询)营业时间 午餐 12:00 ~ 15:30晚餐 17:00 ~ 22:00菜单介绍 菜单价格依实际情况可能会有变动。具体咨询请直接与餐厅联系！
3491,Lake Hills(레이크힐),忠清南道论山市可也谷面塔亭路872(可也谷面),##한국#음식,+82-41-742-8851,www.ns-lakehills.com,,http://tong.visitkorea.or.kr/cms/resource/97/1902497_image2_1.jpg,,,      Lake Hills位于距论山市内十公里处的湖水对面，这是一家集酒店和餐厅于一体的商铺，以其雄伟的欧式建筑风格而引以为豪。坐在餐厅中的任一位置，均可将湖畔美景尽收眼底，在用餐的同时享受现场乐队带来的演出，不失是一种乐趣。除早餐外，这里的所有菜品均为西餐。公社认证/推荐 none管理者 Lake Hills休息日 年中无休营业时间 11:00 ~ 20:00菜单介绍 菜单价格依实际情况可能会有变动。具体咨询请直接与餐厅联系！
3492,竹岛山(죽도산),庆尚北道盈德郡江口面江口大蟹街47-1(江口面)경상북도 영덕군 강구면 강구대게길 47-1,##한국#음식,+82-54-733-4148,cityfood.co.kr/h9/jugdosan,,http://tong.visitkorea.or.kr/cms/resource/04/185304_image2_1.jpg,,,      竹岛山是一家位于盈德郡江口港大蟹街区路边的螃蟹专卖店。店铺的一楼设有大型水缸，内有各种大螃蟹和活鱼，二楼设有大型玻璃窗，如瀑布直流而下的水柱带给人清凉之感。      该餐厅的招牌菜是清蒸大蟹和天然生鱼片，在吃完蟹肉后，品尝下蟹籽炒饭和辣味螃蟹汤，味道堪称一绝。餐厅的三楼设有民宿，可提供住宿服务。公社认证/推荐 none管理者 竹岛山休息日 年中无休营业时间 09:30 ~ 22:00 (周末23:00)菜单介绍 菜单价格依实际情况可能会有变动。具体咨询请直接与餐厅联系！
3493,通往高句丽之路(章鱼和八爪鱼)고구려가는길 (낙지랑 쭈꾸미랑),庆尚北道庆州市忠孝川路66-6(忠孝洞)경상북도 경주시 충효천길 66-6 (충효동),##한국#음식,+82-54-777-3389777-5589,,,http://tong.visitkorea.or.kr/cms/resource/42/1898042_image2_1.jpg,,,菜单价格依实际情况可能会有变动。具体咨询请直接与餐厅联系！
3494,Paradise(파라다이스),首尔特别市永登浦区汝矣洞路252(汝矣岛洞)서울특별시 영등포구 여의동로 252,##한국#음식,+82-2-447-3333,http://www.hankangwedding.co.kr,,http://tong.visitkorea.or.kr/cms/resource/61/1900561_image2_1.jpg,,,      坐在餐厅之中，可在欣赏现场音乐表演的同时将汉江全景尽收眼底。若想和自己珍爱的人拥有特别的回忆，Paradise餐厅是您的首选。公社认证/推荐 none管理者 Paradise休息日 年中无休营业时间 10:30 ~ 22:00菜单介绍 菜单价格依实际情况可能会有变动。具体咨询请直接与餐厅联系！
3495,Mum Aroy(뭄알로이),首尔特别市麻浦区卧牛山路11街9-7(上水洞),##한국#음식,,,,http://tong.visitkorea.or.kr/cms/resource/60/2470160_image2_1.jpg,,,菜单价格依实际情况可能会有变动。具体咨询请直接与餐厅联系！
3496,Aoitori(아오이토리),首尔特别市麻浦区卧牛山路29街8(西桥洞),##한국#음식,+82-2-333-0421,,,http://tong.visitkorea.or.kr/cms/resource/12/2470212_image2_1.jpg,,,菜单价格依实际情况可能会有变动。具体咨询请直接与餐厅联系！
